,uid,apply_type,cet4,cet6,grade_points,honour,project,ranking_absolu,ranking,level,location,label,score
237,363,0,431,0,0.84,"['[ 101 5018 1282  671 ...    0    0    0    0]', '[ 101  704 1744 1920 ...    0    0    0    0]', '[ 101 1920 2408 6612 ...    0    0    0    0]', '[ 101 5018 1282  671 ...    0    0    0    0]', '[ 101  100 7032  676 ...    0    0    0    0]', '[ 101  757 5468 5381 ...    0    0    0    0]', '[ 101 2399 2428 1744 ...    0    0    0    0]', '[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101 2110 3413 1946 ...    0    0    0    0]', '[ 101 1946 2110 7032 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",19.66666667,3,1,42,0,0
238,364,0,446,0,0.9475,"['[ 101 2110 4495 1946 ...    0    0    0    0]', '[ 101 2110 4495 1946 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[  101  9064 13028  8361 ...     0     0     0     0]', '[ 101  831 2157 8271 ...    0    0    0    0]', '[ 101  517 3840 6448 ...    0    0    0    0]', '[ 101  517 2968 6374 ...    0    0    0    0]', '[ 101  517 3840 6389 ...    0    0    0    0]', '[ 101 1880 3586 9160 ...    0    0    0    0]', '[ 101 3840 6448 3144 ...    0    0    0    0]', '[ 101 2968 6374 2496 ...    0    0    0    0]', '[  101  9064 13028  8361 ...     0     0     0     0]', '[ 101  831 2157 8271 ...    0    0    0    0]', '[ 101  517 3840 6448 ...    0    0    0    0]', '[ 101  517 2968 6374 ...    0    0    0    0]', '[ 101  517 3840 6389 ...    0    0    0    0]', '[ 101 1880 3586 9160 ...    0    0    0    0]', '[ 101 3840 6448 3144 ...    0    0    0    0]', '[ 101 2968 6374 2496 ...    0    0    0    0]', [0], [0], [0], [0]]",15,2,1,13,0,0
239,367,0,438,453,0.9775,"['[ 101 3777 1266 1920 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899 1066 ...    0    0    0    0]', '[ 101 3144 2110 2456 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",9.214285714,14,1,13,0,0
240,369,0,517,495,0.9425,"['[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101 3862 1298 4689 ...    0    0    0    0]', '[ 101 1159 5277  833 ...    0    0    0    0]', '[ 101 6369 5050 3322 ...    0    0    0    0]', '[ 101  833 6369  794 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",19.25,4,2,46,0,0
241,371,0,463,0,0.81,"['[ 101 1912 6225  683 ...    0    0    0    0]', '[ 101  100  758 1962 ...    0    0    0    0]', '[ 101 7032 1290 2339 ...    0    0    0    0]', '[ 101 3413  100  676 ...    0    0    0    0]', '[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101 3413  671 5023 ...    0    0    0    0]', '[ 101 3413  100 2904 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  100 1337 2791 ...    0    0    0    0]', '[ 101  100 1337 2791 ...    0    0    0    0]', '[ 101  100 1337 2791 ...    0    0    0    0]', '[ 101  100 1337 2791 ...    0    0    0    0]', '[ 101  100 1337 2791 ...    0    0    0    0]', '[ 101  100 1337 2791 ...    0    0    0    0]', '[ 101  100 1337 2791 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",55,1,1,12,0,0
242,372,0,467,460,0.925,"['[ 101 8112 5635 8109 ...    0    0    0    0]', '[ 101 8109 5635 8271 ...    0    0    0    0]', '[ 101 8109 5635 8271 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  757 5468 5381 ...    0    0    0    0]', '[ 101  757 5468 5381 ...    0    0    0    0]', '[ 101  757 5468 5381 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",67,2,1,21,0,0
243,376,0,441,445,0.868,"['[ 101 1762 3309 1149 ...    0    0    0    0]', '[ 101 5739 6427 4993 ...    0    0    0    0]', '[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101 3264 3309 4852 ...    0    0    0    0]', '[ 101 5739 6427 5436 ...    0    0    0    0]', '[ 101 4852  833 2141 ...    0    0    0    0]', '[ 101 4852  833 2141 ...    0    0    0    0]', '[ 101 3144 2110 2456 ...    0    0    0    0]', '[ 101 3413 5277  100 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', '[ 101 7032 3208 2356 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",41,1,1,62,0,90.29
244,378,0,486,479,0.8927,"['[ 101 1730 1447  722 ...    0    0    0    0]', '[ 101 5018 1724 2237 ...    0    0    0    0]', '[ 101 2361 2209 7561 ...    0    0    0    0]', '[ 101  753 5023 1946 ...    0    0    0    0]', '[ 101  676 5023 1946 ...    0    0    0    0]', '[ 101 4852 1730 3833 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 7443 7467 7344 ...    0    0    0    0]', '[ 101 7443 7467 7344 ...    0    0    0    0]', '[ 101 7443 7467 7344 ...    0    0    0    0]', '[ 101 7443 7467 7344 ...    0    0    0    0]', '[ 101 7443 7467 7344 ...    0    0    0    0]', '[ 101 7443 7467 7344 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",9.857142857,7,2,11,0,0
245,379,0,534,451,0.9525,"['[ 101 1946 2110 7032 ... 2175 7368  903 4664]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",19.90909091,11,1,37,0,0
246,380,0,532,543,0.804,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",435,1,1,13,0,0
247,384,0,472,499,0.83,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",67.14285714,7,1,34,0,0
248,389,0,466,450,0.8925,"['[ 101 2255 6205 1920 ...    0    0    0    0]', '[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101  753 5023  831 ...    0    0    0    0]', '[ 101 3929 3255 3344 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  517 3926  807 ...    0    0    0    0]', '[ 101  517 6821  702 ...    0    0    0    0]', '[ 101  517 3926  807 ...    0    0    0    0]', '[ 101  517 6821  702 ...    0    0    0    0]', '[ 101  517 3926  807 ...    0    0    0    0]', '[ 101  517 6821  702 ...    0    0    0    0]', '[ 101  517 3926  807 ...    0    0    0    0]', '[ 101  517 6821  702 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",6.333333333,3,1,14,0,0
249,391,0,495,478,0.865,"['[ 101 7946 7987 3736 ...    0    0    0    0]', '[ 101 3413  676 1962 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",40,2,1,23,0,0
250,392,0,502,461,0.93,"['[ 101  860 5509 3029 ...    0    0    0    0]', '[ 101 1092 6378 3352 ...    0    0    0    0]', '[ 101 2658 3250 1196 ...    0    0    0    0]', '[ 101 2562 2703 3302 ...    0    0    0    0]', '[ 101 1346  680 4689 ...    0    0    0    0]', '[ 101 4852  833 2141 ...    0    0    0    0]', '[ 101 3413  831 4899 ...    0    0    0    0]', '[ 101 7368  831 4899 ...    0    0    0    0]', '[ 101  100 2904 2773 ...    0    0    0    0]', '[ 101 3490 4289 4777 ...    0    0    0    0]', '[ 101 3413  831 4899 ...    0    0    0    0]', '[ 101 7368  831 4899 ...    0    0    0    0]', '[ 101 3413  676 1962 ...    0    0    0    0]', '[ 101 3413  676 1962 ...    0    0    0    0]', '[ 101 2131 3195 6809 ...    0    0    0    0]', [0], [0], [0], [0], [0]]","['[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', '[ 101 3736 5722 4689 ...    0    0    0    0]', [0], [0], [0], [0], [0]]",4.4,10,2,32,0,0
251,394,0,503,518,0.895,"['[ 101 1946 2110 7032 ...    0    0    0    0]', '[ 101  831 4899 2141 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",46,1,1,13,0,0
252,395,0,428,467,0.9625,"['[ 101 5018 8125 2237 ...    0    0    0    0]', '[ 101 8271  100 3249 ...    0    0    0    0]', '[ 101  915 5384 3172 ...    0    0    0    0]', '[ 101 8271 1744 2157 ...    0    0    0    0]', '[ 101 8271 3777 1298 ...    0    0    0    0]', '[ 101 8271 3777 1298 ...    0    0    0    0]', '[ 101 8109 1744 2157 ...    0    0    0    0]', '[ 101 8109 3777 1298 ...    0    0    0    0]', '[ 101 8109 2399 2428 ...    0    0    0    0]', '[ 101 1059 1744 6369 ...    0    0    0    0]', '[ 101 6369 5050 3322 ...    0    0    0    0]', '[ 101 3249 6858 6413 ...    0    0    0    0]', '[ 101 1158 3152 1398 ...    0    0    0    0]', '[ 101 2110 4495  833 ...    0    0    0    0]', '[ 101 4384 3413 6651 ...    0    0    0    0]', '[ 101 4904 2108 6817 ...    0    0    0    0]', [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0]]",103,1,1,41,0,0
253,398,0,464,435,0.875,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",43,1,1,14,0,0
254,399,0,554,494,0.826,"['[ 101 1921 3823 2356 ...    0    0    0    0]', '[ 101  100 1912 4777 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 9160 2399 2428 ...    0    0    0    0]', '[ 101 9160 2399 2428 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",86,1,1,12,0,0
255,402,0,537,518,0.9591,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  704 1744 3749 ...    0    0    0    0]', '[ 101 1266  776 2356 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",124,1,1,11,0,0
256,403,0,508,501,0.802,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",66,1,1,32,0,0
257,404,0,446,446,0.8975,"['[ 101 1946 2110 7032 ...    0    0    0    0]', '[ 101 9529 3763 4669 ...    0    0    0    0]', '[ 101  831 4899 7471 ...    0    0    0    0]', '[ 101  831 4899 2141 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",80,1,1,13,0,0
258,406,0,0,0,0.8425,"['[ 101 8282 8175 8159 ...    0    0    0    0]', '[ 101 3413 5011 6406 ...    0    0    0    0]', '[ 101 3413 7325 6438 ...    0    0    0    0]', '[ 101 3413 1420 1213 ...    0    0    0    0]', '[ 101 3413  753 5023 ...    0    0    0    0]', '[ 101  676 5023 1946 ...    0    0    0    0]', '[ 101 3413  676 5023 ...    0    0    0    0]', '[ 101 3413 1296 7555 ...    0    0    0    0]', '[ 101 3413  831 4899 ...    0    0    0    0]', '[ 101 3413 1283  831 ...    0    0    0    0]', '[ 101 3249 6858 6413 ...    0    0    0    0]', '[ 101 1059 1744 6369 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0]]",11.4,5,2,21,0,0
259,407,0,479,410,0.935,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 3756 4916 4289 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",26,2,1,11,0,0
260,408,0,590,509,0.95,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 3250 6225 2544 ...    0    0    0    0]', '[ 101 2544 4384 1862 ...    0    0    0    0]', '[ 101  924 2137 2356 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",5.5,8,2,32,0,0
261,409,0,441,474,0.9525,"['[ 101  100  671 5023 ...    0    0    0    0]', '[ 101  100  676 5023 ...    0    0    0    0]', '[ 101  100  831 4899 ...    0    0    0    0]', '[ 101  100  753 5023 ...    0    0    0    0]', '[ 101  100  676 1962 ...    0    0    0    0]', '[ 101  100  676 5023 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",70,1,1,12,0,0
262,410,0,648,615,0.8375,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",6.714285714,7,1,42,0,0
263,411,0,540,496,0.8975,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",11.66666667,3,2,34,0,0
264,412,0,495,507,0.8325,"['[ 101 4689 6817  833 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 4508 5849 2014 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",9.666666667,3,1,32,0,52.65
265,415,0,427,481,0.808,"['[ 101 3777 1266 1920 ...    0    0    0    0]', '[ 101 3777 1266 1920 ...    0    0    0    0]', '[ 101 3777 1266 1920 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",23.5,2,1,13,0,0
266,416,0,523,451,0.8668,"['[ 101 3856 3175 3344 ...    0    0    0    0]', '[ 101 5018  676 2237 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",41,2,1,12,0,0
267,419,0,585,506,0.81,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",2.307692308,13,1,44,0,0
268,421,0,503,472,0.965,"['[ 101 4689 7770 5023 ...    0    0    0    0]', '[ 101 1920 2110 4495 ...    0    0    0    0]', '[ 101 4636  831 1920 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  671 5023  831 ...    0    0    0    0]', '[ 101 1158 3173 1158 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101 4960 1139 6567 ...    0    0    0    0]', '[ 101  831 4899 1730 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101  753 5023  831 ...    0    0    0    0]', '[ 101 3152  860 2339 ...    0    0    0    0]', '[ 101 2110 4495  833 ...    0    0    0    0]', '[ 101 3413  728  729 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0]]","['[ 101 7676 5962 6058 ...    0    0    0    0]', '[ 101 2255  691 4689 ...    0    0    0    0]', '[ 101 2213 3250 4958 ...    0    0    0    0]', '[ 101 2904 2773 3344 ...    0    0    0    0]', '[ 101 4508 7010 2936 ...    0    0    0    0]', '[ 101 2904 2773 3344 ...    0    0    0    0]', '[ 101 7676 5962 6058 ...    0    0    0    0]', '[ 101 2255  691 4689 ...    0    0    0    0]', '[ 101 2213 3250 4958 ...    0    0    0    0]', '[ 101 2904 2773 3344 ...    0    0    0    0]', '[ 101 4508 7010 2936 ...    0    0    0    0]', '[ 101 2904 2773 3344 ...    0    0    0    0]', '[ 101 7676 5962 6058 ...    0    0    0    0]', '[ 101 2255  691 4689 ...    0    0    0    0]', '[ 101 2213 3250 4958 ...    0    0    0    0]', '[ 101 2904 2773 3344 ...    0    0    0    0]', '[ 101 4508 7010 2936 ...    0    0    0    0]', '[ 101 2904 2773 3344 ...    0    0    0    0]', '[ 101 7676 5962 6058 ...    0    0    0    0]', '[ 101 2255  691 4689 ...    0    0    0    0]']",20.5,4,1,37,0,0
269,423,0,496,505,0.875,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",39,1,2,50,0,0
270,424,0,477,411,0.89,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",30.25,4,1,13,0,0
271,425,0,537,528,0.826,"['[ 101  100 7716 7167 ...    0    0    0    0]', '[ 101 1266  776 2339 ...    0    0    0    0]', '[ 101  100 7471 2399 ...    0    0    0    0]', '[ 101 8109 2399 1920 ...    0    0    0    0]', '[ 101 8112  118 8109 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",28,1,1,11,0,0
272,429,0,454,0,0.8541,"['[ 101  831 4899  671 ...    0    0    0    0]', '[ 101  831 4899  676 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",10,3,2,11,0,0
273,430,0,503,474,0.9078,"['[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899 5299 ...    0    0    0    0]', '[ 101 5032 1153 1946 ...    0    0    0    0]', '[ 101 8271  676 1962 ...    0    0    0    0]', '[ 101 8271  831 4899 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', '[ 101 3136 5509 1824 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",9.6,10,2,11,0,0
