,uid,apply_type,cet4,cet6,grade_points,honour,project,ranking_absolu,ranking,level,location,label,score
133,204,0,540,522,0.81,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",96,2,1,13,0,0
134,207,0,481,481,0.955,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  100 3173 6887 ...    0    0    0    0]', '[ 101 7946 7987 3736 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",6.545454545,33,2,23,0,0
135,208,0,516,466,0.9,"['[ 101 1057 1741 5273 ...    0    0    0    0]', '[ 101  691 5806 3344 ...    0    0    0    0]', '[ 101 4510 2094 1555 ...    0    0    0    0]', '[ 101 4508 5023 1946 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 2048 1036 2414 ...    0    0    0    0]', '[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 2048 1036 2414 ...    0    0    0    0]', '[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 2048 1036 2414 ...    0    0    0    0]', '[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 3495 1749 6226 ...    0    0    0    0]', '[ 101 2048 1036 2414 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0]]",35.5,2,1,43,0,0
136,209,0,482,482,0.836,"['[101 671 753 736 ...   0   0   0   0]', '[ 101 1920 6825 7716 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101 1059 1744 4761 ...    0    0    0    0]', '[ 101  831 4899 1066 ...    0    0    0    0]', '[ 101 3413 5341 1394 ...    0    0    0    0]', '[ 101  741 3791  676 ...    0    0    0    0]', '[ 101 3413 5341 1394 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101 1920 2110 4495 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]', '[ 101 4925 3119 3173 ...    0    0    0    0]', '[ 101  100  671 2372 ...    0    0    0    0]']",8,5,1,21,0,87.86
137,210,0,450,0,0.9375,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",39,1,9,12,0,0
138,211,0,429,435,0.816,"['[ 101  741 3791 3683 ...    0    0    0    0]', '[ 101  831 4899 2397 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  741 3791  707 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[101 100 676 678 ...   0   0   0   0]', '[101 100 676 678 ...   0   0   0   0]', '[101 100 676 678 ...   0   0   0   0]', '[101 100 676 678 ...   0   0   0   0]', '[101 100 676 678 ...   0   0   0   0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",11.75,4,1,13,0,68
139,212,0,548,439,0.8842,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",9.470588235,17,2,51,0,0
140,214,0,473,0,0.8831,"['[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101  100  757 5468 ...    0    0    0    0]', '[ 101  671 5023 1946 ...    0    0    0    0]', '[ 101  676 5023 1946 ...    0    0    0    0]', '[ 101 3777 1266 4689 ...    0    0    0    0]', '[ 101 8109  704 1290 ...    0    0    0    0]', '[ 101 8271  704 1290 ...    0    0    0    0]', '[ 101 8109  831 4899 ...    0    0    0    0]', '[ 101 8271  831 4899 ...    0    0    0    0]', '[ 101 4852  833 3833 ...    0    0    0    0]', '[ 101 3413 5277 2519 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 2255  710 5326 ...    0    0    0    0]', '[ 101 6902 7346 2190 ...    0    0    0    0]', '[ 101 3274 7716  672 ...    0    0    0    0]', '[ 101 3563 2877 7000 ...    0    0    0    0]', '[ 101 2255  710 5326 ...    0    0    0    0]', '[ 101 6902 7346 2190 ...    0    0    0    0]', '[ 101 3274 7716  672 ...    0    0    0    0]', '[ 101 3563 2877 7000 ...    0    0    0    0]', '[ 101 2255  710 5326 ...    0    0    0    0]', '[ 101 6902 7346 2190 ...    0    0    0    0]', '[ 101 3274 7716  672 ...    0    0    0    0]', '[ 101 3563 2877 7000 ...    0    0    0    0]', '[ 101 2255  710 5326 ...    0    0    0    0]', '[ 101 6902 7346 2190 ...    0    0    0    0]', '[ 101 3274 7716  672 ...    0    0    0    0]', '[ 101 3563 2877 7000 ...    0    0    0    0]', '[ 101 2255  710 5326 ...    0    0    0    0]', '[ 101 6902 7346 2190 ...    0    0    0    0]', '[ 101 3274 7716  672 ...    0    0    0    0]', '[ 101 3563 2877 7000 ...    0    0    0    0]']",33,3,1,13,0,0
141,216,0,0,555,0.9425,"['[ 101 1744 2157 1225 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",98,1,1,14,0,0
142,217,0,443,424,0.9675,"['[ 101  924 2844 7716 ...    0    0    0    0]', '[ 101 3473 3522 1946 ...    0    0    0    0]', '[ 101 3413  676 1962 ...    0    0    0    0]', '[ 101 3413 5277  676 ...    0    0    0    0]', '[ 101 3413  831 4899 ...    0    0    0    0]', '[ 101 3413 5277  831 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  517 1825  754 ...    0    0    0    0]', '[ 101  517 2551 2336 ...    0    0    0    0]', '[ 101  517 2551 1555 ...    0    0    0    0]', '[ 101  517 3840 3358 ...    0    0    0    0]', '[ 101  517 1825  754 ...    0    0    0    0]', '[ 101  517 2551 2336 ...    0    0    0    0]', '[ 101  517 2551 1555 ...    0    0    0    0]', '[ 101  517 3840 3358 ...    0    0    0    0]', '[ 101  517 1825  754 ...    0    0    0    0]', '[ 101  517 2551 2336 ...    0    0    0    0]', '[ 101  517 2551 1555 ...    0    0    0    0]', '[ 101  517 3840 3358 ...    0    0    0    0]', '[ 101  517 1825  754 ...    0    0    0    0]', '[ 101  517 2551 2336 ...    0    0    0    0]', '[ 101  517 2551 1555 ...    0    0    0    0]', '[ 101  517 3840 3358 ...    0    0    0    0]', '[ 101  517 1825  754 ...    0    0    0    0]', '[ 101  517 2551 2336 ...    0    0    0    0]', '[ 101  517 2551 1555 ...    0    0    0    0]', '[ 101  517 3840 3358 ...    0    0    0    0]']",42.66666667,3,1,32,0,0
143,218,0,465,478,0.806,"['[ 101 1744 2157 1946 ...    0    0    0    0]', '[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101 4993 6612 1946 ...    0    0    0    0]', '[ 101 4993 6612 1946 ...    0    0    0    0]', '[ 101 4993 6612 1946 ...    0    0    0    0]', '[ 101 4993 6612 1946 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101 1282  881 1282 ...    0    0    0    0]', '[ 101  831 2397  831 ...    0    0    0    0]', '[ 101  831 4899 1730 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",69,2,1,15,0,0
144,219,0,533,521,0.955,"['[ 101 5401 1744 1920 ...    0    0    0    0]', '[ 101 1059 1744 1920 ...    0    0    0    0]', '[ 101  762 1922 1765 ...    0    0    0    0]', '[ 101  831 4899 1066 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899  721 ...    0    0    0    0]', '[ 101  671 5023 1946 ...    0    0    0    0]', '[ 101  676 5023 1946 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', '[ 101  100 2110 3318 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",44.5,2,1,37,0,0
145,221,0,556,436,0.8825,"['[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101 1744 2157 1946 ...    0    0    0    0]', '[ 101 1059 1744 1920 ...    0    0    0    0]', '[ 101  100 3173 6887 ...    0    0    0    0]', '[ 101  100 2110 1158 ...    0    0    0    0]', '[ 101  100  757 5468 ...    0    0    0    0]', '[ 101  100  831 4899 ...    0    0    0    0]', '[ 101  100  831 4899 ...    0    0    0    0]', '[ 101 3413 6817  833 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', '[ 101  517 7029 4495 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",62,1,1,53,0,0
146,223,0,492,434,0.9075,"['[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101 3777 1266 2339 ...    0    0    0    0]', '[ 101  831 4899 2562 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",19,4,1,13,0,0
147,224,0,515,475,0.82,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",96,1,1,35,0,0
148,226,0,543,493,0.985,"['[ 101 5687 3250 1946 ...    0    0    0    0]', '[ 101 4294 5023 5341 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  740 3333 2920 ...    0    0    0    0]', '[ 101 3152 1265  837 ...    0    0    0    0]', '[ 101  740 3333 2920 ...    0    0    0    0]', '[ 101 3152 1265  837 ...    0    0    0    0]', '[ 101  740 3333 2920 ...    0    0    0    0]', '[ 101 3152 1265  837 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",159,1,2,46,0,0
149,233,0,0,477,0.898,"['[ 101 3189 6427  868 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  704 1744  712 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",4.6,5,2,11,0,80.08
150,234,0,0,0,0.8632,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  794 1914 3563 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",1.545454545,33,2,11,0,0
151,236,0,427,0,0.9925,"['[ 101 3413 7270 3136 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101  831 4899 1066 ...    0    0    0    0]', '[ 101 3413 7270  671 ...    0    0    0    0]', '[ 101  831 4899 7471 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101 8123  118 8131 ...    0    0    0    0]', '[ 101 5687 3996 4567 ...    0    0    0    0]', '[ 101 4384  924 4761 ...    0    0    0    0]', '[ 101 6816 8110  119 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', '[ 101  671 5709  671 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",16.66666667,3,1,62,0,0
152,237,0,456,373,0.8947,"['[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899 2146 ...    0    0    0    0]', '[ 101 3413 5277  831 ...    0    0    0    0]', '[ 101 1730 1447  722 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 1266  776  679 ... 2460  680 4384 1862]', '[ 101 1266  776  679 ... 2460  680 4384 1862]', '[ 101 1266  776  679 ... 2460  680 4384 1862]', '[ 101 1266  776  679 ... 2460  680 4384 1862]', '[ 101 1266  776  679 ... 2460  680 4384 1862]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",16.66666667,6,2,11,0,88.49
153,241,0,560,481,0.9001,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",92,1,1,13,0,0
154,242,0,525,491,0.965,"['[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101 1744 2157 1225 ...    0    0    0    0]', '[ 101  831 4899 1730 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 6425 2094 2110 ...    0    0    0    0]', '[ 101 6425 2094 2110 ...    0    0    0    0]', '[ 101 6425 2094 2110 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",79.5,4,1,13,0,0
155,243,0,579,586,0.9725,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",106,3,1,13,0,0
156,244,0,504,507,0.9113,"['[ 101 1744 2157 1946 ...    0    0    0    0]', '[ 101 6568  833 5543 ...    0    0    0    0]', '[ 101 3413 5277  671 ...    0    0    0    0]', '[ 101 3413 5277 4852 ...    0    0    0    0]', '[ 101  833 6369 2825 ...    0    0    0    0]', '[ 101  100 1649 1395 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 4906 2825 7032 ... 6392 5023 1914  702]', '[ 101 4906 2825 7032 ...    0    0    0    0]', '[ 101 4906 2825 7032 ... 6392 5023 1914  702]', '[ 101 4906 2825 7032 ...    0    0    0    0]', '[ 101 4906 2825 7032 ... 6392 5023 1914  702]', '[ 101 4906 2825 7032 ...    0    0    0    0]', '[ 101 4906 2825 7032 ... 6392 5023 1914  702]', '[ 101 4906 2825 7032 ...    0    0    0    0]', '[ 101 4906 2825 7032 ... 6392 5023 1914  702]', '[ 101 4906 2825 7032 ...    0    0    0    0]', '[ 101 4906 2825 7032 ... 6392 5023 1914  702]', '[ 101 4906 2825 7032 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0]]",192,1,1,13,0,0
157,245,0,569,521,0.9925,"['[ 101 4689 5277  676 ...    0    0    0    0]', '[ 101 2456 3563 1744 ...    0    0    0    0]', '[ 101 9392 8341 8177 ...    0    0    0    0]', '[ 101 3413 2456 6863 ...    0    0    0    0]', '[ 101 1093  689 1736 ...    0    0    0    0]', '[ 101 3413  676 1962 ...    0    0    0    0]', '[ 101 3413 2456 6863 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  107 2397 4289 ...    0    0    0    0]', '[ 101  107 2397 4289 ...    0    0    0    0]', '[ 101  107 2397 4289 ...    0    0    0    0]', '[ 101  107 2397 4289 ...    0    0    0    0]', '[ 101  107 2397 4289 ...    0    0    0    0]', '[ 101  107 2397 4289 ...    0    0    0    0]', '[ 101  107 2397 4289 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",92,1,2,23,0,28
158,246,0,439,0,0.845,"['[ 101 3264 3309 4852 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[101 100 676 678 ...   0   0   0   0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",19.5,2,2,64,0,0
159,247,0,519,434,0.85,"['[ 101  756 1298 4689 ...    0    0    0    0]', '[ 101 3413 5277  676 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",174.5,2,1,53,0,0
160,249,0,428,437,0.806,"['[ 101 1266  776 2356 ...    0    0    0    0]', '[ 101 3413  100  831 ...    0    0    0    0]', '[ 101 1946 2110 7032 ...    0    0    0    0]', '[ 101 2339  868  831 ...    0    0    0    0]', '[ 101 6369 5050 3322 ...    0    0    0    0]', '[ 101 6395 1171 6598 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",12,5,2,32,0,0
161,251,0,561,0,0.876,"['[ 101 7674 2237  740 ...    0    0    0    0]', '[ 101  868 1501  100 ...    0    0    0    0]', '[ 101  671 5023 1946 ...    0    0    0    0]', '[ 101  753 5023 1946 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101  831 4899 2110 ...    0    0    0    0]', '[ 101 2456 6863 5688 ...    0    0    0    0]', '[ 101 5686 3318 2600 ...    0    0    0    0]', '[ 101 1092 3124 6378 ...    0    0    0    0]', '[ 101 2207 4408  712 ...    0    0    0    0]', '[ 101 4408 7270 5470 ...    0    0    0    0]', '[ 101 1158 3173 1158 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0]]",7.714285714,7,9,31,0,0
162,254,0,428,473,0.89,"['[ 101 3264 3309 4777 ...    0    0    0    0]', '[ 101 3413 5277  753 ...    0    0    0    0]', '[ 101 2110  739 1939 ...    0    0    0    0]', '[ 101 2552 4415 1196 ...    0    0    0    0]', '[ 101  831 4899 2562 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101  872  833 1044 ...    0    0    0    0]', '[ 101  872  833 1044 ...    0    0    0    0]', '[ 101  872  833 1044 ...    0    0    0    0]', '[ 101  872  833 1044 ...    0    0    0    0]', '[ 101  872  833 1044 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",4.727272727,11,2,22,0,78.35
163,255,0,451,0,0.92,"['[ 101 8136  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",60,1,1,13,0,0
164,256,0,548,465,0.9625,"['[ 101 3777 1266 1093 ...    0    0    0    0]', '[ 101  676 1962 2110 ...    0    0    0    0]', '[ 101  831 4899 1066 ...    0    0    0    0]', '[ 101  753 5023 1946 ...    0    0    0    0]', '[ 101 4852  833 3833 ...    0    0    0    0]', '[ 101 9160 2399  831 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",48,1,1,13,0,0
165,257,0,474,426,0.8425,"['[ 101  704 1744 7770 ...    0    0    0    0]', '[ 101 3144 2110 2456 ...    0    0    0    0]', '[ 101 3777 1266 1920 ...    0    0    0    0]', '[ 101 3777 1266 1920 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","['[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', '[ 101 8241  102    0 ...    0    0    0    0]', [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]",10,8,1,13,0,0
