profession_id,staff_id,subject_id
3,8001003,95400
3,8001004,95400
3,8001019,95400
3,8001023,95400
3,8001028,95400
3,8001034,95400
3,8001037,95400
3,8001038,95400
3,8001039,95400
3,8001047,95400
3,8001064,95400
3,8001069,95400
3,8010004,120401
3,8010008,120401
3,8014005,130500
3,8014006,130500
3,8014010,130500
3,8014012,130500
3,8014018,130500
3,8014029,130500
3,8014035,130500
3,8014030,135107
4,8015006,30500
4,8015020,30500
4,8011025,50200
4,8011033,50200
4,8011035,50200
4,8002022,71001
4,8001035,71300
4,8001036,71300
4,8001060,71300
4,8001071,71300
4,8003030,80201
4,8005007,82902
4,8005008,82902
4,8005013,82902
4,8005016,82902
4,8005028,82902
4,8005033,82902
4,8005034,82902
4,8005039,82902
4,8005043,82902
4,8005045,82902
4,8005053,82902
4,8005056,82902
4,8005062,82902
4,8005064,82902
4,8005009,82903
4,8005010,82903
4,8005012,82903
4,8005019,82903
4,8005031,82903
4,8005041,82903
4,8005046,82903
4,8005050,82903
4,8005055,82903
4,8005058,82903
4,8005059,82903
4,8005061,82903
4,8003012,0829Z3
4,8003014,0829Z3
4,8003048,0829Z3
4,8013010,83000
4,8013013,83000
4,8013014,83000
4,8013015,83000
4,8013016,83000
4,8013018,83000
4,8013020,83000
4,8013022,83000
4,8013023,83000
4,8013024,83000
4,8013026,83000
4,8013030,83000
4,8002021,83203
4,8002023,83203
4,8002035,83203
4,8013013,85229
4,8013014,85229
4,8013016,85229
4,8013025,85229
4,8013028,85229
4,8002012,90701
4,8002014,90701
4,8002037,90701
4,8002041,90701
4,8001008,90702
4,8001030,90702
4,8001044,90702
4,8001057,90702
4,8001028,90703
4,8001038,90703
4,8001012,90704
4,8001020,90704
4,8001027,90704
4,8001013,90900
4,8001029,90900
4,8001007,95400
4,8001012,95400
4,8001020,95400
4,8001027,95400
4,8001033,95400
4,8001043,95400
4,8001046,95400
4,8001066,95400
4,8001074,95400
4,8001079,95400
4,8007003,120200
4,8007005,120200
4,8007010,120200
4,8014007,130500
4,8014013,130500
4,8014032,130500
5,8011004,50200
5,8011026,50200
5,8011028,50200
5,8002011,71001
5,8002017,71001
5,8002022,71001
5,8002043,71001
5,8002056,71001
5,8005014,82902
5,8005005,82903
5,8005009,82903
5,8005012,82903
5,8005015,82903
5,8005017,82903
5,8005018,82903
5,8005019,82903
5,8005022,82903
5,8005024,82903
5,8005025,82903
5,8005026,82903
5,8005031,82903
5,8005038,82903
5,8005041,82903
5,8005049,82903
5,8005055,82903
5,8005058,82903
5,8005061,82903
5,8013014,85229
5,8013021,85229
5,8013029,85229
5,8001009,95400
5,8001017,95400
5,8001018,95400
5,8001021,95400
5,8001035,95400
5,8001036,95400
5,8001053,95400
5,8001056,95400
5,8001060,95400
5,8001063,95400
5,8001071,95400
5,8001083,95400
5,8001084,95400
5,8014019,130500
5,8014030,130500
6,8011007,50200
6,8011008,50200
6,8011009,50200
6,8011011,50200
6,8011019,50200
6,8011034,50200
6,8005008,82902
6,8005027,82902
6,8005030,82902
6,8005042,82902
6,8005043,82902
6,8005044,82902
6,8005047,82902
6,8005048,82902
6,8005057,82902
6,8005065,82902
6,8001025,95400
6,8001032,95400
6,8001052,95400
6,8001054,95400
6,8001061,95400
6,8001065,95400
6,8001070,95400
6,8001080,95400
7,8005032,82902
7,8005033,82902
7,8005042,82902
7,8005045,82902
