university_id,university_name,is985,is211,freetest_qualified,SSDM,SSDMC
13302,哈尔滨传媒职业学院,,,,23,黑龙江省
13303,哈尔滨剑桥学院,,,,23,黑龙江省
13304,黑龙江工程学院昆仑旅游学院,,,,23,黑龙江省
13306,哈尔滨广厦学院,,,,23,黑龙江省
13307,哈尔滨华德学院,,,,23,黑龙江省
13316,山东胜利职业学院,,,,37,山东省
13317,山东经贸职业学院,,,,37,山东省
13318,山东工业职业学院,,,,37,山东省
13319,山东化工职业学院,,,,37,山东省
13320,青岛黄海学院,,,,37,山东省
13321,青岛求实职业技术学院,,,,37,山东省
13322,山东现代职业学院,,,,37,山东省
13323,济南职业学院,,,,37,山东省
13324,山东协和学院,,,,37,山东省
13325,宁夏大学新华学院,,,,64,宁夏回族自治区
13326,云南大学滇池学院,,,,53,云南省
13328,云南大学旅游文化学院,,,,53,云南省
13329,昆明理工大学津桥学院,,,,53,云南省
13330,云南师范大学商学院,,,,53,云南省
13331,云南师范大学文理学院,,,,53,云南省
13332,昆明医科大学海源学院,,,,53,云南省
13333,云南艺术学院文华学院,,,,53,云南省
13336,安徽电气工程职业技术学院,,,,34,安徽省
13337,安徽冶金科技职业学院,,,,34,安徽省
13338,安徽城市管理职业学院,,,,34,安徽省
13339,安徽机电职业技术学院,,,,34,安徽省
13340,安徽工商职业学院,,,,34,安徽省
13341,安徽中澳科技职业学院,,,,34,安徽省
13342,阜阳科技职业学院,,,,34,安徽省
13343,亳州职业技术学院,,,,34,安徽省
13344,安徽国防科技职业学院,,,,34,安徽省
13345,安庆职业技术学院,,,,34,安徽省
13346,安徽艺术职业学院,,,,34,安徽省
13355,烟台工程职业技术学院,,,,37,山东省
13356,山东凯文科技职业学院,,,,37,山东省
13359,烟台大学文经学院,,,,37,山东省
13373,聊城大学东昌学院,,,,37,山东省
13378,青岛理工大学琴岛学院,,,,37,山东省
13379,山东师范大学历山学院,,,,37,山东省
13383,山东财经大学燕山学院,,,,37,山东省
13386,中国石油大学胜利学院,,,,37,山东省
13387,山东外国语职业学院,,,,37,山东省
13388,潍坊工商职业学院,,,,37,山东省
13389,德州职业技术学院,,,,37,山东省
13390,枣庄科技职业学院,,,,37,山东省
13391,河北科技学院,,,,13,河北省
13392,保定电力职业技术学院,,,,13,河北省
13393,河北机电职业技术学院,,,,13,河北省
13394,渤海石油职业学院,,,,13,河北省
13395,廊坊职业技术学院,,,,13,河北省
13396,唐山科技职业技术学院,,,,13,河北省
13397,石家庄邮电职业技术学院,,,,13,河北省
13398,河北公安警察职业学院,,,,13,河北省
13399,石家庄工商职业学院,,,,13,河北省
13400,石家庄理工职业学院,,,,13,河北省
13401,石家庄医学高等专科学校,,,,13,河北省
13402,河北外国语学院,,,,13,河北省
13403,石家庄科技信息职业学院,,,,13,河北省
13404,河北大学工商学院,,,,13,河北省
13408,河北联合大学轻工学院,,,,13,河北省
13409,河北科技大学理工学院,,,,13,河北省
13411,河北师范大学汇华学院,,,,13,河北省
13414,河北经贸大学经济管理学院,,,,13,河北省
13415,河北医科大学临床学院,,,,13,河北省
13417,华北电力大学科技学院,,,,13,河北省
13418,江西服装学院,,,,36,江西省
13419,江西科技职业学院,,,,36,江西省
13420,南昌职业学院,,,,36,江西省
13421,南昌工学院,,,,36,江西省
13422,江西外语外贸职业学院,,,,36,江西省
13423,江西工业贸易职业技术学院,,,,36,江西省
13424,宜春职业技术学院,,,,36,江西省
13425,江西应用工程职业学院,,,,36,江西省
13426,江西生物科技职业学院,,,,36,江西省
13427,江西建设职业技术学院,,,,36,江西省
13428,抚州职业技术学院,,,,36,江西省
13429,南昌大学科学技术学院,,,,36,江西省
13430,南昌大学共青学院,,,,36,江西省
13431,华东交通大学理工学院,,,,36,江西省
13432,东华理工大学长江学院,,,,36,江西省
13433,南昌航空大学科技学院,,,,36,江西省
13434,江西理工大学应用科学学院,,,,36,江西省
13435,景德镇陶瓷学院科技艺术学院,,,,36,江西省
13436,江西农业大学南昌商学院,,,,36,江西省
13437,江西中医药大学科技学院,,,,36,江西省
13438,江西师范大学科学技术学院,,,,36,江西省
13439,赣南师范学院科技学院,,,,36,江西省
13440,江西科技师范大学理工学院,,,,36,江西省
13441,江西财经大学现代经济管理学院,,,,36,江西省
13447,黑龙江生物科技职业学院,,,,23,黑龙江省
13448,黑龙江商业职业学院,,,,23,黑龙江省
13449,黑龙江公安警官职业学院,,,,23,黑龙江省
13450,黑龙江信息技术职业学院,,,,23,黑龙江省
13451,哈尔滨江南职业技术学院,,,,23,黑龙江省
13452,黑龙江农垦林业职业技术学院,,,,23,黑龙江省
13453,黑龙江农垦科技职业学院,,,,23,黑龙江省
13468,福州大学阳光学院,,,,35,福建省
13469,厦门大学嘉庚学院,,,,35,福建省
13470,福州大学至诚学院,,,,35,福建省
13471,集美大学诚毅学院,,,,35,福建省
13472,福建师范大学协和学院,,,,35,福建省
13497,郑州经贸职业学院,,,,41,河南省
13498,郑州交通职业学院,,,,41,河南省
13499,河南检察职业学院,,,,41,河南省
13500,商丘工学院,,,,41,河南省
13501,河南大学民生学院,,,,41,河南省
13502,河南师范大学新联学院,,,,41,河南省
13503,信阳师范学院华锐学院,,,,41,河南省
13504,安阳师范学院人文管理学院,,,,41,河南省
13505,新乡医学院三全学院,,,,41,河南省
13506,河南科技学院新科学院,,,,41,河南省
13507,河南理工大学万方科技学院,,,,41,河南省
13508,中原工学院信息商务学院,,,,41,河南省
13510,西北师范大学知行学院,,,,62,甘肃省
13511,兰州商学院陇桥学院,,,,62,甘肃省
13512,兰州商学院长青学院,,,,62,甘肃省
13514,兰州交通大学博文学院,,,,62,甘肃省
13515,兰州理工大学技术工程学院,,,,62,甘肃省
13518,武威职业学院,,,,62,甘肃省
13519,甘肃交通职业技术学院,,,,62,甘肃省
13520,广西警官高等专科学校,,,,45,广西壮族自治区
13521,贵港职业学院,,,,45,广西壮族自治区
13522,广西现代职业技术学院,,,,45,广西壮族自治区
13523,北海职业学院,,,,45,广西壮族自治区
13524,北海艺术设计职业学院,,,,45,广西壮族自治区
13525,北海宏源足球职业学院,,,,45,广西壮族自治区
13526,桂林山水职业学院,,,,45,广西壮族自治区
13528,山西职业技术学院,,,,14,山西省
13529,山西煤炭职业技术学院,,,,14,山西省
13530,山西金融职业学院,,,,14,山西省
13532,太原城市职业技术学院,,,,14,山西省
13533,山西大学商务学院,,,,14,山西省
13534,太原理工大学现代科技学院,,,,14,山西省
13535,山西农业大学信息学院,,,,14,山西省
13537,山西师范大学现代文理学院,,,,14,山西省
13538,中北大学信息商务学院,,,,14,山西省
13541,山西信息职业技术学院,,,,14,山西省
13548,重庆人文科技学院,,,,50,重庆市
13558,新疆大学科学技术学院,,,,65,新疆维吾尔自治区
13559,新疆农业大学科学技术学院,,,,65,新疆维吾尔自治区
13560,新疆医科大学厚博学院,,,,65,新疆维吾尔自治区
13561,新疆财经大学商务学院,,,,65,新疆维吾尔自治区
13562,新疆建设职业技术学院,,,,65,新疆维吾尔自治区
13563,新疆兵团警官高等专科学校,,,,65,新疆维吾尔自治区
13564,河南质量工程职业学院,,,,41,河南省
13565,郑州信息科技职业学院,,,,41,河南省
13566,陕西铁路工程职业技术学院,,,,61,陕西省
13567,宝鸡职业技术学院,,,,61,陕西省
13568,陕西航空职业技术学院,,,,61,陕西省
13569,西安科技商贸职业学院,,,,61,陕西省
13570,陕西电子信息职业技术学院,,,,61,陕西省
13571,无锡太湖学院,,,,32,江苏省
13573,金陵科技学院,,,,32,江苏省
13575,海南软件职业技术学院,,,,46,海南省
13576,海南政法职业学院,,,,46,海南省
13577,海南外国语职业学院,,,,46,海南省
13578,河北工程大学科信学院,,,,13,河北省
13579,中国矿业大学徐海学院,,,,32,江苏省
13582,辽宁科技大学信息技术学院,,,,21,辽宁省
13583,辽宁石油化工大学顺华能源学院,,,,21,辽宁省
13584,河北工业大学城市学院,,,,13,河北省
13588,四川外语学院重庆南方翻译学院,,,,50,重庆市
13589,重庆师范大学涉外商贸学院,,,,50,重庆市
13590,重庆工商大学融智学院,,,,50,重庆市
13591,重庆工商大学派斯学院,,,,50,重庆市
13592,燕山大学里仁学院,,,,13,河北省
13593,石家庄铁道大学四方学院,,,,13,河北省
13594,石家庄经济学院华信学院,,,,13,河北省
13595,河北农业大学现代科技学院,,,,13,河北省
13596,河北联合大学冀唐学院,,,,13,河北省
13597,太原科技大学华科学院,,,,14,山西省
13598,山西医科大学晋祠学院,,,,14,山西省
13599,大连艺术学院,,,,21,辽宁省
13600,长春光华学院,,,,22,吉林省
13601,长春工业大学人文信息学院,,,,22,吉林省
13602,长春理工大学光电信息学院,,,,22,吉林省
13603,吉林财经大学信息经济学院,,,,22,吉林省
13604,吉林建筑大学城建学院,,,,22,吉林省
13605,长春建筑学院,,,,22,吉林省
13606,长春科技学院,,,,22,吉林省
13607,吉林动画学院,,,,22,吉林省
13608,山西财经大学华商学院,,,,14,山西省
13609,辽宁中医药大学杏林学院,,,,21,辽宁省
13610,辽宁何氏医学院,,,,21,辽宁省
13611,安徽财经大学商学院,,,,34,安徽省
13612,安徽大学江淮学院,,,,34,安徽省
13613,安徽工程大学机电学院,,,,34,安徽省
13614,安徽工业大学工商学院,,,,34,安徽省
13615,安徽建筑大学城市建设学院,,,,34,安徽省
13616,安徽农业大学经济技术学院,,,,34,安徽省
13617,安徽师范大学皖江学院,,,,34,安徽省
13618,安徽医科大学临床医学院,,,,34,安徽省
13619,阜阳师范学院信息工程学院,,,,34,安徽省
13620,淮北师范大学信息学院,,,,34,安徽省
13621,沈阳化工大学科亚学院,,,,21,辽宁省
13622,吉林师范大学博达学院,,,,22,吉林省
13623,长春大学旅游学院,,,,22,吉林省
13624,山东科技大学泰山科技学院,,,,37,山东省
13627,重庆邮电大学移通学院,,,,50,重庆市
13628,石河子大学科技学院,,,,65,新疆维吾尔自治区
13629,首都师范大学科德学院,,,,11,北京市
13630,北京工商大学嘉华学院,,,,11,北京市
13631,大连东软信息学院,,,,21,辽宁省
13632,上海视觉艺术学院,,,,31,上海市
13633,复旦大学太平洋金融学院,,,,31,上海市
13634,中南财经政法大学武汉学院,,,,42,湖北省
13635,长沙理工大学城南学院,,,,43,湖南省
13636,上海外国语大学贤达经济人文学院,,,,31,上海市
13637,温州大学城市学院,,,,33,浙江省
13638,广西大学行健文理学院,,,,45,广西壮族自治区
13639,广西科技大学鹿山学院,,,,45,广西壮族自治区
13640,广西民族大学相思湖学院,,,,45,广西壮族自治区
13641,广西师范大学漓江学院,,,,45,广西壮族自治区
13642,广西师范学院师园学院,,,,45,广西壮族自治区
13643,广西中医药大学赛恩斯新医药学院,,,,45,广西壮族自治区
13644,桂林电子科技大学信息科技学院,,,,45,广西壮族自治区
13645,桂林理工大学博文管理学院,,,,45,广西壮族自治区
13646,南京大学金陵学院,,,,32,江苏省
13647,贵阳中医学院时珍学院,,,,52,贵州省
13648,贵州财经大学商务学院,,,,52,贵州省
13649,贵州大学科技学院,,,,52,贵州省
13650,贵州大学明德学院,,,,52,贵州省
13651,贵州民族大学人文科技学院,,,,52,贵州省
13652,贵州师范大学求是学院,,,,52,贵州省
13653,遵义医学院医学与科技学院,,,,52,贵州省
13654,南京理工大学紫金学院,,,,32,江苏省
13655,南京航空航天大学金城学院,,,,32,江苏省
13656,广东工业大学华立学院,,,,44,广东省
13657,广州大学松田学院,,,,44,广东省
13658,天津外国语大学滨海外事学院,,,,12,天津市
13659,天津体育学院运动与文化艺术学院,,,,12,天津市
13660,天津商业大学宝德学院,,,,12,天津市
13661,天津医科大学临床医学院,,,,12,天津市
13662,东北师范大学人文学院,,,,22,吉林省
13663,南开大学滨海学院,,,,12,天津市
13664,中国地质大学江城学院,,,,42,湖北省
13665,电子科技大学成都学院,,,,51,四川省
13666,武汉理工大学华夏学院,,,,42,湖北省
13667,华南师范大学增城学院,,,,44,广东省
13668,成都理工大学工程技术学院,,,,51,四川省
13669,四川传媒学院,,,,51,四川省
13670,成都信息工程学院银杏酒店管理学院,,,,51,四川省
13671,四川师范大学文理学院,,,,51,四川省
13672,四川师范大学成都学院,,,,51,四川省
13673,四川外语学院成都学院,,,,51,四川省
13674,青海大学昆仑学院,,,,63,青海省
13675,北京理工大学珠海学院,,,,44,广东省
13676,贵阳医学院神奇民族医药学院,,,,52,贵州省
13677,西安交通大学城市学院,,,,61,陕西省
13678,西北大学现代学院,,,,61,陕西省
13679,西安建筑科技大学华清学院,,,,61,陕西省
13680,西安财经学院行知学院,,,,61,陕西省
13681,陕西科技大学镐京学院,,,,61,陕西省
13682,西安工业大学北方信息工程学院,,,,61,陕西省
13683,延安大学西安创新学院,,,,61,陕西省
13684,吉林大学珠海学院,,,,44,广东省
13685,西安电子科技大学长安学院,,,,61,陕西省
13686,华中师范大学武汉传媒学院,,,,42,湖北省
13687,中国传媒大学南广学院,,,,32,江苏省
13688,浙江邮电职业技术学院,,,,33,浙江省
13690,河北司法警官职业学院,,,,13,河北省
13691,山西工商学院,,,,14,山西省
13692,山西体育职业学院,,,,14,山西省
13693,山西警官职业学院,,,,14,山西省
13694,山西国际商务职业学院,,,,14,山西省
13695,潞安职业技术学院,,,,14,山西省
13696,太原旅游职业学院,,,,14,山西省
13697,山西旅游职业学院,,,,14,山西省
13698,山西管理职业学院,,,,14,山西省
13699,乌兰察布职业学院,,,,15,内蒙古自治区
13700,天津冶金职业技术学院,,,,12,天津市
13701,天津石油职业技术学院,,,,12,天津市
13702,天津城市职业学院,,,,12,天津市
13703,北京科技职业学院,,,,11,北京市
13705,成都医学院 ,,,1,51,四川省
13706,吉林医药学院,,,,22,吉林省
13707,广东文艺职业学院,,,,44,广东省
13708,广州体育职业技术学院,,,,44,广东省
13709,广州工程技术职业学院,,,,44,广东省
13710,中山火炬职业技术学院,,,,44,广东省
13711,江门职业技术学院,,,,44,广东省
13712,茂名职业技术学院,,,,44,广东省
13713,珠海城市职业技术学院,,,,44,广东省
13714,广州工商职业技术学院,,,,44,广东省
13715,广州涉外经济职业技术学院,,,,44,广东省
13716,广州南洋理工职业学院,,,,44,广东省
13717,广州科技职业技术学院,,,,44,广东省
13718,惠州经济职业技术学院,,,,44,广东省
13719,广东科技学院,,,,44,广东省
13720,肇庆科技职业技术学院,,,,44,广东省
13721,肇庆工商职业技术学院,,,,44,广东省
13726,新疆现代职业技术学院,,,,65,新疆维吾尔自治区
13727,新疆天山职业技术学院,,,,65,新疆维吾尔自治区
13728,北京培黎职业学院,,,,11,北京市
13729,黑龙江旅游职业技术学院,,,,23,黑龙江省
13730,黑龙江三江美术职业学院,,,,23,黑龙江省
13731,黑龙江生态工程职业学院,,,,23,黑龙江省
13732,黑龙江煤炭职业技术学院,,,,23,黑龙江省
13733,福建警官职业学院,,,,35,福建省
13734,重庆城市职业学院,,,,50,重庆市
13735,重庆水利电力职业技术学院,,,,50,重庆市
13736,陕西邮电职业技术学院,,,,61,陕西省
13737,西安海棠职业学院,,,,61,陕西省
13738,西安汽车科技职业学院,,,,61,陕西省
13739,西安东方亚太职业技术学院,,,,61,陕西省
13740,通辽职业学院,,,,15,内蒙古自治区
13741,科尔沁艺术职业学院,,,,15,内蒙古自治区
13742,宁波卫生职业技术学院,,,,33,浙江省
13743,白城医学高等专科学校,,,,22,吉林省
13744,黑河学院,,,,23,黑龙江省
13745,山西电力职业技术学院,,,,14,山西省
13746,台州科技职业学院,,,,33,浙江省
13747,上海电影艺术职业学院,,,,31,上海市
13748,无锡城市职业技术学院,,,,32,江苏省
13749,无锡工艺职业技术学院,,,,32,江苏省
13750,金山职业技术学院,,,,32,江苏省
13751,健雄职业技术学院,,,,32,江苏省
13752,盐城工业职业技术学院,,,,32,江苏省
13753,江苏财经职业技术学院,,,,32,江苏省
13754,扬州工业职业技术学院,,,,32,江苏省
13755,云南热带作物职业学院,,,,53,云南省
13756,云南国防工业职业技术学院,,,,53,云南省
13757,云南机电职业技术学院,,,,53,云南省
13758,云南林业职业技术学院,,,,53,云南省
13759,云南城市建设职业学院,,,,53,云南省
13760,马鞍山师范高等专科学校,,,,34,安徽省
13761,云南工程职业学院,,,,53,云南省
13762,福州外语外贸学院,,,,35,福建省
13763,福建江夏学院,,,,35,福建省
13764,闽北职业技术学院,,,,35,福建省
13765,福州黎明职业技术学院,,,,35,福建省
13766,泉州信息职业技术学院,,,,35,福建省
13767,厦门演艺职业学院,,,,35,福建省
13768,厦门华天涉外职业技术学院,,,,35,福建省
13769,福州科技职业技术学院,,,,35,福建省
13770,泉州经贸职业技术学院,,,,35,福建省
13771,福建对外经济贸易职业技术学院,,,,35,福建省
13772,湄洲湾职业技术学院,,,,35,福建省
13773,福州海峡职业技术学院,,,,35,福建省
13774,南昌师范高等专科学校,,,,36,江西省
13775,江西中医药高等专科学校,,,,36,江西省
13776,江西先锋软件职业技术学院,,,,36,江西省
13777,淄博师范高等专科学校,,,,37,山东省
13778,山东中医药高等专科学校,,,,37,山东省
13779,沧州医学高等专科学校,,,,13,河北省
13780,漯河医学高等专科学校,,,,41,河南省
13781,南阳医学高等专科学校,,,,41,河南省
13782,商丘医学高等专科学校,,,,41,河南省
13783,郑州电子信息职业技术学院,,,,41,河南省
13784,信阳职业技术学院,,,,41,河南省
13785,嵩山少林武术职业学院,,,,41,河南省
13786,郑州工业安全职业学院,,,,41,河南省
13787,永城职业学院,,,,41,河南省
13788,河南经贸职业学院,,,,41,河南省
13789,河南交通职业技术学院,,,,41,河南省
13790,河南农业职业学院,,,,41,河南省
13791,郑州旅游职业学院,,,,41,河南省
13792,郑州职业技术学院,,,,41,河南省
13793,江汉艺术职业学院,,,,42,湖北省
13795,武汉工业职业技术学院,,,,42,湖北省
13796,武汉民政职业学院,,,,42,湖北省
13797,鄂东职业技术学院,,,,42,湖北省
13798,湖北财税职业学院,,,,42,湖北省
13799,黄冈科技职业学院,,,,42,湖北省
13800,湖北国土资源职业学院,,,,42,湖北省
13801,湖北生态工程职业技术学院,,,,42,湖北省
13802,湖南中医药高等专科学校,,,,43,湖南省
13803,邵阳医学高等专科学校,,,,43,湖南省
13804,湖南民族职业学院,,,,43,湖南省
13805,湘西民族职业技术学院,,,,43,湖南省
13806,长沙师范学院,,,,43,湖南省
13807,衡阳财经工业职业技术学院,,,,43,湖南省
13808,益阳职业技术学院,,,,43,湖南省
13809,湖南同德职业学院,,,,43,湖南省
13810,肇庆医学高等专科学校,,,,44,广东省
13811,琼台师范高等专科学校,,,,46,海南省
13812,四川商务职业学院,,,,51,四川省
13813,四川司法警官职业学院,,,,51,四川省
13814,广安职业技术学院,,,,51,四川省
13815,四川信息职业技术学院,,,,51,四川省
13816,四川工业管理职业学院,,,,51,四川省
13817,黔西南民族职业技术学院,,,,52,贵州省
13818,贵州轻工职业技术学院,,,,52,贵州省
13819,陕西警官职业学院,,,,61,陕西省
13820,银川能源学院,,,,64,宁夏回族自治区
13821,忻州职业技术学院,,,,14,山西省
13822,河北女子职业技术学院,,,,13,河北省
13824,内蒙古交通职业技术学院,,,,15,内蒙古自治区
13826,北京锡华国际经贸职业学院,,,,11,北京市
13827,广西经贸职业技术学院,,,,45,广西壮族自治区
13828,广西工商职业技术学院,,,,45,广西壮族自治区
13829,广西演艺职业学院,,,,45,广西壮族自治区
13830,广西外国语学院,,,,45,广西壮族自治区
13831,广西电力职业技术学院,,,,45,广西壮族自治区
13836,湖南信息科学职业学院,,,,43,湖南省
13842,南京理工大学泰州科技学院,,,,32,江苏省
13843,南京师范大学泰州学院,,,,32,江苏省
13844,东莞理工学院城市学院,,,,44,广东省
13845,安徽财贸职业学院,,,,34,安徽省
13846,安徽国际商务职业学院,,,,34,安徽省
13847,安徽公安职业学院,,,,34,安徽省
13848,安徽林业职业技术学院,,,,34,安徽省
13849,安徽审计职业学院,,,,34,安徽省
13850,安徽新闻出版职业技术学院,,,,34,安徽省
13851,安徽邮电职业技术学院,,,,34,安徽省
13852,安徽工业职业技术学院,,,,34,安徽省
13853,浙江国际海运职业技术学院,,,,33,浙江省
13854,浙江体育职业技术学院,,,,33,浙江省
13855,济南工程职业技术学院,,,,37,山东省
13856,山东电子职业技术学院,,,,37,山东省
13857,山东华宇职业技术学院,,,,37,山东省
13858,山东旅游职业学院,,,,37,山东省
13859,山东铝业职业学院,,,,37,山东省
13860,山东杏林科技职业学院,,,,37,山东省
13861,泰山职业技术学院,,,,37,山东省
13862,山西同文职业技术学院,,,,14,山西省
13863,天津铁道职业技术学院,,,,12,天津市
13864,包头钢铁职业技术学院,,,,15,内蒙古自治区
13866,江西经济管理职业学院,,,,36,江西省
13867,江西制造职业技术学院,,,,36,江西省
13868,江西工程职业学院,,,,36,江西省
13869,江西青年职业学院,,,,36,江西省
13870,上饶职业技术学院,,,,36,江西省
13871,江西航空职业技术学院,,,,36,江西省
13872,江西农业工程职业学院,,,,36,江西省
13873,赣西科技职业学院,,,,36,江西省
13874,山东外事翻译职业学院,,,,37,山东省
13875,海南经贸职业技术学院,,,,46,海南省
13876,海南工商职业学院,,,,46,海南省
13885,河南信息统计职业学院,,,,41,河南省
13889,河南林业职业学院,,,,41,河南省
13890,北京航空航天大学北海学院,,,,45,广西壮族自治区
13891,中国地质大学长城学院,,,,13,河北省
13892,三亚学院,,,,46,海南省
13893,上海师范大学天华学院,,,,31,上海市
13894,西北工业大学明德学院,,,,61,陕西省
13895,燕京理工学院,,,,13,河北省
13896,天津师范大学津沽学院,,,,12,天津市
13897,天津理工大学中环信息学院,,,,12,天津市
13898,北京科技大学天津学院,,,,12,天津市
13899,北京中医药大学东方学院,,,,13,河北省
13900,辽宁财贸学院,,,,21,辽宁省
13901,北京邮电大学世纪学院,,,,11,北京市
13902,中山大学新华学院,,,,44,广东省
13903,四川大学锦城学院,,,,51,四川省
13904,北京工业大学耿丹学院,,,,11,北京市
13905,南京工业大学浦江学院,,,,32,江苏省
13906,南京师范大学中北学院,,,,32,江苏省
13907,上海中华职业技术学院,,,,31,上海市
13909,云南工商学院,,,,53,云南省
13911,天津工艺美术职业学院,,,,12,天津市
13912,广州现代信息工程职业技术学院,,,,44,广东省
13913,晋中职业技术学院,,,,14,山西省
13914,山西华澳商贸职业学院,,,,14,山西省
13915,乌海职业技术学院,,,,15,内蒙古自治区
13916,长春信息技术职业学院,,,,22,吉林省
13917,松原职业技术学院,,,,22,吉林省
13918,七台河职业学院,,,,23,黑龙江省
13919,广东理工职业学院,,,,44,广东省
13920,广西城市职业学院,,,,45,广西壮族自治区
13921,湖南工艺美术职业学院,,,,43,湖南省
13922,湖南九嶷职业技术学院,,,,43,湖南省
13923,湖南理工职业技术学院,,,,43,湖南省
13924,湖南科技经贸职业学院,,,,43,湖南省
13925,湖南软件职业学院,,,,43,湖南省
13926,新疆交通职业技术学院,,,,65,新疆维吾尔自治区
13927,广州华南商贸职业学院,,,,44,广东省
13928,广州华立科技职业学院,,,,44,广东省
13929,广州城市职业学院,,,,44,广东省
13930,广东工程职业技术学院,,,,44,广东省
13931,三亚航空旅游职业学院,,,,46,海南省
13932,陕西经济管理职业技术学院,,,,61,陕西省
13933,兰州资源环境职业技术学院,,,,62,甘肃省
13934,山西运城农业职业技术学院,,,,14,山西省
13935,黑龙江民族职业学院,,,,23,黑龙江省
13936,河南工业贸易职业学院,,,,41,河南省
13937,株洲职业技术学院,,,,43,湖南省
13938,长沙电力职业技术学院,,,,43,湖南省
13939,湖南水利水电职业技术学院,,,,43,湖南省
13940,湖南现代物流职业技术学院,,,,43,湖南省
13941,湖南高速铁路职业技术学院,,,,43,湖南省
13942,湖南铁路科技职业技术学院,,,,43,湖南省
13943,广州铁路职业技术学院,,,,44,广东省
13945,西安铁路职业技术学院,,,,61,陕西省
13946,咸阳职业技术学院,,,,61,陕西省
13947,西安职业技术学院,,,,61,陕西省
13948,商洛职业技术学院,,,,61,陕西省
13949,汉中职业技术学院,,,,61,陕西省
13950,延安职业技术学院,,,,61,陕西省
13951,渭南职业技术学院,,,,61,陕西省
13952,安康职业技术学院,,,,61,陕西省
13953,铜川职业技术学院,,,,61,陕西省
13954,甘肃农业职业技术学院,,,,62,甘肃省
13955,甘肃畜牧工程职业技术学院,,,,62,甘肃省
13956,新疆石河子职业技术学院,,,,65,新疆维吾尔自治区
13957,辽宁美术职业学院,,,,21,辽宁省
13958,大连软件职业学院,,,,21,辽宁省
13959,大连翻译职业学院,,,,21,辽宁省
13960,辽宁商贸职业学院,,,,21,辽宁省
13961,大连枫叶职业技术学院,,,,21,辽宁省
13962,苏州港大思培科技职业学院,,,,32,江苏省
13963,昆山登云科技职业学院,,,,32,江苏省
13964,南京视觉艺术职业学院,,,,32,江苏省
13965,江西护理职业技术学院,,,,36,江西省
13966,山东药品食品职业学院,,,,37,山东省
13967,重庆工商职业学院,,,,50,重庆市
13968,重庆民生职业技术学院,,,,50,重庆市
13969,福建生物工程职业技术学院,,,,35,福建省
13970,福建艺术职业学院,,,,35,福建省
13972,福建幼儿师范高等专科学校,,,,35,福建省
13973,厦门城市职业学院,,,,35,福建省
13975,泉州工艺美术职业学院,,,,35,福建省
13976,三明职业技术学院,,,,35,福建省
13977,宁德职业技术学院,,,,35,福建省
13978,福州软件职业技术学院,,,,35,福建省
13979,厦门兴才职业技术学院,,,,35,福建省
13980,南京医科大学康达学院,,,,32,江苏省
13981,南京中医药大学翰林学院,,,,32,江苏省
13982,南京信息工程大学滨江学院,,,,32,江苏省
13983,苏州大学文正学院,,,,32,江苏省
13984,苏州大学应用技术学院,,,,32,江苏省
13985,苏州科技学院天平学院,,,,32,江苏省
13986,江苏大学京江学院,,,,32,江苏省
13987,扬州大学广陵学院,,,,32,江苏省
13988,江苏师范大学科文学院,,,,32,江苏省
13989,南京邮电大学通达学院,,,,32,江苏省
13990,南京财经大学红山学院,,,,32,江苏省
13991,江苏科技大学苏州理工学院,,,,32,江苏省
13992,常州大学怀德学院,,,,32,江苏省
13993,南通大学杏林学院,,,,32,江苏省
13994,南京审计学院金审学院,,,,32,江苏省
13995,青岛工学院,,,,37,山东省
13997,青岛农业大学海都学院,,,,37,山东省
13998,曲阜师范大学杏坛学院,,,,37,山东省
13999,山东财经大学东方学院,,,,37,山东省
14000,江苏城市职业学院,,,,32,江苏省
14001,南京城市职业学院,,,,32,江苏省
14002,济南大学泉城学院,,,,37,山东省
14003,商丘学院,,,,41,河南省
14004,四川文化传媒职业学院,,,,51,四川省
14005,四川华新现代职业学院,,,,51,四川省
14006,四川管理职业学院,,,,51,四川省
14007,四川艺术职业学院,,,,51,四川省
14008,重庆三峡医药高等专科学校,,,,50,重庆市
14009,重庆医药高等专科学校,,,,50,重庆市
14010,四川中医药高等专科学校,,,,51,四川省
14011,遵义医药高等专科学校,,,,52,贵州省
14012,曲靖医学高等专科学校,,,,53,云南省
14013,楚雄医药高等专科学校,,,,53,云南省
14014,保山中医药高等专科学校,,,,53,云南省
14015,丽江师范高等专科学校,,,,53,云南省
14016,德宏师范高等专科学校,,,,53,云南省
14017,大庆医学高等专科学校,,,,23,黑龙江省
14020,天津城市建设管理职业技术学院,,,,12,天津市
14021,天津生物工程职业技术学院,,,,12,天津市
14022,天津海运职业学院,,,,12,天津市
14025,湖南安全技术职业学院,,,,43,湖南省
14026,广西英华国际职业学院,,,,45,广西壮族自治区
14029,陕西工商职业学院,,,,61,陕西省
14030,陕西电子科技职业学院,,,,61,陕西省
14031,陕西旅游烹饪职业学院,,,,61,陕西省
14032,云南新兴职业学院,,,,53,云南省
14033,上海医药高等专科学校,,,,31,上海市
14034,长安大学兴华学院,,,,61,陕西省
14035,华中农业大学楚天学院,,,,42,湖北省
14036,同济大学同科学院,,,,31,上海市
14037,西南财经大学天府学院,,,,51,四川省
14038,天津大学仁爱学院,,,,12,天津市
14039,四川大学锦江学院,,,,51,四川省
14040,郑州成功财经学院,,,,41,河南省
14041,西安理工大学高科学院,,,,61,陕西省
