uid,status,subject,professor,college,school,remarks,subject_re,college_re,school_re,remark_re,create_at,update_at,live_check_status,live_check_staff
325,8,0,0,0,0,,0,0,0,,2019/9/16 16:18,2019/9/28 13:40,1,8007001
326,2,0,0,0,0,,0,0,0,,2019/9/16 16:24,2019/9/16 16:24,13,
328,2,0,0,0,0,,0,0,0,,2019/9/16 16:26,2019/9/16 16:26,13,
329,2,0,0,0,0,,0,0,0,,2019/9/16 16:31,2019/9/16 16:31,13,
330,2,0,0,0,0,,0,0,0,,2019/9/16 16:42,2019/9/16 16:42,13,
331,2,0,0,0,0,,0,0,0,,2019/9/16 16:45,2019/9/16 16:45,13,
332,10,0,0,0,0,,0,0,0,,2019/9/16 16:47,2019/10/12 8:36,1,8005001
333,-4,0,0,0,0,,0,0,0,,2019/9/16 16:53,2019/9/26 11:30,13,
334,10,0,0,0,0,,0,0,0,,2019/9/16 16:56,2019/10/8 11:06,13,
335,2,0,0,0,0,,0,0,0,,2019/9/16 17:12,2019/9/16 17:12,13,
336,3,0,0,0,0,,0,0,0,,2019/9/16 17:20,2019/9/17 13:14,13,
337,2,0,0,0,0,,0,0,0,,2019/9/16 17:26,2019/9/16 17:26,13,
338,2,0,0,0,0,,0,0,0,,2019/9/16 18:15,2019/9/16 18:15,13,
340,5,0,0,0,0,,0,0,0,,2019/9/16 19:25,2019/9/25 18:17,13,
341,6,0,0,0,0,,0,0,0,,2019/9/16 21:28,2019/9/27 11:25,1,8007001
342,2,0,0,0,0,,0,0,0,,2019/9/16 21:56,2019/9/16 21:56,13,
343,10,0,0,0,0,,0,0,0,,2019/9/17 7:40,2019/10/11 11:18,1,8013001
344,2,0,0,0,0,,0,0,0,,2019/9/17 8:03,2019/9/17 8:03,13,
346,3,0,0,0,0,,0,0,0,,2019/9/17 8:15,2019/9/20 20:55,13,
347,-3,0,0,0,0,,0,0,0,,2019/9/17 8:26,2019/9/26 12:00,13,
348,10,0,0,0,0,,0,0,0,,2019/9/17 8:33,2019/10/8 8:36,1,
349,-3,0,0,0,0,,0,0,0,,2019/9/17 8:34,2019/9/26 12:00,13,
350,-3,0,0,0,0,,0,0,0,,2019/9/17 9:05,2019/9/26 9:42,13,
351,7,0,0,0,0,,0,0,0,,2019/9/17 9:06,2019/9/27 19:19,13,
352,7,0,0,0,0,,0,0,0,,2019/9/17 9:09,2019/9/27 16:47,1,8013001
353,2,0,0,0,0,,0,0,0,,2019/9/17 9:09,2019/9/17 9:09,13,
354,10,0,0,0,0,,0,0,0,,2019/9/17 9:12,2019/10/8 11:06,13,
355,2,0,0,0,0,,0,0,0,,2019/9/17 9:13,2019/9/17 9:13,13,
356,7,0,0,0,0,,0,0,0,,2019/9/17 9:14,2019/9/29 14:11,1,8014001
357,5,0,0,0,0,,0,0,0,,2019/9/17 9:16,2019/9/26 13:54,13,
358,2,0,0,0,0,,0,0,0,,2019/9/17 9:30,2019/9/17 9:30,13,
359,2,0,0,0,0,,0,0,0,,2019/9/17 9:34,2019/9/17 9:34,13,
360,2,0,0,0,0,,0,0,0,,2019/9/17 9:38,2019/9/17 9:38,13,
361,-5,0,0,0,0,,0,0,0,,2019/9/17 9:39,2019/10/10 15:23,13,
362,-5,0,0,0,0,,0,0,0,,2019/9/17 9:40,2019/10/10 15:23,13,
363,3,0,0,0,0,,0,0,0,,2019/9/17 9:43,2019/9/18 13:14,13,
364,3,0,0,0,0,,0,0,0,,2019/9/17 9:47,2019/9/18 15:24,13,
366,10,0,0,0,0,,0,0,0,,2019/9/17 9:56,2019/10/11 8:12,13,
367,-4,0,0,0,0,,0,0,0,,2019/9/17 10:18,2019/9/26 13:19,13,
368,2,0,0,0,0,,0,0,0,,2019/9/17 10:20,2019/9/17 10:20,13,
369,3,0,0,0,0,,0,0,0,,2019/9/17 10:20,2019/9/18 20:46,13,
370,10,0,0,0,0,,0,0,0,,2019/9/17 10:32,2019/10/17 7:55,1,8007001
371,2,0,0,0,0,,0,0,0,,2019/9/17 10:34,2019/9/17 10:34,13,
372,2,0,0,0,0,,0,0,0,,2019/9/17 11:01,2019/9/17 11:01,13,
373,2,0,0,0,0,,0,0,0,,2019/9/17 11:02,2019/9/17 11:02,13,
374,2,0,0,0,0,,0,0,0,,2019/9/17 11:12,2019/9/17 11:12,13,
375,2,0,0,0,0,,0,0,0,,2019/9/17 11:23,2019/9/17 11:23,13,
376,7,0,0,0,0,,0,0,0,,2019/9/17 11:29,2019/9/27 19:19,13,
377,2,0,0,0,0,,0,0,0,,2019/9/17 11:32,2019/9/17 11:32,13,
378,5,0,0,0,0,,0,0,0,,2019/9/17 11:41,2019/9/25 18:17,13,
379,2,0,0,0,0,,0,0,0,,2019/9/17 11:48,2019/9/24 15:21,13,
380,2,0,0,0,0,,0,0,0,,2019/9/17 11:53,2019/9/17 11:53,13,
381,10,0,0,0,0,,0,0,0,,2019/9/17 12:16,2019/10/11 8:12,1,8007001
382,10,0,0,0,0,,0,0,0,,2019/9/17 12:18,2019/10/12 8:36,1,8005001
383,10,0,0,0,0,,0,0,0,,2019/9/17 12:19,2019/10/17 14:41,13,
384,2,0,0,0,0,,0,0,0,,2019/9/17 12:21,2019/9/17 12:21,13,
386,10,0,0,0,0,,0,0,0,,2019/9/17 12:48,2019/10/12 8:36,1,8005001
387,10,0,0,0,0,,0,0,0,,2019/9/17 12:48,2019/10/8 11:06,13,
389,-4,0,0,0,0,,0,0,0,,2019/9/17 12:56,2019/9/26 16:06,13,
391,5,0,0,0,0,,0,0,0,,2019/9/17 12:58,2019/9/26 11:03,13,
392,-4,0,0,0,0,,0,0,0,,2019/9/17 13:05,2019/9/26 21:30,13,
393,2,0,0,0,0,,0,0,0,,2019/9/17 13:17,2019/9/17 13:17,13,
394,3,0,0,0,0,,0,0,0,,2019/9/17 13:20,2019/9/17 14:01,13,
395,3,0,0,0,0,,0,0,0,,2019/9/17 13:20,2019/9/17 16:02,13,
396,10,0,0,0,0,,0,0,0,,2019/9/17 13:37,2019/10/12 8:36,1,8005001
397,10,0,0,0,0,,0,0,0,,2019/9/17 13:53,2019/9/30 8:01,1,8014001
398,2,0,0,0,0,,0,0,0,,2019/9/17 13:55,2019/9/17 13:55,13,
399,-4,0,0,0,0,,0,0,0,,2019/9/17 13:55,2019/9/24 13:48,13,
400,2,0,0,0,0,,0,0,0,,2019/9/17 13:59,2019/9/17 13:59,13,
401,2,0,0,0,0,,0,0,0,,2019/9/17 14:01,2019/9/17 14:01,13,
402,2,0,0,0,0,,0,0,0,,2019/9/17 14:01,2019/9/17 14:01,13,
403,2,0,0,0,0,,0,0,0,,2019/9/17 14:04,2019/9/17 14:04,13,
404,3,0,0,0,0,,0,0,0,,2019/9/17 14:06,2019/9/17 14:38,13,
405,10,0,0,0,0,,0,0,0,,2019/9/17 14:13,2019/9/30 8:00,1,8014001
406,5,0,0,0,0,,0,0,0,,2019/9/17 14:13,2019/9/20 14:00,13,
407,2,0,0,0,0,,0,0,0,,2019/9/17 14:23,2019/9/24 16:29,1,8009001
408,2,0,0,0,0,,0,0,0,,2019/9/17 14:55,2019/9/17 14:55,13,
409,3,0,0,0,0,,0,0,0,,2019/9/17 15:14,2019/9/21 11:28,13,
410,2,0,0,0,0,,0,0,0,,2019/9/17 15:30,2019/9/17 15:30,13,
411,2,0,0,0,0,,0,0,0,,2019/9/17 15:38,2019/9/24 16:29,1,8009001
412,-5,0,0,0,0,,0,0,0,,2019/9/17 15:55,2019/10/1 16:12,1,
413,10,0,0,0,0,,0,0,0,,2019/9/17 16:09,2019/10/17 8:39,1,8008001
414,10,0,0,0,0,,0,0,0,,2019/9/17 16:16,2019/10/11 8:12,13,
415,-3,0,0,0,0,,0,0,0,,2019/9/17 16:23,2019/9/26 11:09,13,
416,6,0,0,0,0,,0,0,0,,2019/9/17 16:27,2019/9/24 20:52,13,
417,2,0,0,0,0,,0,0,0,,2019/9/17 16:28,2019/9/17 16:28,13,
419,2,0,0,0,0,,0,0,0,,2019/9/17 16:37,2019/9/17 16:37,13,
420,2,0,0,0,0,,0,0,0,,2019/9/17 16:56,2019/9/17 16:56,13,
421,-3,0,0,0,0,,0,0,0,,2019/9/17 17:04,2019/9/26 12:00,13,
423,2,0,0,0,0,,0,0,0,,2019/9/17 17:07,2019/9/17 17:07,13,
424,-3,0,0,0,0,,0,0,0,,2019/9/17 17:10,2019/9/26 12:00,13,
425,3,0,0,0,0,,0,0,0,,2019/9/17 17:12,2019/9/18 20:33,13,
426,10,0,0,0,0,,0,0,0,,2019/9/17 17:12,2019/10/17 7:55,1,8007001
428,10,0,0,0,0,,0,0,0,,2019/9/17 18:18,2019/10/12 8:36,1,8005001
429,6,0,0,0,0,,0,0,0,,2019/9/17 18:36,2019/9/25 11:41,13,
430,6,0,0,0,0,,0,0,0,,2019/9/17 18:49,2019/9/27 11:27,1,8007001
431,10,0,0,0,0,,0,0,0,,2019/9/17 20:47,2019/10/8 8:36,1,8009001
432,6,0,0,0,0,,0,0,0,,2019/9/17 21:24,2019/9/25 9:42,13,
433,10,0,0,0,0,,0,0,0,,2019/9/18 0:46,2019/10/10 10:57,13,
434,3,0,0,0,0,,0,0,0,,2019/9/18 7:57,2019/9/19 20:35,13,
435,3,0,0,0,0,,0,0,0,,2019/9/18 8:20,2019/9/18 12:48,13,
436,3,0,0,0,0,,0,0,0,,2019/9/18 8:22,2019/9/23 9:05,13,
437,3,0,0,0,0,,0,0,0,,2019/9/18 8:27,2019/9/18 9:28,13,
438,2,0,0,0,0,,0,0,0,,2019/9/18 8:44,2019/9/18 8:44,13,
439,8,0,0,0,0,,0,0,0,,2019/9/18 8:45,2019/10/9 10:15,13,
440,3,0,0,0,0,,0,0,0,,2019/9/18 8:54,2019/9/18 9:15,13,
441,2,0,0,0,0,,0,0,0,,2019/9/18 8:56,2019/9/18 8:56,13,
442,10,0,0,0,0,,0,0,0,,2019/9/18 9:02,2019/10/8 8:36,1,8009001
443,2,0,0,0,0,,0,0,0,,2019/9/18 9:02,2019/9/18 9:02,13,
444,10,0,0,0,0,,0,0,0,,2019/9/18 9:03,2019/10/14 13:51,13,
445,-4,0,0,0,0,,0,0,0,,2019/9/18 9:12,2019/9/22 21:41,13,
446,-5,0,0,0,0,,0,0,0,,2019/9/18 9:21,2019/9/29 15:13,13,
447,10,0,0,0,0,,0,0,0,,2019/9/18 9:27,2019/10/8 11:06,13,
448,-3,0,0,0,0,,0,0,0,,2019/9/18 9:28,2019/9/26 13:50,13,
449,3,0,0,0,0,,0,0,0,,2019/9/18 9:30,2019/9/19 11:00,13,
450,2,0,0,0,0,,0,0,0,,2019/9/18 9:30,2019/9/18 9:30,13,
451,10,0,0,0,0,,0,0,0,,2019/9/18 9:36,2019/10/11 8:12,13,
452,2,0,0,0,0,,0,0,0,,2019/9/18 9:48,2019/9/18 9:48,13,
453,3,0,0,0,0,,0,0,0,,2019/9/18 9:50,2019/9/18 11:01,13,
455,-3,0,0,0,0,,0,0,0,,2019/9/18 10:04,2019/9/26 12:00,13,
456,2,0,0,0,0,,0,0,0,,2019/9/18 10:10,2019/9/18 10:10,13,
457,2,0,0,0,0,,0,0,0,,2019/9/18 10:18,2019/9/18 10:18,13,
458,2,0,0,0,0,,0,0,0,,2019/9/18 10:23,2019/9/18 10:23,13,
459,3,0,0,0,0,,0,0,0,,2019/9/18 10:25,2019/9/18 10:47,13,
460,10,0,0,0,0,,0,0,0,,2019/9/18 10:47,2019/10/11 8:12,13,
461,2,0,0,0,0,,0,0,0,,2019/9/18 10:49,2019/9/18 10:49,13,
462,-3,0,0,0,0,,0,0,0,,2019/9/18 10:50,2019/9/26 12:00,13,
463,3,0,0,0,0,,0,0,0,,2019/9/18 10:58,2019/9/19 7:52,13,
464,2,0,0,0,0,,0,0,0,,2019/9/18 11:09,2019/9/18 11:09,13,
465,3,0,0,0,0,,0,0,0,,2019/9/18 11:10,2019/9/20 8:08,13,
466,2,0,0,0,0,,0,0,0,,2019/9/18 11:12,2019/9/18 11:12,13,
467,-3,0,0,0,0,,0,0,0,,2019/9/18 11:28,2019/9/26 12:00,13,
468,3,0,0,0,0,,0,0,0,,2019/9/18 11:32,2019/9/18 12:05,13,
469,3,0,0,0,0,,0,0,0,,2019/9/18 11:37,2019/9/18 12:04,13,
470,3,0,0,0,0,,0,0,0,,2019/9/18 11:57,2019/9/18 13:06,13,
472,10,0,0,0,0,,0,0,0,,2019/9/18 12:20,2019/10/11 11:18,1,8013001
473,-3,0,0,0,0,,0,0,0,,2019/9/18 12:33,2019/9/26 12:00,13,
475,2,0,0,0,0,,0,0,0,,2019/9/18 12:37,2019/9/18 12:37,13,
476,3,0,0,0,0,,0,0,0,,2019/9/18 12:45,2019/9/21 8:24,13,
477,10,0,0,0,0,,0,0,0,,2019/9/18 12:46,2019/10/10 15:42,13,
478,2,0,0,0,0,,0,0,0,,2019/9/18 12:47,2019/9/18 12:47,13,
479,-4,0,0,0,0,,0,0,0,,2019/9/18 12:51,2019/9/26 20:01,13,
480,-4,0,0,0,0,,0,0,0,,2019/9/18 12:54,2019/9/25 12:36,13,
481,3,0,0,0,0,,0,0,0,,2019/9/18 12:58,2019/9/18 14:44,13,
482,2,0,0,0,0,,0,0,0,,2019/9/18 13:05,2019/9/18 13:05,13,
483,2,0,0,0,0,,0,0,0,,2019/9/18 13:16,2019/9/18 13:16,13,
484,2,0,0,0,0,,0,0,0,,2019/9/18 13:26,2019/9/18 13:26,13,
485,5,0,0,0,0,,0,0,0,,2019/9/18 13:27,2019/9/26 11:03,13,
487,-3,0,0,0,0,,0,0,0,,2019/9/18 13:37,2019/9/24 17:01,13,
488,2,0,0,0,0,,0,0,0,,2019/9/18 13:45,2019/9/18 13:45,13,
489,3,0,0,0,0,,0,0,0,,2019/9/18 13:47,2019/9/19 14:14,13,
490,3,0,0,0,0,,0,0,0,,2019/9/18 13:47,2019/9/18 20:01,13,
491,3,0,0,0,0,,0,0,0,,2019/9/18 14:08,2019/9/18 15:01,13,
492,8,0,0,0,0,,0,0,0,,2019/9/18 14:18,2019/10/8 16:50,13,
493,3,0,0,0,0,,0,0,0,,2019/9/18 14:34,2019/9/18 20:42,13,
495,-4,0,0,0,0,,0,0,0,,2019/9/18 15:01,2019/9/27 9:08,13,
496,7,0,0,0,0,,0,0,0,,2019/9/18 15:03,2019/10/8 16:23,13,
497,2,0,0,0,0,,0,0,0,,2019/9/18 15:09,2019/9/18 15:09,13,
498,10,0,0,0,0,,0,0,0,,2019/9/18 15:09,2019/10/11 8:12,1,8007001
499,5,0,0,0,0,,0,0,0,,2019/9/18 15:20,2019/9/26 11:03,13,
500,10,0,0,0,0,,0,0,0,,2019/9/18 15:36,2019/9/29 13:37,1,8011036
501,10,0,0,0,0,,0,0,0,,2019/9/18 15:41,2019/10/10 10:57,13,
502,2,0,0,0,0,,0,0,0,,2019/9/18 15:45,2019/9/18 15:45,13,
503,2,0,0,0,0,,0,0,0,,2019/9/18 15:52,2019/9/18 15:52,13,
504,3,0,0,0,0,,0,0,0,,2019/9/18 15:56,2019/9/21 21:46,13,
505,2,0,0,0,0,,0,0,0,,2019/9/18 16:09,2019/9/18 16:09,13,
506,3,0,0,0,0,,0,0,0,,2019/9/18 16:11,2019/9/19 11:30,13,
507,10,0,0,0,0,,0,0,0,,2019/9/18 16:15,2019/10/12 8:36,1,8005001
508,7,0,0,0,0,,0,0,0,,2019/9/18 16:20,2019/9/27 19:19,13,
509,3,0,0,0,0,,0,0,0,,2019/9/18 16:21,2019/9/18 17:57,13,
510,2,0,0,0,0,,0,0,0,,2019/9/18 16:21,2019/9/18 16:21,13,
511,2,0,0,0,0,,0,0,0,,2019/9/18 16:22,2019/9/18 16:22,13,
512,7,0,0,0,0,,0,0,0,,2019/9/18 16:28,2019/9/29 14:22,13,
513,6,0,0,0,0,,0,0,0,,2019/9/18 16:28,2019/9/25 12:01,13,
514,10,0,0,0,0,,0,0,0,,2019/9/18 16:41,2019/10/14 8:01,1,8002001
515,3,0,0,0,0,,0,0,0,,2019/9/18 16:46,2019/9/18 17:21,13,
516,2,0,0,0,0,,0,0,0,,2019/9/18 16:51,2019/9/18 16:51,13,
517,2,0,0,0,0,,0,0,0,,2019/9/18 16:51,2019/9/18 16:51,13,
518,2,0,0,0,0,,0,0,0,,2019/9/18 16:51,2019/9/18 16:51,13,
519,2,0,0,0,0,,0,0,0,,2019/9/18 16:53,2019/9/18 16:53,13,
520,6,0,0,0,0,,0,0,0,,2019/9/18 16:55,2019/9/25 19:19,13,
522,3,0,0,0,0,,0,0,0,,2019/9/18 17:03,2019/9/19 15:05,13,
523,2,0,0,0,0,,0,0,0,,2019/9/18 17:05,2019/9/18 17:05,13,
524,2,0,0,0,0,,0,0,0,,2019/9/18 17:14,2019/9/18 17:14,13,
525,3,0,0,0,0,,0,0,0,,2019/9/18 17:21,2019/9/18 20:20,13,
526,2,0,0,0,0,,0,0,0,,2019/9/18 17:30,2019/9/18 17:30,13,
527,2,0,0,0,0,,0,0,0,,2019/9/18 17:41,2019/9/18 17:41,13,
528,10,0,0,0,0,,0,0,0,,2019/9/18 17:44,2019/10/12 8:36,1,8005001
529,10,0,0,0,0,,0,0,0,,2019/9/18 18:04,2019/10/11 8:12,1,8007001
530,10,0,0,0,0,,0,0,0,,2019/9/18 18:11,2019/10/12 8:36,1,8005001
531,3,0,0,0,0,,0,0,0,,2019/9/18 18:13,2019/9/18 18:46,13,
532,3,0,0,0,0,,0,0,0,,2019/9/18 18:23,2019/9/18 19:06,13,
533,10,0,0,0,0,,0,0,0,,2019/9/18 18:30,2019/10/12 8:36,1,8005001
534,-3,0,0,0,0,,0,0,0,,2019/9/18 18:31,2019/9/26 11:09,13,
536,2,0,0,0,0,,0,0,0,,2019/9/18 19:00,2019/9/18 19:00,13,
537,5,0,0,0,0,,0,0,0,,2019/9/18 19:10,2019/9/26 11:03,13,
538,7,0,0,0,0,,0,0,0,,2019/9/18 19:11,2019/9/27 19:19,1,8013001
539,2,0,0,0,0,,0,0,0,,2019/9/18 19:11,2019/9/18 19:11,13,
540,2,0,0,0,0,,0,0,0,,2019/9/18 19:21,2019/9/18 19:21,13,
541,10,0,0,0,0,,0,0,0,,2019/9/18 19:21,2019/10/11 8:12,1,8007001
542,10,0,0,0,0,,0,0,0,,2019/9/18 19:24,2019/10/17 7:55,13,
543,2,0,0,0,0,,0,0,0,,2019/9/18 19:28,2019/9/18 19:28,13,
544,10,0,0,0,0,,0,0,0,,2019/9/18 19:33,2019/9/30 8:01,1,8014001
546,10,0,0,0,0,,0,0,0,,2019/9/18 19:36,2019/10/14 8:01,1,8005001
547,3,0,0,0,0,,0,0,0,,2019/9/18 19:38,2019/9/19 21:08,13,
548,2,0,0,0,0,,0,0,0,,2019/9/18 19:42,2019/9/18 19:42,13,
550,2,0,0,0,0,,0,0,0,,2019/9/18 19:46,2019/9/18 19:46,13,
551,6,0,0,0,0,,0,0,0,,2019/9/18 19:51,2019/9/26 13:06,13,
552,3,0,0,0,0,,0,0,0,,2019/9/18 19:53,2019/9/19 10:46,13,
553,-5,0,0,0,0,,0,0,0,,2019/9/18 19:59,2019/9/29 15:13,13,
554,10,0,0,0,0,,0,0,0,,2019/9/18 20:00,2019/9/30 8:01,1,8014001
555,10,0,0,0,0,,0,0,0,,2019/9/18 20:00,2019/10/14 13:51,13,
556,-5,0,0,0,0,,0,0,0,,2019/9/18 20:05,2019/10/12 16:15,1,8009001
557,5,0,0,0,0,,0,0,0,,2019/9/18 20:06,2019/9/24 19:07,13,
558,3,0,0,0,0,,0,0,0,,2019/9/18 20:16,2019/9/20 18:24,13,
559,10,0,0,0,0,,0,0,0,,2019/9/18 20:27,2019/10/11 11:18,1,8013001
560,6,0,0,0,0,,0,0,0,,2019/9/18 20:27,2019/9/21 11:52,13,
562,2,0,0,0,0,,0,0,0,,2019/9/18 20:35,2019/9/18 20:35,13,
563,2,0,0,0,0,,0,0,0,,2019/9/18 20:36,2019/9/18 20:36,13,
564,3,0,0,0,0,,0,0,0,,2019/9/18 20:41,2019/9/19 20:03,13,
565,3,0,0,0,0,,0,0,0,,2019/9/18 20:44,2019/9/21 21:57,13,
566,-4,0,0,0,0,,0,0,0,,2019/9/18 20:49,2019/9/25 17:41,13,
568,3,0,0,0,0,,0,0,0,,2019/9/18 20:55,2019/9/19 16:02,13,
569,2,0,0,0,0,,0,0,0,,2019/9/18 20:55,2019/9/18 20:55,13,
570,2,0,0,0,0,,0,0,0,,2019/9/18 20:59,2019/9/18 20:59,13,
571,7,0,0,0,0,,0,0,0,,2019/9/18 21:00,2019/9/27 19:19,1,8007001
572,7,0,0,0,0,,0,0,0,,2019/9/18 21:03,2019/9/27 19:19,1,8007001
573,3,0,0,0,0,,0,0,0,,2019/9/18 21:08,2019/9/19 17:47,13,
574,10,0,0,0,0,,0,0,0,,2019/9/18 21:11,2019/9/30 8:01,1,8014001
575,3,0,0,0,0,,0,0,0,,2019/9/18 21:19,2019/9/19 12:51,13,
577,2,0,0,0,0,,0,0,0,,2019/9/18 21:22,2019/9/18 21:22,13,
578,2,0,0,0,0,,0,0,0,,2019/9/18 21:26,2019/9/18 21:26,13,
579,10,0,0,0,0,,0,0,0,,2019/9/18 21:32,2019/9/29 16:02,1,8015026
580,7,0,0,0,0,,0,0,0,,2019/9/18 21:37,2019/9/27 19:19,13,
581,2,0,0,0,0,,0,0,0,,2019/9/18 21:46,2019/9/18 21:46,13,
582,-5,0,0,0,0,,0,0,0,,2019/9/18 21:52,2019/9/29 15:39,13,
583,10,0,0,0,0,,0,0,0,,2019/9/18 22:32,2019/10/11 11:18,1,8013001
584,3,0,0,0,0,,0,0,0,,2019/9/19 7:21,2019/9/19 8:12,13,
585,10,0,0,0,0,,0,0,0,,2019/9/19 8:23,2019/9/29 16:29,13,
586,3,0,0,0,0,,0,0,0,,2019/9/19 8:26,2019/9/21 15:22,13,
587,2,0,0,0,0,,0,0,0,,2019/9/19 8:41,2019/9/19 8:41,13,
588,-4,0,0,0,0,,0,0,0,,2019/9/19 9:04,2019/9/26 21:58,13,
589,6,0,0,0,0,,0,0,0,,2019/9/19 9:07,2019/9/27 11:30,1,8007001
590,7,0,0,0,0,,0,0,0,,2019/9/19 9:07,2019/10/11 14:32,13,
591,3,0,0,0,0,,0,0,0,,2019/9/19 9:08,2019/9/19 9:56,13,
592,2,0,0,0,0,,0,0,0,,2019/9/19 9:11,2019/9/19 9:11,13,
593,5,0,0,0,0,,0,0,0,,2019/9/19 9:13,2019/9/25 18:17,13,
595,5,0,0,0,0,,0,0,0,,2019/9/19 9:26,2019/9/23 9:07,13,
596,7,0,0,0,0,,0,0,0,,2019/9/19 9:28,2019/9/27 19:19,1,8011036
597,10,0,0,0,0,,0,0,0,,2019/9/19 10:18,2019/10/11 8:12,1,8007001
598,3,0,0,0,0,,0,0,0,,2019/9/19 10:19,2019/9/22 20:35,13,
599,10,0,0,0,0,,0,0,0,,2019/9/19 10:26,2019/10/8 11:06,13,
600,-3,0,0,0,0,,0,0,0,,2019/9/19 10:27,2019/9/25 23:27,13,
602,10,0,0,0,0,,0,0,0,,2019/9/19 10:34,2019/9/29 13:37,1,8011036
603,10,0,0,0,0,,0,0,0,,2019/9/19 10:39,2019/9/30 10:38,13,
604,2,0,0,0,0,,0,0,0,,2019/9/19 10:54,2019/9/19 10:54,13,
605,7,0,0,0,0,,0,0,0,,2019/9/19 11:13,2019/9/27 19:19,13,
606,3,0,0,0,0,,0,0,0,,2019/9/19 11:17,2019/9/25 10:09,1,8008001
607,7,0,0,0,0,,0,0,0,,2019/9/19 11:27,2019/9/27 19:19,13,
608,3,0,0,0,0,,0,0,0,,2019/9/19 12:21,2019/9/19 12:50,13,
609,10,0,0,0,0,,0,0,0,,2019/9/19 12:22,2019/10/17 8:39,1,8008001
610,-3,0,0,0,0,,0,0,0,,2019/9/19 12:29,2019/9/26 12:00,13,
611,2,0,0,0,0,,0,0,0,,2019/9/19 12:38,2019/9/19 12:38,13,
612,10,0,0,0,0,,0,0,0,,2019/9/19 12:55,2019/10/8 11:06,13,
614,3,0,0,0,0,,0,0,0,,2019/9/19 13:01,2019/9/25 10:08,1,8008001
615,2,0,0,0,0,,0,0,0,,2019/9/19 13:02,2019/9/19 13:02,13,
616,2,0,0,0,0,,0,0,0,,2019/9/19 13:08,2019/9/19 13:08,13,
617,7,0,0,0,0,,0,0,0,,2019/9/19 13:13,2019/9/29 14:17,1,8014001
618,10,0,0,0,0,,0,0,0,,2019/9/19 13:15,2019/9/29 13:37,1,8011036
619,7,0,0,0,0,,0,0,0,,2019/9/19 13:25,2019/9/27 19:19,1,8011036
620,3,0,0,0,0,,0,0,0,,2019/9/19 13:38,2019/9/20 9:45,13,
621,6,0,0,0,0,,0,0,0,,2019/9/19 13:47,2019/9/25 9:35,13,
622,2,0,0,0,0,,0,0,0,,2019/9/19 14:10,2019/9/19 14:10,13,
623,10,0,0,0,0,,0,0,0,,2019/9/19 14:24,2019/10/12 8:36,1,8005001
624,10,0,0,0,0,,0,0,0,,2019/9/19 14:26,2019/10/10 15:42,13,
625,-5,0,0,0,0,,0,0,0,,2019/9/19 14:29,2019/10/10 15:23,13,
626,10,0,0,0,0,,0,0,0,,2019/9/19 14:32,2019/10/17 7:55,1,8007001
627,2,0,0,0,0,,0,0,0,,2019/9/19 14:38,2019/9/19 14:38,13,
628,2,0,0,0,0,,0,0,0,,2019/9/19 14:58,2019/9/19 14:58,13,
629,2,0,0,0,0,,0,0,0,,2019/9/19 15:03,2019/9/19 15:03,13,
631,7,0,0,0,0,,0,0,0,,2019/9/19 15:11,2019/9/27 19:19,13,
632,2,0,0,0,0,,0,0,0,,2019/9/19 15:22,2019/9/19 15:22,13,
633,-4,0,0,0,0,,0,0,0,,2019/9/19 15:22,2019/9/25 14:56,13,
634,10,0,0,0,0,,0,0,0,,2019/9/19 15:25,2019/10/11 11:18,1,8013001
635,2,0,0,0,0,,0,0,0,,2019/9/19 15:39,2019/9/19 15:39,13,
636,10,0,0,0,0,,0,0,0,,2019/9/19 15:46,2019/9/29 11:23,1,8003001
637,6,0,0,0,0,,0,0,0,,2019/9/19 15:46,2019/9/27 11:25,1,8007001
638,7,0,0,0,0,,0,0,0,,2019/9/19 15:51,2019/9/27 19:19,1,8011036
639,3,0,0,0,0,,0,0,0,,2019/9/19 16:12,2019/9/20 15:17,13,
641,2,0,0,0,0,,0,0,0,,2019/9/19 16:17,2019/9/19 16:17,13,
642,2,0,0,0,0,,0,0,0,,2019/9/19 16:26,2019/9/19 16:26,13,
643,7,0,0,0,0,,0,0,0,,2019/9/19 16:31,2019/10/9 16:22,13,
644,7,0,0,0,0,,0,0,0,,2019/9/19 16:33,2019/9/27 19:19,1,8007001
645,7,0,0,0,0,,0,0,0,,2019/9/19 16:43,2019/10/9 16:24,13,
646,2,0,0,0,0,,0,0,0,,2019/9/19 16:45,2019/9/19 16:45,13,
647,2,0,0,0,0,,0,0,0,,2019/9/19 16:53,2019/9/19 16:53,13,
648,6,0,0,0,0,,0,0,0,,2019/9/19 16:57,2019/9/27 11:25,1,8007001
649,10,0,0,0,0,,0,0,0,,2019/9/19 17:09,2019/10/12 8:36,1,8005001
650,7,0,0,0,0,,0,0,0,,2019/9/19 17:13,2019/10/8 16:18,13,
651,3,0,0,0,0,,0,0,0,,2019/9/19 17:14,2019/9/19 17:50,13,
652,3,0,0,0,0,,0,0,0,,2019/9/19 17:42,2019/9/20 13:36,13,
653,2,0,0,0,0,,0,0,0,,2019/9/19 17:45,2019/9/19 17:45,13,
654,2,0,0,0,0,,0,0,0,,2019/9/19 17:56,2019/9/19 17:56,13,
655,2,0,0,0,0,,0,0,0,,2019/9/19 18:10,2019/9/19 18:10,13,
