uid,subject,professor,college,school,status,remarks,subject_re,college_re,school_re,remark_re
877,8008039,0,8008001,0,6,,0,0,0,
878,8007072,0,8007001,0,6,,0,0,0,
879,8001021,0,8001001,0,6,,0,0,0,
880,8014009,0,8014001,0,6,,0,0,0,
881,8006024,0,8006001,0,6,,0,0,0,
882,8006021,0,8006001,0,6,,0,0,0,
883,8015001,0,8015001,0,6,,0,0,0,
884,8006021,0,8006001,0,6,,0,0,0,
885,8013011,0,8013001,0,6,,0,0,0,
886,0,0,0,0,-33,,0,0,0,
887,0,0,0,0,-1,,0,0,0,
888,8005052,0,8005001,0,6,,0,0,0,
889,8011026,0,8011001,0,6,,0,0,0,
890,8007121,0,8007001,0,5,,0,0,0,
891,8006021,0,8006001,0,6,,0,0,0,
892,0,0,0,0,-1,,0,0,0,
893,8006021,0,8006001,0,6,,0,0,0,
894,8007120,0,8007001,0,6,,0,0,0,
895,8009001,0,0,0,3,,0,0,0,
896,8008017,0,8008001,0,6,,0,0,0,
897,0,0,0,0,-33,,0,0,0,
898,8006021,0,8006001,0,6,,0,0,0,
899,8007016,0,8007001,0,5,,0,0,0,
900,8006021,0,8006001,0,6,,0,0,0,
901,0,0,0,0,2,,0,0,0,
902,8006024,0,8006001,0,6,,0,0,0,
903,8006021,0,8006001,0,6,,0,0,0,
904,0,0,0,0,-33,,0,0,0,
905,0,0,0,0,-1,,0,0,0,
906,8007053,0,8007001,0,6,,0,0,0,
907,8006021,0,8006001,0,6,,0,0,0,
908,8008039,0,8008001,0,6,,0,0,0,
909,8004005,0,8004001,0,6,,0,0,0,
910,8006021,0,8006001,0,6,,0,0,0,
911,8006021,0,8006001,0,5,,0,0,0,
912,8006021,0,8006001,0,6,,0,0,0,
913,8006021,0,8006001,0,6,,0,0,0,
914,0,0,0,0,-33,,0,0,0,
915,0,0,0,0,2,,0,0,0,
916,0,0,0,0,-1,,0,0,0,
917,0,0,0,0,-33,,0,0,0,
918,8007072,0,8007001,0,6,,0,0,0,
919,0,0,0,0,-33,,0,0,0,
920,8006021,0,8006001,0,6,,0,0,0,
921,8004036,0,8004001,0,6,,0,0,0,
922,8006021,0,8006001,0,6,,0,0,0,
923,0,0,0,0,-1,,0,0,0,
924,8001079,0,8001001,0,6,,0,0,0,
925,8006024,0,8006001,0,6,,0,0,0,
926,0,0,0,0,2,,0,0,0,
927,0,0,0,0,-1,,0,0,0,
928,8006021,0,8006001,0,6,,0,0,0,
929,0,0,0,0,-1,,0,0,0,
930,0,0,0,0,2,,0,0,0,
932,8004005,0,8004001,0,5,,0,0,0,
934,8006021,0,8006001,0,6,,0,0,0,
938,8001079,0,8001001,0,6,,0,0,0,
939,8004036,0,8004001,0,5,,0,0,0,
940,0,0,0,0,2,,0,0,0,
941,8005015,0,8005001,0,6,,0,0,0,
942,8006024,0,8006001,0,6,,0,0,0,
943,0,0,0,0,2,,0,0,0,
944,8014035,0,8014001,0,6,,0,0,0,
945,0,0,0,0,-33,,0,0,0,
946,0,0,0,0,-1,,0,0,0,
947,8014035,0,8014001,0,6,,0,0,0,
948,0,0,0,0,-1,,0,0,0,
949,0,0,0,0,-33,,0,0,0,
953,8006021,0,8006001,0,6,,0,0,0,
960,8007072,0,8007001,0,6,,0,0,0,
970,0,0,0,0,2,,0,0,0,
1007,0,0,0,0,2,,0,0,0,
1008,8006021,0,8006001,0,6,,0,0,0,
1009,0,0,0,0,2,,0,0,0,
1010,8001038,0,8001001,0,6,,0,0,0,
1011,8005052,0,8005001,0,6,,0,0,0,
1012,8007120,0,8007001,0,6,,0,0,0,
1013,0,0,0,0,-33,,0,0,0,
1014,8002023,0,8002001,0,6,,0,0,0,
1015,8010037,0,8010001,0,6,,0,0,0,
1016,8006024,0,8006001,0,6,,0,0,0,
1017,8008017,0,8008001,0,6,,0,0,0,
1018,8011005,0,8011001,0,6,,0,0,0,
1019,0,0,0,0,-33,,0,0,0,
1020,8013011,0,8013001,0,6,,0,0,0,
1021,8004005,0,8004001,0,6,,0,0,0,
1022,8006021,0,8006001,0,6,,0,0,0,
1023,8006021,0,8006001,0,6,,0,0,0,
1024,8007053,0,8007001,0,6,,0,0,0,
1025,8006024,0,8006001,0,6,,0,0,0,
1026,8006021,0,8006001,0,6,,0,0,0,
1027,8001079,0,8001001,0,5,,0,0,0,
1028,0,0,0,0,2,,0,0,0,
1029,8002023,0,8002001,0,5,,0,0,0,
1030,0,0,0,0,-1,,0,0,0,
1031,8004005,0,8004001,0,5,,0,0,0,
1032,8007016,0,8007001,0,6,,0,0,0,
1033,0,0,0,0,2,,0,0,0,
1034,8010037,0,8010001,0,6,,0,0,0,
1035,0,0,0,0,2,,0,0,0,
1036,8007120,0,8007001,0,5,,0,0,0,
1037,8006003,0,8006001,0,6,,0,0,0,
1038,8014035,0,8014001,0,5,,0,0,0,
1039,8011005,0,8011001,0,6,,0,0,0,
1040,8007121,0,8007001,0,6,,0,0,0,
1041,8014009,0,8014001,0,6,,0,0,0,
1042,8006021,0,8006001,0,6,,0,0,0,
1043,8007072,0,8007001,0,6,,0,0,0,
1044,0,0,0,0,-33,,0,0,0,
1045,8006003,0,8006001,0,6,,0,0,0,
1046,8001014,0,8001001,0,6,,0,0,0,
1047,8001014,0,8001001,0,6,,0,0,0,
1048,8008017,0,8008001,0,6,,0,0,0,
1049,8007121,0,8007001,0,6,,0,0,0,
1050,8007073,0,8007001,0,6,,0,0,0,
1051,0,0,0,0,-33,,0,0,0,
1052,8001040,0,8001001,0,6,,0,0,0,
1053,0,0,0,0,2,,0,0,0,
1054,8010037,0,8010001,0,6,,0,0,0,
1055,8006021,0,8006001,0,6,,0,0,0,
1056,8001014,0,8001001,0,6,,0,0,0,
1057,8011026,0,8011001,0,5,,0,0,0,
1058,0,0,0,0,-33,,0,0,0,
1059,8007072,0,8007001,0,6,,0,0,0,
1060,0,0,0,0,2,,0,0,0,
1061,8014009,0,8014001,0,6,,0,0,0,
1062,0,0,0,0,-1,,0,0,0,
1063,8007072,0,8007001,0,5,,0,0,0,
1064,8014021,0,8014001,0,6,,0,0,0,
1065,8006021,0,8006001,0,6,,0,0,0,
1066,8010004,0,8010001,0,6,,0,0,0,
1067,8007121,0,8007001,0,6,,0,0,0,
1068,8007016,0,8007001,0,6,,0,0,0,
1069,0,0,0,0,2,,0,0,0,
1070,8013011,0,8013001,0,6,,0,0,0,
1071,8006021,0,8006001,0,6,,0,0,0,
1072,0,0,0,0,-33,,0,0,0,
1073,8014035,0,8014001,0,6,,0,0,0,
1074,8007016,0,8007001,0,6,,0,0,0,
1075,8006021,0,8006001,0,6,,0,0,0,
1076,8007016,0,8007001,0,6,,0,0,0,
1077,0,0,0,0,2,,0,0,0,
1078,8006010,0,8006001,0,6,,0,0,0,
1079,8003009,0,8003001,0,6,,0,0,0,
1080,8007053,0,8007001,0,6,,0,0,0,
1081,8006010,0,8006001,0,6,,0,0,0,
1082,8014035,0,8014001,0,6,,0,0,0,
1083,8006010,0,8006001,0,6,,0,0,0,
1084,8014035,0,8014001,0,6,,0,0,0,
1085,8007120,0,8007001,0,6,,0,0,0,
1086,8014009,0,8014001,0,6,,0,0,0,
1087,8006021,0,8006001,0,6,,0,0,0,
1088,0,0,0,0,2,,0,0,0,
1089,8007072,0,8007001,0,6,,0,0,0,
1090,0,0,0,0,2,,0,0,0,
1091,8004005,0,8004001,0,6,,0,0,0,
1092,8006021,0,8006001,0,5,,0,0,0,
1095,8010037,0,8010001,0,6,,0,0,0,
1096,8001021,0,8001001,0,6,,0,0,0,
1097,8006024,0,8006001,0,6,,0,0,0,
1098,8008039,0,8008001,0,5,,0,0,0,
1099,8003009,0,8003001,0,6,,0,0,0,
1100,8006021,0,8006001,0,6,,0,0,0,
1101,8008017,0,8008001,0,6,,0,0,0,
1102,0,0,0,0,2,,0,0,0,
1103,8007121,0,8007001,0,6,,0,0,0,
1104,8004005,0,8004001,0,6,,0,0,0,
1105,0,0,0,0,-1,,0,0,0,
1106,8008039,0,8008001,0,6,,0,0,0,
1107,0,0,0,0,2,,0,0,0,
1108,8003009,0,8003001,0,5,,0,0,0,
1109,8014035,0,8014001,0,6,,0,0,0,
1110,8004005,0,8004001,0,5,,0,0,0,
1111,8007016,0,8007001,0,6,,0,0,0,
1112,8006003,0,8006001,0,6,,0,0,0,
1113,0,0,0,0,-1,,0,0,0,
1114,0,0,0,0,2,,0,0,0,
1115,8009001,0,0,0,3,,0,0,0,
1116,8008017,0,8008001,0,6,,0,0,0,
1117,8007120,0,8007001,0,6,,0,0,0,
1118,8002030,0,8002001,0,6,,0,0,0,
1119,8002019,0,8002019,0,5,,0,0,0,
1120,8002018,0,8002001,0,5,,0,0,0,
1121,8014035,0,8014001,0,5,,0,0,0,
1122,0,0,0,0,2,,0,0,0,
1123,0,0,0,0,2,,0,0,0,
1124,8007072,0,8007001,0,6,,0,0,0,
1125,8006021,0,8006001,0,6,,0,0,0,
1126,8005052,0,8005001,0,6,,0,0,0,
1127,8008017,0,8008001,0,5,,0,0,0,
1128,8006021,0,8006001,0,5,,0,0,0,
1129,0,0,0,0,2,,0,0,0,
1130,8001021,0,8001001,0,6,,0,0,0,
1131,0,0,0,0,2,,0,0,0,
1132,0,0,0,0,-33,,0,0,0,
1133,0,0,0,0,-1,,0,0,0,
1134,8011005,0,8011001,0,6,,0,0,0,
1136,0,0,0,0,-1,,0,0,0,
1139,0,0,0,0,-33,,0,0,0,
1145,8011005,0,8011001,0,6,,0,0,0,
1158,8007022,0,8007001,0,6,,0,0,0,
1160,0,0,0,0,2,,0,0,0,
1177,8006021,0,8006001,0,6,,0,0,0,
1179,0,0,0,0,2,,0,0,0,
1180,8006003,0,8006001,0,6,,0,0,0,
1181,8002008,0,8002001,0,6,,0,0,0,
1182,8011005,0,8011001,0,5,,0,0,0,
1183,8007120,0,8007001,0,5,,0,0,0,
1184,8006021,0,8006001,0,5,,0,0,0,
1185,8006021,0,8006001,0,6,,0,0,0,
1186,8007121,0,8007001,0,5,,0,0,0,
1187,8004005,0,8004001,0,5,,0,0,0,
1188,0,0,0,0,2,,0,0,0,
1189,0,0,0,0,2,,0,0,0,
1190,8004005,0,8004001,0,5,,0,0,0,
1191,8011005,0,0,0,4,,0,0,0,
1192,8007072,0,8007001,0,5,,0,0,0,
1193,0,0,0,0,-33,,0,0,0,
1194,8004005,0,8004001,0,6,,0,0,0,
1195,0,0,0,0,2,,0,0,0,
1196,0,0,0,0,2,,0,0,0,
1197,0,0,0,0,2,,0,0,0,
1198,0,0,0,0,-33,,0,0,0,
1199,0,0,0,0,-1,,0,0,0,
1200,0,0,0,0,-1,,0,0,0,
1201,0,0,0,0,2,,0,0,0,
1202,0,0,0,0,2,,0,0,0,
1203,0,0,0,0,2,,0,0,0,
