uid,subject,professor,college,school,status,remarks,subject_re,college_re,school_re,remark_re
218,8006021,0,8006001,0,5,,0,0,0,
219,0,0,0,0,-1,,0,0,0,
220,8006021,0,8006001,0,6,,0,0,0,
221,0,0,0,0,-33,,0,0,0,
222,0,0,0,0,-1,,0,0,0,
223,8014035,0,8014001,0,6,,0,0,0,
224,0,0,0,0,2,,0,0,0,
225,8006021,0,8006001,0,6,,0,0,0,
226,8002038,0,8002001,0,5,,0,0,0,
227,8007120,0,8007001,0,5,,0,0,0,
228,0,0,0,0,-1,,0,0,0,
229,0,0,0,0,2,,0,0,0,
230,0,0,0,0,-33,,0,0,0,
231,8007072,0,8007001,0,6,,0,0,0,
232,0,0,0,0,-1,,0,0,0,
233,8001079,0,8001001,0,6,,0,0,0,
234,0,0,0,0,-1,,0,0,0,
235,8001014,0,8001001,0,5,,0,0,0,
236,8015001,0,0,0,6,,0,0,0,
237,8007121,0,8007001,0,6,,0,0,0,
238,8006021,0,8006001,0,6,,0,0,0,
239,8014035,0,8014001,0,6,,0,0,0,
240,8001014,0,8001001,0,5,,0,0,0,
241,8008017,0,8008001,0,6,,0,0,0,
242,8007121,0,8007001,0,5,,0,0,0,
243,8002023,0,0,0,5,,0,0,0,
244,0,0,0,0,-1,,0,0,0,
245,8007121,0,8007001,0,5,,0,0,0,
246,8007120,0,8007001,0,5,,0,0,0,
247,8007016,0,8007001,0,5,,0,0,0,
248,0,0,0,0,-1,,0,0,0,
249,8006021,0,8006001,0,6,,0,0,0,
250,8007016,0,8007001,0,6,,0,0,0,
251,0,0,0,0,-33,,0,0,0,
252,8014009,0,8014001,0,6,,0,0,0,
253,8008017,0,8008001,0,5,,0,0,0,
254,0,0,0,0,-1,,0,0,0,
255,0,0,0,0,2,,0,0,0,
256,8007121,0,8007001,0,6,,0,0,0,
257,8001021,0,8001001,0,5,,0,0,0,
258,8006024,0,8006001,0,6,,0,0,0,
259,8007121,0,8007001,0,6,,0,0,0,
260,0,0,0,0,-1,,0,0,0,
261,8013011,0,8013001,0,5,,0,0,0,
262,0,0,0,0,-33,,0,0,0,
263,8001001,0,8001001,0,6,,0,0,0,
264,8007072,0,8007001,0,6,,0,0,0,
265,8001014,0,0,0,2,,0,0,0,
266,0,0,0,0,-1,,0,0,0,
267,8005052,0,8005001,0,5,,0,0,0,
268,0,0,0,0,2,,0,0,0,
269,0,0,0,0,-1,,0,0,0,
270,8002008,0,8002001,0,6,,0,0,0,
271,0,0,0,0,-1,,0,0,0,
272,0,0,0,0,-33,,0,0,0,
273,8005052,0,8005001,0,5,,0,0,0,
274,8002008,0,8002001,0,6,,0,0,0,
275,8007072,0,8007001,0,6,,0,0,0,
276,8007121,0,8007001,0,6,,0,0,0,
277,8001079,0,8001001,0,5,,0,0,0,
278,0,0,0,0,-1,,0,0,0,
279,8013011,0,8013001,0,6,,0,0,0,
280,0,0,0,0,-33,,0,0,0,
281,8001040,0,8001001,0,6,,0,0,0,
282,8007016,0,8007001,0,5,,0,0,0,
283,8014026,0,8014001,0,6,,0,0,0,
284,8001021,0,8001001,0,6,,0,0,0,
285,8014026,0,8014001,0,5,,0,0,0,
286,0,0,0,0,2,,0,0,0,
287,8009001,0,0,0,3,,0,0,0,
288,8007072,0,8007001,0,6,,0,0,0,
289,0,0,0,0,-33,,0,0,0,
290,0,0,0,0,-1,,0,0,0,
291,0,0,0,0,2,,0,0,0,
292,8004005,0,8004001,0,6,,0,0,0,
293,0,0,0,0,2,,0,0,0,
294,8007121,0,8007001,0,6,,0,0,0,
295,0,0,0,0,-33,,0,0,0,
296,8005052,0,8005001,0,6,,0,0,0,
297,0,0,0,0,-33,,0,0,0,
298,0,0,0,0,-33,,0,0,0,
299,0,0,0,0,-33,,0,0,0,
300,0,0,0,0,2,,0,0,0,
301,0,0,0,0,2,,0,0,0,
302,8009001,0,0,0,3,,0,0,0,
303,8001014,0,8001001,0,6,,0,0,0,
304,8006021,0,8006001,0,5,,0,0,0,
305,8002023,0,8002001,0,6,,0,0,0,
306,8010013,0,8010001,0,5,,0,0,0,
307,0,0,0,0,-33,,0,0,0,
308,8014035,0,8014001,0,5,,0,0,0,
309,0,0,0,0,-1,,0,0,0,
310,8007016,0,8007001,0,5,,0,0,0,
311,0,0,0,0,2,,0,0,0,
312,8007120,0,8007001,0,6,,0,0,0,
313,8007016,0,8007001,0,6,,0,0,0,
314,8007072,0,0,0,2,,0,0,0,
315,0,0,0,0,-1,,0,0,0,
316,0,0,0,0,-33,,0,0,0,
317,0,0,0,0,2,,0,0,0,
318,8007053,0,8007001,0,5,,0,0,0,
319,8011026,0,8011001,0,5,,0,0,0,
320,0,0,0,0,-1,,0,0,0,
321,8007121,0,8007001,0,5,,0,0,0,
322,8006021,0,8006001,0,6,,0,0,0,
323,0,0,0,0,-1,,0,0,0,
324,8001014,0,8001001,0,6,,0,0,0,
325,8007120,0,8007001,0,6,,0,0,0,
326,8008039,0,8008001,0,6,,0,0,0,
327,0,0,0,0,-33,,0,0,0,
332,8008017,0,8008001,0,6,,0,0,0,
333,8005052,0,8005001,0,6,,0,0,0,
334,0,0,0,0,2,,0,0,0,
337,8011005,0,8011001,0,5,,0,0,0,
338,8014035,0,8014001,0,5,,0,0,0,
340,8011005,0,8011001,0,5,,0,0,0,
343,8002038,0,8002001,0,6,,0,0,0,
344,8014021,0,8014001,0,6,,0,0,0,
345,8014035,0,8014001,0,6,,0,0,0,
346,8014035,0,8014001,0,5,,0,0,0,
347,8013011,0,8013001,0,6,,0,0,0,
348,0,0,0,0,2,,0,0,0,
349,8006021,0,8006001,0,6,,0,0,0,
350,0,0,0,0,-1,,0,0,0,
351,8003009,0,8003001,0,6,,0,0,0,
352,8002030,0,0,0,-33,,0,0,0,
353,0,0,0,0,-33,,0,0,0,
354,8006024,0,8006001,0,5,,0,0,0,
355,0,0,0,0,-1,,0,0,0,
356,8004003,0,8004001,0,6,,0,0,0,
357,8007072,0,8007001,0,5,,0,0,0,
358,0,0,0,0,2,,0,0,0,
359,0,0,0,0,-33,,0,0,0,
360,0,0,0,0,-1,,0,0,0,
361,8010013,0,8010001,0,5,,0,0,0,
362,8001014,0,8001001,0,6,,0,0,0,
363,8014035,0,8014001,0,6,,0,0,0,
364,0,0,0,0,2,,0,0,0,
367,8010013,0,8010001,0,5,,0,0,0,
371,0,0,0,0,2,,0,0,0,
372,0,0,0,0,-33,,0,0,0,
373,8007120,0,8007001,0,5,,0,0,0,
374,8014026,0,8014001,0,5,,0,0,0,
375,0,0,0,0,-33,,0,0,0,
376,8008039,0,8008001,0,6,,0,0,0,
379,8014009,0,8014001,0,6,,0,0,0,
380,8006024,0,8006001,0,5,,0,0,0,
384,0,0,0,0,-1,,0,0,0,
386,8007053,0,8007001,0,5,,0,0,0,
387,8013011,0,8013001,0,5,,0,0,0,
389,8013011,0,8013001,0,6,,0,0,0,
392,0,0,0,0,-33,,0,0,0,
393,8001079,0,8001001,0,6,,0,0,0,
394,8007121,0,8007001,0,6,,0,0,0,
395,8014035,0,8014001,0,6,,0,0,0,
396,0,0,0,0,-1,,0,0,0,
397,8006021,0,8006001,0,5,,0,0,0,
398,8007072,0,8007001,0,6,,0,0,0,
399,0,0,0,0,2,,0,0,0,
400,8007121,0,8007001,0,5,,0,0,0,
401,0,0,0,0,-1,,0,0,0,
402,0,0,0,0,2,,0,0,0,
403,0,0,0,0,2,,0,0,0,
404,8007121,0,8007001,0,6,,0,0,0,
405,0,0,0,0,2,,0,0,0,
406,0,0,0,0,-1,,0,0,0,
407,0,0,0,0,2,,0,0,0,
408,8004005,0,8004001,0,2,,0,0,0,
409,8005052,0,8005001,0,6,,0,0,0,
410,8010013,0,8010001,0,5,,0,0,0,
411,8005052,0,8005001,0,6,,0,0,0,
412,8010013,0,8010001,0,5,,0,0,0,
413,8007072,0,8007001,0,6,,0,0,0,
414,0,0,0,0,2,,0,0,0,
421,0,0,0,0,2,,0,0,0,
433,8010013,0,8010001,0,6,,0,0,0,
460,8007120,0,8007001,0,5,,0,0,0,
465,8014009,0,8014001,0,6,,0,0,0,
468,0,0,0,0,2,,0,0,0,
478,0,0,0,0,-33,,0,0,0,
479,0,0,0,0,-1,,0,0,0,
481,8007120,0,8007001,0,6,,0,0,0,
482,0,0,0,0,-1,,0,0,0,
483,8013011,0,8013001,0,5,,0,0,0,
485,0,0,0,0,2,,0,0,0,
486,0,0,0,0,2,,0,0,0,
487,0,0,0,0,2,,0,0,0,
488,8006021,0,8006001,0,6,,0,0,0,
489,0,0,0,0,-33,,0,0,0,
490,8001001,0,8001001,0,6,,0,0,0,
491,8001079,0,8001001,0,6,,0,0,0,
492,8009001,0,0,0,2,,0,0,0,
493,8001021,0,8001001,0,5,,0,0,0,
494,8007053,0,8007001,0,5,,0,0,0,
495,8009001,0,0,0,3,,0,0,0,
496,0,0,0,0,-1,,0,0,0,
497,8009001,0,0,0,3,,0,0,0,
498,8001014,0,8001001,0,6,,0,0,0,
499,8007121,0,8007001,0,5,,0,0,0,
500,0,0,0,0,-1,,0,0,0,
501,0,0,0,0,-33,,0,0,0,
502,8007121,0,8007001,0,6,,0,0,0,
503,8005052,0,8005001,0,6,,0,0,0,
504,8005052,0,8005001,0,6,,0,0,0,
505,8010013,0,8010001,0,5,,0,0,0,
506,0,0,0,0,2,,0,0,0,
507,8001038,0,8001001,0,6,,0,0,0,
508,0,0,0,0,2,,0,0,0,
509,8002023,0,8002001,0,6,,0,0,0,
510,0,0,0,0,2,,0,0,0,
511,8006024,0,8006001,0,6,,0,0,0,
512,8014035,0,8014001,0,6,,0,0,0,
513,8005015,0,8005001,0,5,,0,0,0,
514,8001041,0,8001001,0,5,,0,0,0,
515,8007120,0,8007001,0,5,,0,0,0,
516,8005052,0,8005001,0,6,,0,0,0,
517,8001014,0,8001001,0,5,,0,0,0,
518,8014035,0,8014001,0,6,,0,0,0,
519,8005052,0,8005001,0,6,,0,0,0,
520,8014035,0,8014001,0,6,,0,0,0,
521,0,0,0,0,-1,,0,0,0,
522,8007072,0,8007001,0,6,,0,0,0,
523,8002030,0,8002001,0,6,,0,0,0,
524,0,0,0,0,2,,0,0,0,
525,8006021,0,0,0,-1,,0,0,0,
526,8010013,0,8010001,0,6,,0,0,0,
527,8008039,0,8008001,0,6,,0,0,0,
528,0,0,0,0,2,,0,0,0,
530,8001079,0,8001001,0,6,,0,0,0,
531,8005052,0,8005001,0,6,,0,0,0,
532,8005052,0,8005001,0,6,,0,0,0,
533,8014035,0,8014001,0,6,,0,0,0,
534,8011005,0,8011001,0,6,,0,0,0,
536,8008039,0,8008001,0,6,,0,0,0,
537,8010013,0,8010001,0,5,,0,0,0,
538,0,0,0,0,2,,0,0,0,
539,0,0,0,0,-33,,0,0,0,
540,0,0,0,0,-1,,0,0,0,
541,0,0,0,0,2,,0,0,0,
542,8001079,0,8001001,0,6,,0,0,0,
543,0,0,0,0,-33,,0,0,0,
544,8002008,0,8002001,0,6,,0,0,0,
545,8001014,0,8001001,0,5,,0,0,0,
546,8005052,0,8005001,0,6,,0,0,0,
547,8006006,0,8006001,0,6,,0,0,0,
548,8003014,0,8003001,0,5,,0,0,0,
549,8007121,0,8007001,0,5,,0,0,0,
550,0,0,0,0,-1,,0,0,0,
551,0,0,0,0,-1,,0,0,0,
552,8006021,0,8006001,0,5,,0,0,0,
553,0,0,0,0,-1,,0,0,0,
554,0,0,0,0,2,,0,0,0,
555,8006024,0,8006001,0,6,,0,0,0,
556,0,0,0,0,2,,0,0,0,
557,8005052,0,8005001,0,6,,0,0,0,
558,8007120,0,8007001,0,5,,0,0,0,
559,0,0,0,0,2,,0,0,0,
560,8006006,0,8006001,0,5,,0,0,0,
561,8007016,0,8007001,0,6,,0,0,0,
562,8005052,0,8005001,0,5,,0,0,0,
563,8007120,0,8007001,0,6,,0,0,0,
564,0,0,0,0,2,,0,0,0,
565,0,0,0,0,2,,0,0,0,
583,0,0,0,0,-1,,0,0,0,
584,8010013,0,8010001,0,5,,0,0,0,
585,8009001,0,0,0,3,,0,0,0,
586,0,0,0,0,-1,,0,0,0,
587,0,0,0,0,-33,,0,0,0,
588,8007073,0,8007001,0,2,,0,0,0,
618,8007016,0,8007001,0,6,,0,0,0,
619,8010013,0,8010001,0,6,,0,0,0,
620,8007073,0,8007001,0,6,,0,0,0,
621,8007022,0,8007001,0,5,,0,0,0,
622,8011026,0,8011001,0,6,,0,0,0,
623,8006021,0,8006001,0,6,,0,0,0,
647,0,0,0,0,-1,,0,0,0,
655,8001038,0,8001001,0,6,,0,0,0,
656,8007121,0,8007001,0,6,,0,0,0,
658,8006021,0,8006001,0,6,,0,0,0,
660,8005015,0,8005001,0,6,,0,0,0,
666,8001038,0,8001001,0,6,,0,0,0,
667,8001079,0,8001001,0,6,,0,0,0,
668,8007022,0,8007001,0,5,,0,0,0,
669,8007121,0,8007001,0,6,,0,0,0,
670,8007121,0,8007001,0,6,,0,0,0,
671,8001001,0,8001001,0,6,,0,0,0,
675,8005052,0,8005001,0,6,,0,0,0,
676,8007072,0,8007001,0,6,,0,0,0,
677,8005052,0,8005001,0,6,,0,0,0,
678,8010013,0,8010001,0,5,,0,0,0,
679,8003009,0,8003001,0,6,,0,0,0,
680,8005052,0,8005001,0,5,,0,0,0,
681,0,0,0,0,-33,,0,0,0,
682,0,0,0,0,2,,0,0,0,
683,8006021,0,8006001,0,6,,0,0,0,
684,8011005,0,8011001,0,5,,0,0,0,
685,0,0,0,0,-33,,0,0,0,
686,0,0,0,0,-1,,0,0,0,
687,0,0,0,0,2,,0,0,0,
688,8007016,0,8007001,0,6,,0,0,0,
689,8004011,0,0,0,4,,0,0,0,
690,0,0,0,0,2,,0,0,0,
691,0,0,0,0,-33,,0,0,0,
692,0,0,0,0,2,,0,0,0,
693,8011026,0,8011001,0,6,,0,0,0,
694,8008039,0,8008001,0,6,,0,0,0,
695,8014035,0,8014001,0,6,,0,0,0,
696,8009001,0,0,0,3,,0,0,0,
697,8008039,0,8008001,0,6,,0,0,0,
698,8001014,0,8001001,0,6,,0,0,0,
699,8007121,0,8007001,0,5,,0,0,0,
700,8005052,0,8005001,0,6,,0,0,0,
701,0,0,0,0,2,,0,0,0,
702,8013011,0,8013001,0,6,,0,0,0,
703,8005052,0,8005001,0,6,,0,0,0,
704,8007073,0,8007001,0,6,,0,0,0,
705,0,0,0,0,2,,0,0,0,
706,8014035,0,8014001,0,6,,0,0,0,
707,8014009,0,8014001,0,6,,0,0,0,
708,8011026,0,8011001,0,5,,0,0,0,
709,8006021,0,8006001,0,6,,0,0,0,
710,0,0,0,0,-1,,0,0,0,
711,8007072,0,8007001,0,6,,0,0,0,
712,8005015,0,8005001,0,6,,0,0,0,
713,8008039,0,8008001,0,6,,0,0,0,
714,8008017,0,8008001,0,6,,0,0,0,
715,8006024,0,8006001,0,6,,0,0,0,
716,8006024,0,8006001,0,6,,0,0,0,
717,8007121,0,8007001,0,6,,0,0,0,
718,0,0,0,0,-33,,0,0,0,
719,8005052,0,8005001,0,6,,0,0,0,
720,0,0,0,0,-33,,0,0,0,
721,8003009,0,8003001,0,6,,0,0,0,
722,0,0,0,0,-1,,0,0,0,
723,8008012,0,8008001,0,6,,0,0,0,
724,8003009,0,8003001,0,6,,0,0,0,
725,8014035,0,8014001,0,6,,0,0,0,
726,8005015,0,8005001,0,6,,0,0,0,
727,8006021,0,8006001,0,6,,0,0,0,
728,0,0,0,0,2,,0,0,0,
729,8010013,0,8010001,0,6,,0,0,0,
730,8006021,0,8006001,0,6,,0,0,0,
731,0,0,0,0,2,,0,0,0,
732,8008017,0,8008001,0,6,,0,0,0,
733,8005052,0,8005001,0,6,,0,0,0,
734,8007073,0,8007001,0,5,,0,0,0,
735,8005052,0,8005001,0,6,,0,0,0,
736,8008039,0,8008001,0,6,,0,0,0,
737,8010004,0,8010001,0,5,,0,0,0,
738,8008039,0,8008001,0,6,,0,0,0,
739,8002028,0,8002001,0,6,,0,0,0,
740,8007121,0,8007001,0,5,,0,0,0,
741,0,0,0,0,-33,,0,0,0,
742,8005052,0,8005001,0,6,,0,0,0,
743,8008039,0,8008001,0,6,,0,0,0,
744,0,0,0,0,2,,0,0,0,
745,0,0,0,0,-1,,0,0,0,
746,8004036,0,8004001,0,6,,0,0,0,
747,0,0,0,0,2,,0,0,0,
748,0,0,0,0,-1,,0,0,0,
754,8001021,0,8001001,0,5,,0,0,0,
755,8006024,0,8006001,0,6,,0,0,0,
756,8001041,0,8001001,0,5,,0,0,0,
757,8006024,0,8006001,0,6,,0,0,0,
758,8006024,0,8006001,0,6,,0,0,0,
759,8006021,0,8006001,0,6,,0,0,0,
760,8011026,0,8011001,0,6,,0,0,0,
761,8006021,0,8006001,0,6,,0,0,0,
762,0,0,0,0,2,,0,0,0,
763,8011026,0,8011001,0,6,,0,0,0,
764,8007121,0,8007001,0,5,,0,0,0,
765,8011026,0,8011001,0,6,,0,0,0,
766,8010004,0,8010001,0,5,,0,0,0,
767,8006021,0,8006001,0,6,,0,0,0,
768,8005052,0,8005001,0,6,,0,0,0,
769,8005052,0,8005001,0,6,,0,0,0,
770,8006024,0,8006001,0,6,,0,0,0,
771,8014009,0,8014001,0,6,,0,0,0,
772,8006021,0,8006001,0,6,,0,0,0,
773,8002008,0,8002001,0,5,,0,0,0,
774,8005052,0,8005001,0,6,,0,0,0,
775,8009001,0,0,0,3,,0,0,0,
776,8006021,0,8006001,0,6,,0,0,0,
777,0,0,0,0,-1,,0,0,0,
778,8007053,0,8007001,0,6,,0,0,0,
779,8006021,0,8006001,0,6,,0,0,0,
780,8007022,0,8007001,0,6,,0,0,0,
781,0,0,0,0,2,,0,0,0,
782,8002023,0,8002001,0,5,,0,0,0,
783,8006021,0,8006001,0,6,,0,0,0,
784,8009001,0,0,0,3,,0,0,0,
785,8006024,0,8006001,0,6,,0,0,0,
786,8010013,0,8010001,0,5,,0,0,0,
787,8007121,0,0,0,2,,0,0,0,
788,8009001,0,0,0,3,,0,0,0,
789,8005052,0,8005001,0,6,,0,0,0,
790,8006024,0,8006001,0,6,,0,0,0,
791,8005052,0,8005001,0,6,,0,0,0,
792,8010013,0,8010001,0,5,,0,0,0,
793,8007120,0,8007001,0,6,,0,0,0,
794,0,0,0,0,-33,,0,0,0,
795,8006021,0,8006001,0,6,,0,0,0,
796,8005052,0,8005001,0,6,,0,0,0,
797,0,0,0,0,-33,,0,0,0,
798,8006021,0,8006001,0,6,,0,0,0,
799,8014021,0,8014001,0,6,,0,0,0,
800,0,0,0,0,2,,0,0,0,
801,8014035,0,8014001,0,6,,0,0,0,
802,8007072,0,8007001,0,5,,0,0,0,
803,0,0,0,0,2,,0,0,0,
804,8006024,0,8006001,0,5,,0,0,0,
805,8006021,0,8006001,0,6,,0,0,0,
806,8001038,0,8001001,0,5,,0,0,0,
807,8003003,0,8003001,0,6,,0,0,0,
808,0,0,0,0,2,,0,0,0,
809,8006021,0,8006001,0,5,,0,0,0,
810,8004036,0,8004001,0,6,,0,0,0,
811,8007072,0,8007001,0,6,,0,0,0,
812,8002023,0,8002001,0,6,,0,0,0,
813,8007053,0,8007001,0,5,,0,0,0,
814,0,0,0,0,2,,0,0,0,
815,8006024,0,8006001,0,6,,0,0,0,
816,8006024,0,8006001,0,6,,0,0,0,
817,8014035,0,8014001,0,6,,0,0,0,
818,8006021,0,8006001,0,6,,0,0,0,
819,8002018,0,8002001,0,6,,0,0,0,
820,8006021,0,8006001,0,6,,0,0,0,
821,8006021,0,8006001,0,6,,0,0,0,
822,8008012,0,8008001,0,6,,0,0,0,
823,8014009,0,8014001,0,6,,0,0,0,
824,8006021,0,8006001,0,6,,0,0,0,
825,8006003,0,8006001,0,6,,0,0,0,
826,8006021,0,8006001,0,6,,0,0,0,
828,8006021,0,8006001,0,6,,0,0,0,
829,8008039,0,8008001,0,6,,0,0,0,
830,0,0,0,0,2,,0,0,0,
831,0,0,0,0,2,,0,0,0,
832,0,0,0,0,-1,,0,0,0,
833,0,0,0,0,2,,0,0,0,
834,8006003,0,8006001,0,6,,0,0,0,
835,8006024,0,8006001,0,6,,0,0,0,
836,8006021,0,8006001,0,6,,0,0,0,
837,8006021,0,8006001,0,6,,0,0,0,
838,8006021,0,8006001,0,6,,0,0,0,
839,8006021,0,8006001,0,6,,0,0,0,
840,8006021,0,8006001,0,6,,0,0,0,
841,8011026,0,8011001,0,5,,0,0,0,
842,8006021,0,8006001,0,6,,0,0,0,
843,8007120,0,8007001,0,6,,0,0,0,
844,8003014,0,8003001,0,6,,0,0,0,
845,8006021,0,8006001,0,6,,0,0,0,
846,0,0,0,0,-1,,0,0,0,
847,8007022,0,8007001,0,6,,0,0,0,
848,8006021,0,8006001,0,6,,0,0,0,
849,8001079,0,8001001,0,6,,0,0,0,
850,8008039,0,8008001,0,6,,0,0,0,
851,8003003,0,8003001,0,6,,0,0,0,
852,8007072,0,8007001,0,6,,0,0,0,
853,8006021,0,8006001,0,6,,0,0,0,
854,0,0,0,0,-33,,0,0,0,
855,8001042,0,8001001,0,6,,0,0,0,
856,8007121,0,8007001,0,6,,0,0,0,
857,8001061,0,8001001,0,6,,0,0,0,
858,8004036,0,8004001,0,6,,0,0,0,
862,8008039,0,8008001,0,6,,0,0,0,
863,8006021,0,8006001,0,6,,0,0,0,
866,8003014,0,8003001,0,6,,0,0,0,
867,8006021,0,8006001,0,6,,0,0,0,
868,8011026,0,8011001,0,5,,0,0,0,
869,8006021,0,8006001,0,6,,0,0,0,
870,8006021,0,8006001,0,6,,0,0,0,
871,0,0,0,0,2,,0,0,0,
872,8006021,0,8006001,0,5,,0,0,0,
873,8007120,0,8007001,0,6,,0,0,0,
874,0,0,0,0,2,,0,0,0,
875,8001079,0,8001001,0,6,,0,0,0,
876,0,0,0,0,2,,0,0,0,
