,uid,apply_type,cet4,cet6,grade_points,honour,project,ranking_absolu,ranking,level,location,label,score
475,515,0.0,432.0,442.0,0.9225,云南省级三好学生无省市级云南省政府奖学金暂无省市级云南农业大学校级奖学无校级云南农业大学校级sanh无校级,nannannan,47.0,1.0,1.0,53.0,0.0,0.0
478,518,0.0,435.0,452.0,0.91,nannannan,nannannan,12.833333333333336,6.0,1.0,62.0,0.0,0.0
480,520,0.0,560.0,534.0,0.8952,沙盘模拟精英大赛网络赛区三等奖省市级“互联网+”创新大赛华东地区三等奖省市级美国大学生数学建模二等奖国家级山东省电子商务大赛一等奖省市级会计商业管理案例竞赛一等奖国家级全国大学生英语竞赛三等奖国家级山东省电信应用大赛二等奖省市级共享财务职业能力竞赛省级一等奖省市级三好学生nan校级优秀学生标兵nan校级优秀团员nan校级优秀共青团员nan校级科技创新拔尖人才nan校级二等奖学金nan校级一等奖学金nan校级全国创新创业竞赛国家一等奖国家级,nannannan,96.0,1.0,1.0,37.0,0.0,0.0
481,522,0.0,615.0,571.0,0.8829,全国大学生英语竞赛nan省市级大学生英语基本功大赛nan校级17全国大学生英语竞赛nan省市级大学英语综合能力竞赛nan校级大学英语听力竞赛nan校级优秀团员nan院级优秀学生干部nan院级三好学生nan院级企业价值创造实战竞赛nan校级暑期社会实践优秀成果nan校级,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,45.0,1.0,1.0,11.0,0.0,0.0
482,523,0.0,480.0,432.0,0.8340000000000001,nannannan,nannannan,64.0,1.0,1.0,37.0,0.0,0.0
484,525,0.0,443.0,0.0,0.93,训练标兵大一参加军训时获得优秀标兵称号校级校学生会优秀干部nan校级院学生会优秀干部nan院级河北大学三等奖学金nan校级河北大学二等奖学金nan校级优秀运动员在“校园杯”羽毛球比赛中表现突出校级,ui项目提升自身水平其他vi项目锻炼自己设计水平其他设计创意墙项目得到了河北大学财务部的认可其他,10.0,3.0,1.0,13.0,0.0,0.0
485,526,0.0,482.0,462.0,0.495,nannannan,nannannan,21.0,1.0,1.0,62.0,0.0,0.0
486,527,0.0,525.0,495.0,0.75,nannannan,nannannan,32.5,6.0,1.0,51.0,0.0,0.0
487,528,0.0,456.0,0.0,0.8690000000000001,节能减排减排大赛nan校级互联网＋省赛铜奖参加的项目荷木科技-户外超疏水木材专家，通过对于木材的功能性改良，提高使用价值。省市级PPT设计大赛nan院级,炫彩木韵-彩色单板层积材获得第十二届河北农业大学节能减排二等奖其他荷木科技-户外超疏水木材专家获得第五届互联网加省赛铜奖省市级,26.66666666666667,3.0,1.0,13.0,1.0,88.36
488,529,0.0,482.0,430.0,0.8725,美国数学建模竞赛荣获美国数学建模竞赛二等奖，在比赛中担任队长。国家级第九届市调大赛三等奖荣获第九届大学生市场调查分析大赛国家级三等奖，在比赛中担任队长。国家级挑战杯山西赛区一等奖荣获“兴晋挑战杯”山西省大学生课外学术科技作品竞赛一等奖省市级沙盘模拟大赛一等奖荣获第十四届“新道杯”沙盘模拟大赛省级一等奖省市级数学建模山西三等奖荣获全国大学生数学建模竞赛山西赛区三等奖省市级“数创杯”建模大赛“数创杯”全国大学生数学建模挑战赛三等奖国家级企业价值创造校内赛第二届全国高校企业价值创造实战竞赛校内赛三等奖校级女子足球赛第五名“奋进杯”足球赛女子组第五名校级山财挑战杯特等奖nan校级,数据课栈短视频视阈下大数据普“慧”新模式探索研究已建立抖音号，定期发送视频，将有趣味性的动态知识传递到大众手中，已获数百次点赞量，目前发布视频7个。省市级“三下乡”大学生社会实践活动完成《大美兴县，美丽乡村建设在路上》调研报告，同时，我撰写的《山西财经大学学子三下乡，助力振兴谋发展》一文，在中青校园上发表；小组成员共同完成的《美丽乡村建设评价指标体系构建及应用》先后获得“山财挑战杯”特等奖和“兴晋挑战杯”山西省一等奖。其他太原市六城区公共服务领域调查项目形成调研报告其他“菜篮子工程”满意度状况调查形成调研报告其他,15.166666666666664,6.0,1.0,14.0,1.0,88.45
489,530,0.0,458.0,0.0,0.915,一等优秀学生奖学金nan校级梁玉堂奖学金nan院级社会工作单项奖nan校级三好学生荣誉称号nan校级农林类科创大赛nan校级互联网＋大赛nan校级,纳米纤维素基磁性气凝胶对水中重金属离子的吸附纳米纤维素和四氧化三铁的最优质量比例是1:1nanPU泡沫的回收及在人造板材中的应用研究2019年第16届“挑战杯”参赛论文省市级,34.0,1.0,1.0,37.0,1.0,91.77
490,531,0.0,531.0,526.0,0.9875,优秀学生nan校级优秀共青团员nan校级一等优秀学生奖学金nan校级优秀个人当代大学生成长体验实践课程国家级,暑期三下乡社会实践获得校级实践先进个人其他,19.5,2.0,1.0,37.0,0.0,0.0
491,532,0.0,467.0,474.0,0.8539999999999999,山西农业大学外语优秀nan校级山西农业大学三好学生nan校级山西农业大学学习优秀nan校级,nannannan,82.0,1.0,1.0,14.0,0.0,0.0
492,533,0.0,488.0,457.0,0.8653,优秀学生三等奖学金nan校级寻材造梦大赛二等奖创意设计推广大赛院级校文创大赛三等奖nan校级暑期实践校级重点团队nan校级16-17优秀学生干部nan校级17-18优秀学生干部nan校级,《3D打印木材原料制备及性能研究》从杉木中提取出纤维素，半纤维素及抽提物，并分析得到在杉木中的化学成分含量，测试得到杉木木粉及纤维素，半纤维素的物理性能。其他,6.875,8.0,2.0,11.0,1.0,89.73
493,534,0.0,531.0,483.0,0.8975,奖学金证书综合测评成绩优秀，荣获一等优秀学生奖学金其他三好学生荣誉证书学习和工作成绩显著，被评为2017年度三好学生其他,nannannan,11.0,6.0,1.0,14.0,0.0,0.0
494,536,0.0,430.0,445.0,0.8763,nannannan,nannannan,2.888888888888889,9.0,2.0,11.0,0.0,0.0
495,537,0.0,446.0,0.0,0.8943000000000001,16-17校三好学生nan校级16-17校一等奖学金nan校级17-18校一等奖学金nan校级会计技能大赛国二等2018年12月第十二届“新道杯”全国大学生会计信息化技能大赛全国二等奖（个人）国家级,nannannan,38.4,5.0,1.0,13.0,0.0,0.0
496,538,0.0,431.0,390.0,0.9475,国家级励志奖学金nan国家级校三好nan校级专业二等奖学金nan院级院三好nan院级,nannannan,30.0,2.0,1.0,42.0,0.0,0.0
497,539,0.0,511.0,513.0,0.86,nannannan,nannannan,17.5,2.0,1.0,13.0,0.0,0.0
498,540,0.0,524.0,521.0,0.905,国家励志奖学金因学习成绩优异获得国家励志奖学金省市级校三好学生nan校级校优秀团员nan校级校优秀青年志愿者nan校级,nannannan,23.0,2.0,1.0,43.0,0.0,0.0
499,541,0.0,543.0,459.0,0.8784000000000001,国家励志奖金2016-2017学年度国家励志奖学金国家级优秀学生三等奖学金2016-2017学年度优秀学生三等奖学金校级国家励志奖学金2017-2018学年度国家励志奖学金国家级优秀学生干部2017-2018学年度优秀学生干部校级,政府对草原牧民的精准扶贫力度调查获院级2017年暑期社会实践二等奖其他,5.5,6.0,2.0,11.0,1.0,92.0
500,542,0.0,510.0,456.0,0.8960000000000001,国家励志奖学金nan国家级陕西省汉字书写大赛一等奖省市级尚真笃学先进个人nan校级优秀团员nan校级,高压电网监测卫士在这期间里，我们每天熬夜至深夜，钻研探讨项目，查找进步空间。我从国家政策、行业形势、现状弊端、市场需求等等方面做了详细的了解，根据产品本身找出了销售的最佳渠道方式，提出了不同阶段的营销策略。通过集体合作和创新探索，项目荣获了国家铜奖，大家的努力得到了证明国家级秦巴筑梦，守望药魂—应用辰奇素的中草药种植及销售与陕西省乾隆高科有限公司董事长合作，创造了应用辰奇素的中草药种植及销售扶贫项目，应用健康、安全、无污染的绿色农药帮助集中连片贫困地区的农民脱贫，助力国家实现全面小康的伟大目标，得到了学校和企业的大力支持，也得到了陕西省乾隆高科有限公司的特许授权，被学校作其他,84.0,1.0,1.0,61.0,1.0,93.0
502,544,0.0,457.0,0.0,0.8737999999999999,学院路城市设计佳作奖作品“温情成府路”获得2018学院路程式设计节佳作奖省市级发现学院路最有故事奖nan省市级发现学院路思维开拓奖nan省市级优秀学生二等奖nan校级三好学生nan校级学习进步奖学金nan校级文体优秀奖学金nan校级健美操比赛第一名nan校级高校健身大赛第一名北京市首届高等院校健身舞蹈大赛《Double Beat》省市级健身舞蹈大赛第三名节奏体语规定套路《铃铛游戏》省市级,nannannan,6.4,5.0,2.0,11.0,1.0,86.3
503,546,0.0,461.0,445.0,0.9625,夏令营优秀营员nan校级,nannannan,17.0,2.0,1.0,36.0,1.0,93.5
504,547,0.0,461.0,473.0,0.922,国家励志奖学金nan国家级校二等综合奖学金nan校级黑龙江省“三好学生”nan省市级校一等综合奖学金nan校级优秀特困大学生奖学金nan院级,人民币国际化的主要影响因素及对策研究发表题目为《离岸人民币债券市场的发展对人民币国际化的影响》、《“一带一路”建设对人民币国际化的冲击研究》的学术论文两篇其他,77.0,2.0,1.0,23.0,0.0,0.0
506,550,0.0,476.0,0.0,0.885,nannannan,nannannan,14.666666666666668,6.0,1.0,41.0,0.0,0.0
507,551,0.0,537.0,521.0,0.8731,管理案例大赛一等奖担任队长，从78个队伍脱颖而出。院级职场挑战赛一等奖从八位选手中脱颖而出，还获得了最佳简历奖院级,基于用户体验的国家级风景名胜区建设评价《世界林业研究》（核心期刊）审稿中国家级《整体增速 938%，蓝河如何掘金千亿绵羊奶市场》中国管理案例中心 审稿中其他四年入驻超 400 个高校， 近邻宝：校园快递的价值创造中国管理案例中心 审稿中其他,8.625,8.0,2.0,11.0,0.0,0.0
508,552,0.0,440.0,0.0,0.845,2019年度三好学生2019年6月获内蒙古大学2019年度校级三好学生，2018-2019学年平均学分绩点专业排名第一校级一等学业优秀奖学金2019年5月获得内蒙古大学2018年度一等学业优秀奖学金，2018-2019学年平均学分绩点专业排名第一校级三等学业优秀奖学金2018年6月获得内蒙古大学2017年度三等学业优秀奖学金，2017-2018学年平均学分绩点专业排名前百分之二十校级三等单项奖学金12017年6月获得内蒙古大学2016-2017学年三等单项奖学金，自强自立，学习成绩优异，综合表现突出校级三等单项奖学金22018年6月获得内蒙古大学2017-2018学年三等单项奖学金，自强自立，学习成绩优异，综合表现突出校级三等单项奖学金32019年6月获得内蒙古大学2018-2019学年三等单项奖学金，自强自立，学习成绩优异，综合表现突出校级,nannannan,12.5,2.0,2.0,15.0,0.0,0.0
509,553,0.0,481.0,512.0,0.875,校一等奖学金在2017-2018学年获得校优秀大学生一等奖学金校级国家励志奖学金在2016-2017学年获得国家励志奖学金国家级校三好学生在2017-2018学年获得校三号学生校级,校创意花园全校第六其他漳州花卉和厦门园林植物考察   无其他,68.0,1.0,1.0,35.0,0.0,0.0
510,554,0.0,521.0,0.0,0.8851,三好学生nan校级背街小巷三等奖北京市城市副中心“背街小巷·城市家具”创意设计大赛三等奖省市级北林中庭三等奖北京林业大学学研中庭咖啡区设计竞赛三等奖校级三等奖学金优秀学生三等奖学金校级二等奖学金优秀学生二等奖学金校级,nannannan,7.1,10.0,2.0,11.0,1.0,82.85
511,555,0.0,616.0,534.0,0.96,夏令营优秀营员2019年北京林业大学优秀大学生夏令营优秀营员其他2017年国家励志奖学金nan国家级2018年国家励志奖学金nan国家级,《牡丹叶色突变体形成的生理机制研究》STRP项目结题其他,57.0,1.0,1.0,41.0,1.0,86.78
512,556,0.0,470.0,0.0,0.855,三好学生nan校级专业三等奖学金nan校级,nannannan,8.25,4.0,1.0,34.0,0.0,78.85
513,557,0.0,489.0,436.0,0.9675,校三好学生标兵nan校级第九届全国大学生市场nan省市级第八届“挑战杯·中国nan省市级2019年安徽省高校物联nan省市级校三好学生nan校级全国市场调查与分析专nan国家级2018年“国元证券杯”nan省市级第四届“互联网+”大nan校级2018年中国大学生阳光nan国家级,nannannan,5.666666666666666,12.0,1.0,34.0,0.0,0.0
514,558,0.0,465.0,441.0,0.8909,三等奖学金成绩优异，荣获院级三等奖学金院级二等奖学金成绩优异，荣获院级二等奖学金院级优秀团员学习优秀，工作认真，思想积极，评为优秀团员院级国家励志奖学金成绩优异，排名前15%国家级模拟联合国大会以志愿者身份参加辽宁大学第三届蒲河校际模拟联合国大会其他义卖活动参加中华社会救助基金会承办的“大爱清尘·为辽宁尘肺患者募款”大型义卖活动其他义工队参加学院组织的敬老院义工活动院级社会实践参加台湾丽莎美语在线英语平台委托学院组织的营销定价项目院级大一下奖学金成绩优异，获得三等奖学金院级大二下奖学金成绩优异，获得二等奖学金院级大三上奖学金成绩优异，获得二等奖学金院级,nannannan,8.666666666666666,3.0,2.0,21.0,0.0,0.0
515,559,0.0,429.0,0.0,0.8835999999999999,优秀学生二等奖学金大二学年获得优秀学生二等奖学金校级优秀学生干部大二学年获得优秀学生干部荣誉称号校级优秀学生三等奖学金大一学年荣获优秀学生三等奖学金校级计算机等级考试证书2017年获得全国计算机二级考试合格证书国家级太极拳比赛二等奖获得北京市武术比赛集体太极拳二等奖省市级武术比赛一等奖获得北京市武术比赛集体太极拳一等奖省市级首都环保社团优秀学员在2018年首都高校环保社团能力建设培训中获得优秀学员省市级,铁氧体及杂多酸协同微波强化处理典型抗生素该项目还在实验中，预计发表论文一篇。国家级,8.833333333333334,6.0,2.0,11.0,1.0,83.76
516,560,0.0,516.0,490.0,0.875,学院三好学生nan院级优秀学生干部nan院级社会实践优秀个人nan校级互联网创新创业三等奖nan校级优秀营员nan院级,抗性砧木对‘赤霞珠’葡萄生长及果实品质的影响撰写论文其他,9.0,3.0,1.0,65.0,0.0,1.0
517,562,0.0,468.0,499.0,0.9775,学习优秀奖学金nan校级二等综合奖学金nan校级优秀学生称号nan校级,nannannan,34.5,8.0,1.0,21.0,0.0,0.0
518,563,0.0,428.0,0.0,0.955,nannannan,nannannan,13.5,4.0,1.0,22.0,0.0,0.0
519,564,0.0,466.0,0.0,0.975,三好学生2016-2017学年获得天津科技大学三好学生校级校三好学生2017-2018学年获得天津科技大学三好学生校级国家励志奖学金2016-17、2017-18获得国家励志奖学金国家级天津科技大学一等奖学2016-2017学年获得校级一等奖学金校级校级一等奖学金2017-2018学年获得校级一等奖学金校级“义务劳动先进个人”nan校级优秀共青团员nan校级“优秀学长”荣誉称号nan校级第十三届全运会志愿者获得第十三届全运会志愿者荣誉证书国家级校级志愿者荣誉证书获得天津科技大学青年志愿者荣誉证书院级荣誉证书造血干细胞血样捐献荣誉证书其他自强之星—— 一等奖nan院级,“大学生创新创业训练计划”项目该项目实现了创新，其中首次将模拟公司运营引入第五方物流研究，并发表了两篇相关论文，获得国家级结项。国家级“创青春”大学生创业大赛通过对市场当前情况的分析以及财务预算分析，初步制定出项目产品研发计划。其他第二届“互联网＋”大学生创新创业大赛将产品研发销售与互联网平台相结合，拥有初步的研究策略。其他全国高校企业价值创造实战竞赛获得校赛一等奖其他实验室创新基金项目项目中期结束，预计2019年末结题其他论文在期刊《商业经济》发表省市级发表论文被期刊《现代商业》录用，10月见刊国家级,53.0,2.0,1.0,12.0,0.0,0.0
520,565,0.0,503.0,478.0,0.9375,“创青春”nan国家级互联网+nan省市级全国税务风险管控大赛nan国家级智能互联创新大赛华南赛区二等奖省市级,《以精细化管理视角看竹山县农村托管中心的运营管理》在《价值工程》上发表其他《网络对留守儿童的利弊分析及留守儿童网瘾成因本质研在《中文科技期刊数据库（全文版）社会科学》上发表其他,20.33333333333333,3.0,1.0,42.0,0.0,0.0
521,566,0.0,581.0,0.0,0.9237,演讲比赛优秀奖辽宁大学外国语学院日语系校级一等奖学金2017年4月获得校级一等奖学金校级二等奖学金nan校级优秀学生一等奖学金及优秀学生校级优秀学生干部2016-2017两学期担任外国语学院学生会宣传部副部长校级,帝国日本における国語の形成比赛结果尚未公布其他,12.666666666666668,3.0,2.0,21.0,0.0,0.0
522,568,0.0,513.0,481.0,0.8694,nannannan,nannannan,22.333333333333336,3.0,1.0,11.0,0.0,0.0
523,569,0.0,456.0,443.0,0.8880000000000001,nannannan,nannannan,34.785714285714285,14.0,1.0,34.0,0.0,0.0
524,570,0.0,511.0,0.0,0.9525,nannannan,nannannan,21.625,8.0,2.0,32.0,0.0,0.0
525,571,0.0,527.0,447.0,0.8273999999999999,2018年创青春 铜奖nan省市级学术优秀奖学金学术优秀奖学金校级梁希三等奖学金梁希三等奖学金校级三好学生nan校级优秀学生干部nan校级社团活动奖学金nan校级优秀团干部2017年军训主题班日活动中荣获优秀团干部院级年度十佳创业项目北京林业大学第五届大学生创业大赛中获得“年度十佳创业项目”校级学干之星2016-2017学年团学评优中获“学干之星”院级优秀团员2018-2019学年团学评优中获“优秀团员”院级,MGK--打造你的专属DIY美甲发表EI检索论文国家级乡村振兴战略视角下产业扶贫模式探究本课题的最终研究成果在理论研究与实地调研的基础上形成项目调研报告书1份。省市级,1.1739130434782608,23.0,2.0,11.0,0.0,89.29
526,572,0.0,535.0,509.0,0.828,河北大学优秀生奖学金nan校级河北大学海洋知识竞赛nan校级第三届普译奖英语比赛第三届普译奖全国大学生英语翻译比赛汉译英组别决赛阶段国家级,nannannan,14.125,8.0,1.0,13.0,0.0,85.7
527,573,0.0,615.0,562.0,0.8824,“敏学杯”跨境电商“敏学杯”跨境电商创新实践大赛国家一等奖国家级“浩方杯”创新创业第六届全国高校商业精英挑战赛“浩方杯”创新创业竞赛国家二等奖国家级全国大学生英语竞赛全国大学生英语竞赛二等奖国家级金融精英挑战赛第四届“东方财富杯”全国大学生金融精英挑战赛三等奖国家级全国英语写作大赛“外研社杯”全国英语写作大赛国家三等奖国家级数学建模亚太地区大学生数学建模竞赛二等奖省市级电子与信息技术大赛“赛冠杯”第五届山东省大学生电子与信息技术应用大赛总决赛二等奖省市级沙盘模拟经营大赛第十三届全国大学生“新道杯”沙盘模拟经营大赛三等奖省市级三好学生nan校级优秀学生标兵nan校级一等奖学金nan校级,“宠爱”智能宠物饲养系统制作了宠爱APP以及“智能宠物家”模型其他,24.0,4.0,1.0,37.0,0.0,0.0
529,575,0.0,485.0,520.0,0.91,评奖评优/各种获奖连续两年获校二等综合奖学金与“优秀学生干部”称号2019年获校一等综合奖学金、“三好学生”称号“挑战杯”全国大学生课外学术科技作品竞赛，获黑龙江省金奖一项（已推国赛）、银奖两项、铜奖一项中国“互联网+”大学生创新创业大赛，获黑龙江省金奖一项、银奖四项在中国省市级,紫盾科技-防水插排获得多个学术性比赛奖项省市级,51.33333333333334,3.0,1.0,23.0,0.0,0.0
530,577,0.0,431.0,0.0,0.8975,校级二等奖学金nan校级校级三等奖学金获2017-2018年第一学期校级三等奖学金校级优秀团干部nan校级大三校级三等奖学金获2018-2019年第一学期校级三等奖学金校级优秀学生干部获2017-2018学年校级优秀学生干部校级优秀志愿者获2017年校级优秀志愿者校级,nannannan,16.5,4.0,9.0,21.0,0.0,0.0
532,579,0.0,496.0,471.0,0.8539999999999999,荣誉证书“优秀团员”2016-2017学年“三好学生”2016-2017学年；2017-2018学年“模范学生干部”2017-2018学年校级,nannannan,30.66666666666667,6.0,1.0,41.0,1.0,86.8
533,580,0.0,507.0,440.0,0.898,第四届“东方财富杯”由学校协助举办，是一个炒股的模拟比赛，重在金融知识的实际应用，我负责每日K线图的分析国家级大学生物流仿真大赛对物流过程进行数学建模省市级大学生数学建模大赛用数学模型解决实际问题，我作为队长在期间负责成员分工、英语文献翻译和论文写作省市级校长奖学金获得人数为6/352，要求学年均分90以上校级一等奖学金获得人数2/62校级三好学生获得人数2/62校级外语优秀获得人数2/62校级优秀学生干部获得人数6/352校级, 高校课堂师生互动教育APP（大学生创新创业项目）项目进行到中期，已撰写8000字初稿省市级,62.0,1.0,1.0,14.0,0.0,0.0
534,581,0.0,534.0,442.0,0.885,nannannan,nannannan,3.615384615384616,13.0,1.0,35.0,0.0,0.0
535,582,0.0,429.0,413.0,0.8829,调研河北省级二等奖以《河北民众对于古建筑的认知程度和保护意识》为题进行调研，选取了河北省具有代表性的民众作为调查样本，运用调查问卷法、访谈法和试点调查法对古建筑的认知程度和保护意识进行深入分析，并提出了加强河北民众对于古建筑的认知程度和保护意识的对策，将理论成果转化为推进省市级中华魂征文省级二等奖在2018年“中华魂”（腾飞的祖国--改革开放四十年）主题教育活动中荣获征文二等奖省市级,创新创业：打造京津冀历史名街-文化产业创意街的规划以校级A类顺利结项，并发表两篇省级论文“历史文化街区的改造创新做法—以保定市西大街为例”和“古街区历史文化资源普查与现状分析——以河北省保定市西大街为例”。其他,20.166666666666668,6.0,1.0,13.0,0.0,0.0
536,583,0.0,513.0,429.0,0.8957999999999999,优秀学生二等奖2016-2017、2017-2018年优秀学生二等奖校级,微塑料对典型水华藻光合作用的影响明确了不同浓度微塑料对两种水华藻生长及光合作用的影响；明确微塑料对水华藻不同生长阶段的影响作用不同。其他,10.2,5.0,2.0,11.0,1.0,88.9
537,584,0.0,509.0,0.0,0.8640000000000001,一等优秀学生奖学金nan校级创新创业奖学金nan校级学习进步单项奖nan校级三好学生nan校级学习标兵nan院级创青春银奖nan校级创新创业大赛一等奖nan校级实践教学优秀奖nan校级我的科技创新梦一等奖nan校级,民间非法集资现象的调查研究研究结果：一、非法集资主要诱因集中于多个方面，正规金融供不应求，民间借贷操作不规范，群众理财渠道不足且缺乏对非法集资的认识，缺乏法律法规约束机制等。二、防范农村非法集资措施建议。发表结题论文于《现代商业》。其他互联网金融视角下“庞氏骗局”风险与防范发表论文于《农村经济与科技》其他“一带一路”战略下商业银行发展方向发表论文于《热带农业工程》其他,126.5,2.0,1.0,37.0,0.0,0.0
538,585,0.0,500.0,457.0,0.915,优秀学生干部获2017-2018学年南京林业大学“优秀学生干部”学校奖学金校级优秀共青团员获2016-2017学年优秀共青团员院级小花园营建3等奖2018年“博大园林”小花园设计与营建活动三等奖院级2018优秀共青团员获2017-2018学年优秀共青团员院级三好学生获2016-2017学年南京林业大学“三好学生”称号校级,nannannan,11.545454545454545,11.0,1.0,32.0,1.0,79.6
539,586,0.0,491.0,491.0,0.8420000000000001,国家励志奖学金学习优异。国家级2017年度优秀学生干部学生工作表现突出。校级我们身边的好青年称号2018.12获安徽财经大学“我们身边的好青年”称号暨安徽省“十佳大学生”校内选拔。选拔从各学院选拔综合表现突出、品学兼优的优秀学生，后经学校同学共同投票选拔。校级2018社会实践优秀报告2018年寒假社会实践中表现突出，带领团队圆满完成社会调研，攥写调研报告，获优秀调研报告奖。校级2018寒假实践优秀个人2018寒假社会实践中，带领团队以《人工智能与企业财务转型互动效应及制度优化研究》为主题，走访蚌埠市会计师事务所和蚌埠市审计局进行调研，表现突出，获得学校嘉奖。校级2018暑假实践先进个人2018年暑假社会实践中，带领团队以《发展特色产业，带动精准扶贫——基于安徽省金寨县产业扶贫的调查》为主题深入金寨县进行调研，获得十三次社会媒体报道，表现突出，获学校嘉奖。校级沙盘模拟全国三等奖于2018.11在中南财经政法大学参加第十四届“新道杯”模拟经营大赛，赛中表现优秀，获全国三等奖国家级2018年ERP校赛一等奖在2018年安徽省ERP管理大赛校赛选拔中或一等奖，随后参加省赛后获省级一等奖（成绩总分第一）。校级2017年舞蹈大赛一等奖在2017年安徽财经大学舞蹈大赛中，以《美女与野兽》一舞获一等奖。校级,人工智能与企业财务转型互动效应及制度优化研究1.完成调研报告，就财会行业存在问题、影响因素、发展趋势及优化方案进行总结报告；2.调研走访安徽鑫诚会计师事务所、蚌埠市审计局，与工作人员工作探讨，形成访谈记录；3.实践通过蚌埠市共青团、安徽财经大学微博等进行宣传；4.我在本次实践获得“先进个人”的称号。其他发展特色产业，带动精准扶贫——关于金寨县的调研nannan,37.46153846153846,13.0,1.0,34.0,0.0,0.0
540,587,0.0,521.0,488.0,0.9825,四川省大学生综合素质nan省市级野趣生境杯景观生态设野趣生境杯景观生态设计大赛二等奖校级四川农业大学优秀学生四川农业大学优秀学生干部校级,四川省社会科学规划项目——时间维度下的西蜀园林造园梳理西蜀园林发展，保护西蜀园林的地域特征，为西蜀园林传承及其在当代风景园林实践省市级眉山市社会科学研究课题——三苏祠与苏东坡陶情田园思突出苏东坡陶情田园思想及风景园林现实指导意义。省市级,40.5,4.0,2.0,51.0,0.0,0.0
541,588,0.0,535.0,458.0,0.8119999999999999,南京中医药大学人民奖nan校级朱敬文一般奖学金nan校级院优秀学生干部奖nan院级,nannannan,66.0,1.0,1.0,32.0,0.0,0.0
542,589,0.0,465.0,441.0,0.884,nannannan,nannannan,4.375,16.0,2.0,11.0,0.0,0.0
543,590,0.0,446.0,449.0,0.865,北京林业大学三好学生nan校级优秀学生三等奖学金nan校级招生实践优秀个人nan校级,北京林业大学大学生创新训练项目在《林业机械与木工设备》上发表论文《马来酸酐接枝增强玄武岩纤维竹木胶合板胶合性能的研究》其他,3.9333333333333336,15.0,2.0,11.0,0.0,90.32
544,591,0.0,528.0,536.0,0.8059999999999999,国家励志奖学金nan国家级安徽师范大学二等奖学nan院级“中金所杯”优胜奖nan国家级校一等奖学金nan校级校园心理剧大赛铜奖nan校级大学生英语竞赛校级二nan校级实训大赛团体赛二等奖参见2019年全国金融与证券投资模拟实训大赛国家级,安徽师范大学2018年本科生优秀毕业论文培育计划目前开题报告已完成其他,35.5,2.0,1.0,34.0,0.0,0.0
545,592,0.0,478.0,487.0,0.9725,校奖学金一等奖nan校级校奖学金一等奖2nan校级校三好学生nan校级校三好学生2nan校级,校erp比赛三等奖其他,48.0,2.0,1.0,11.0,0.0,0.0
546,593,0.0,550.0,550.0,0.8460000000000001,全国大学生英语竞赛全国大学生英语竞赛二等奖国家级河北省大学生创新创业河北省“互联网+”大学生创新创业大赛省级银奖省市级河北“互联网+”大赛河北省“互联网+”大赛省级金奖省市级“挑战杯”课外竞赛“挑战杯”课外学术科技作品竞赛校级三等奖校级全国大学生创业大赛“创青春”全国大学生创业大赛校级三等奖校级大学生电子商务挑战赛第八届全国大学生电子商务“创新，创意及创业”挑战赛校级三等奖校级河北大学一等奖学金2017-2018学年河北大学一等奖学金校级河北大学三好学生2017-2018年河北大学三好学生校级河北大学二等奖学金2016-2017河北大学二等奖学金校级优秀共青团员2016-2017年河北大学优秀共青团员校级河北大学英语写作大赛“外研社”杯河北大学英语写作大赛二等奖校级,《Green Winner恩彼得汽车节能环保专利产品》在“建行杯”2018年第四届河北省“互联网+”大学生创新创业大赛中荣获银奖省市级《京津冀城市高龄老人长期照护问题研究》在2019年“挑战杯”课外学术科技作品竞赛中荣获校级三等奖其他《X-Acoustic品牌 -MRR微共振新型电枢扬声器》在2018年“创青春”全国大学生创业大赛中荣获校级三等奖其他《机内净化-汽车内燃机零部件节能环保体系》在“建行杯”2019年第五届河北省“互联网+”大学生创新创业大赛中荣获省级金奖省市级,36.0,2.0,1.0,13.0,0.0,0.0
547,595,0.0,514.0,485.0,0.8925,优秀营员2019年北京林业大学心理学系暑期研讨会中表现优秀，被评为优秀学员。其他,人格特质、父母态度与大学生情侣关系质量的相关分析通过科研训练并且获得优秀等级评价其他,9.666666666666666,6.0,1.0,14.0,0.0,0.0
548,596,0.0,0.0,0.0,0.8956000000000001,优秀学生三等奖学金北京林业大学2017-2018学年优秀学生三等奖学金校级,nannannan,4.636363636363637,11.0,2.0,11.0,0.0,74.16
549,597,0.0,560.0,495.0,0.8732,优秀学生三等奖学金nan校级优秀学生干部nan校级优秀学生三等奖学金2nan校级,北京市平谷区集体土地征地和集体土地房屋拆迁补偿标准调查数据的收集与处理、《实地调查计量分析》省市级技术革命与城市化文字的加工处理、文章内部的框架结构图省市级京津冀地区森林康养主题田园综合体市场调研问卷收集及数据处理国家级基于实验经济学的住房信息市场机制设计与运行”，国家论文《上市物业服务企业股权结构特征研究》被世界华人不动产学会 2019 年年会正式接收.国家级2018年农民工生活状况调查项目实地走访调研、录入问卷国家级物业研究发表论文：[1]付冬媛nan物业企业研究胡景晔nan,7.333333333333334,3.0,2.0,11.0,1.0,86.63
