,uid,apply_type,cet4,cet6,grade_points,honour,project,ranking_absolu,ranking,level,location,label,score
108,118,0.0,507.0,499.0,0.8856999999999999,黄岛园林杯三等奖2018年度山东省大学生“黄岛园林杯”风景园林优秀设计（论文）大赛三等奖省市级园冶杯三等奖2018“园冶杯”大学生国际竞赛三等奖国家级工艺美术银奖2017第九届中国(山东)工艺美术博览会上荣获“神龙杯”山东省工艺美术精品奖银奖省市级校一等奖学金2017-2018学年荣获优秀学生一等奖学金校级学习先进个人2017年山东建筑大学“筑基之星”学习先进个人校级全国大英竞赛二等奖2018年全国大学生英语竞赛C类二等奖国家级全国大英竞赛三等奖2019年全国大学生英语竞赛C类三等奖国家级2016-2017优秀学生2016-2017学年被评为优秀学生校级2017-2018优秀学生2017-2018学年被评为优秀学生校级2016-2017二等奖学金2016-2017学年，荣获优秀学生二等奖学金校级2015-2016二等奖学金2015-2016学年，荣获优秀学生二等奖学金校级2015-2016优秀学生2015-2016学年被评为优秀学生校级,微型多功能智能化混凝土景观产品设计实用新型专利：一种可净化空气智能景观花盆专利号：ZL 2018 2 0608832.5省市级,20.0,3.0,1.0,37.0,0.0,0.0
109,119,0.0,517.0,434.0,0.92,国家励志奖学金nan省市级创青春大学生创业大赛创青春大学生创业大赛省赛铜奖省市级湘潭大学三好学生nan校级湘潭大学甲等奖学金nan校级校志愿服务先进个人nan校级湘潭大学优秀团员nan校级“互联网＋”创业大赛“互联网＋”大学生创业大赛校赛二等奖校级校甲等奖学金nan校级创青春创新创业大赛“创青春”大学生创新创业大赛校赛二等奖校级,红星照耀项目荣获“创青春”创业大赛省赛铜奖，校赛二等奖。省市级,37.25,4.0,1.0,43.0,0.0,0.0
110,120,0.0,527.0,483.0,0.8779999999999999,国家奖学金2016-2017学年结束，500余人中作为大一升大二唯一学生获得此项奖励。国家级国家励志奖学金学习成绩优秀，道德品质优良。艰苦奋斗，孜孜不倦。国家级第四届“东方财富杯”我作为团队负责人，操盘手和队员风控师、研究员。三人组成团队，在接近2个月的比赛中孜孜不倦，通过分析大盘行情以及运用所学知识，进行第一次的证券投资实践运用，收获很大。国家级第十届挑战杯作品“河北省威县、平乡县、魏县”‘脱贫摘帽’验收评估调研报告为集体作品。我作为本科生参与到了研究生学长的项目中，在项目中主要负责后期作品的格式调整以及作品申报。省市级2019互联网+该比赛为2019年6月举办，我作为团队的CFO，主要负责商业计划书的撰写和整个团队的协作沟通安排。校级证券从业金融市场基础我是一名转专业学生，大二初转到财务专业以后，通过自学相关知识，于2017年12月证券业协会颁发成绩合格证书其他证券从业法律法规我是一名转专业学生，大二初转到财务专业以后，通过自学相关知识，于2017年12月证券业协会颁发成绩合格证书其他学习优秀奖学金一等奖大一学年以专业第一名成绩获得此项奖励校级大学生创业设计竞赛我作为团队组长，带领团队以“新零售超市线上连接平台”项目获得校级一等奖校级国际企业管理挑战赛该项目我作为组员参与，主要是负责报表测算，细节把控。校级大学生创意竞赛我作为组长，以“超零商业计划”策划书项目获得校级二等奖。校级科技创新奖学金大二学年积极参加相关创新类比赛获得此项奖励校级社会贡献奖学金作为财务1604班班长，工作认真，得到认可。因此获得奖励。校级优秀学生教学信息员作为财务1604班班长，同时为学校教务处信息员，积极开展工作，得到学校教务处的认可，因此颁发此证书，以鼓励。校级社会实践创新大赛本人唯一作者作品《社交网络中的亲密关系》在思想政治理论课社会实践创新大赛中获得校级二等奖校级优秀团员鉴于本人于206-2017学年表现优异，通过班上民主推选，获得此项奖励。校级习近平用典演讲比赛本人作品《千磨万击还坚韧，任尔东西南北风》在演讲比赛中获得校级二等奖校级习近平用典比赛本人凭借优秀的临场表现获得最佳风采奖校级文体奖学金本人积极参加学校组织的文化艺术活动且获得奖励，因此获得此项奖励校级2019互联网+比赛作为该团队商业计划书撰写咨询，主要提供了一些计划书撰写意见和商业模式的梳理校级学习优秀奖学金2017-2018学年转专业至财务管理后，以专业第二名的成绩获得此项奖励校级我为“言”值演讲比赛演讲比赛获奖院级企业实习评价本人于北京汇思创杰管理咨询有限公司实习接近三年，获得企业总经理的认可，其开具了实习评价其他,北京市大学生创新计划2018年以学术论文《从研发投入分析互联网教育企业的竞争力—以全通教育为例》和《互联网教育企业的商业模式以及其中蕴含的盈利分析》结题，且分别公开发表于期刊《商业经济》和《中国商论》，我分别担任第一作者和第四作者。省市级2018年暑期STAY IN TOKYO项目学习报告一份，且获得日本上智大学颁发的结业证书。其他湖南长沙书院项目撰写实习报告一份。其他重庆红色基地实践学习实践报告一份其他北京汇思创杰管理咨询有限公司实习我主要是负责相关会议纪要的整理和领导出差事宜的打理。其他,124.0,1.0,1.0,11.0,0.0,0.0
111,121,0.0,614.0,584.0,0.9059999999999999,物理理论竞赛 一等奖浙江省大学生物理创新（理论）竞赛一等奖省市级校书画大赛 二等奖校“感恩季”书画作品大赛二等奖校级社会实践 优胜奖杭州电子科技大学寒假社会实践优胜奖校级浙江省政府奖学金nan省市级校一等奖学金1大一上学期校级校一等奖学金2大二上学期校级校二等奖学金1大二下学期校级校二等奖学金2大三上学期校级,nannannan,113.0,1.0,1.0,33.0,0.0,0.0
112,122,0.0,553.0,481.0,0.9053,nannannan,nannannan,42.5,2.0,1.0,13.0,0.0,0.0
113,124,0.0,503.0,444.0,0.8300000000000001,奖学金在2016至2017年，获河北大学优秀学生奖学金一等奖。校级三好学生在2016至2017年，被评为河北大学三好学生。校级优秀共青团员在2016至2017学年中，被评为河北大学优秀共青团员。校级一等奖学金在2017至2018年，获河北大学优秀学生奖学金一等奖。校级校级三好学生在2017至2018年，被评为河北大学三好学生。校级优秀共青团干部在2017至2018学年中，被评为河北大学优秀共青团干部。校级知识竞赛三等奖2018年1月，担任负责人，在河北大学学习党的十九大精神知识竞赛中获三等奖。校级,《河北省女大学生HPV疫苗接种现状调查分析》完成分析报告作品，获得省级一等奖。省市级《宠问》在第八届全国大学生电子商务“创新、创意及创业”挑战赛河北大学校赛选拔赛获二等奖其他农村电子商务平台设计在河北大学“2018年校级大学生创新创业训练计划项目”结项评审中评为良好其他,24.500000000000004,2.0,1.0,13.0,0.0,0.0
114,125,0.0,455.0,0.0,0.8887,国家励志奖学金2016-2017年度国家级校级一等奖学金2016-2017年度校级校级三好学生2016-2017年度校级优秀共青团员2018年五四表彰校级校级二等奖学金2017-2018年度校级,nannannan,27.42857142857143,7.0,1.0,13.0,0.0,0.0
115,126,0.0,586.0,513.0,0.8725,全国大学生英语竞赛全国大学生英语竞赛C类（二等奖两次）国家级全国英语演讲比赛第二十三届中国日报社“21世纪·可口可乐杯”全国英语演讲比赛（2017、2018年安徽省三等奖两次，校赛二连冠）省市级大学生创新创意挑战赛第五届中国“互联网+”大学生创新创意挑战赛 安徽省银奖省市级“创新、创意及创业”第九届全国大学生电子商务“创新、创意及创业”挑战赛 安徽省一等奖省市级市场调查分析大赛第九届全国大学生市场调查分析大赛安徽省优秀奖省市级全国英语演讲大赛“外研社杯”全国英语演讲大赛 一等奖校级专题制作大赛“超星·云舟”杯专题大赛 二等奖校级模型制作大赛第十一届“爱农杯”模型制作大赛 二等奖校级配音大赛第十一届“爱农杯”英、日、法配音大赛 一等奖校级篮球联赛安徽农业大学篮球联赛（第四名）校级英语达人秀“新东方”杯英语达人秀 一等奖校级,人工湿地植物群落构建及对湿地生态环境效益的研究nannan,108.0,1.0,1.0,34.0,1.0,64.06
116,127,0.0,535.0,494.0,0.9273,nannannan,nannannan,88.0,1.0,1.0,13.0,0.0,0.0
118,129,0.0,429.0,420.0,0.945,全国大工赛国赛优秀奖全国大学生工业设计大赛新锐奖（两项）省市级全国大工赛省级二等奖全国大学生工业设计大赛河北省赛区二等奖省市级the A’ Design AwardThe iron A’ Design Award其他河北省文创大赛优秀奖农行杯”2018河北省文化创意设计大赛省市级校级一等奖学金河北工业大学校级一等奖学金校级东莞杯工设大赛入围奖2018年东莞杯国际工业设计大赛概念组入围奖国家级,新能源汽车座椅材质优化设计及舒适度评估体系构建研究论文与座椅模型省市级,47.0,1.0,1.0,13.0,0.0,0.0
120,131,0.0,482.0,523.0,0.8140000000000001,国家奖学金nan国家级黑龙江省三好学生nan省市级模范团干部nan校级演讲比赛一等奖园林学院“转换角色，沟通你我”讲师挑战赛院级征文大赛三等奖东北林业大学“携手抗艾，重在防艾”主题征文大赛校级最佳辩手园林学院新生杯辩论赛院级,花楸花粉超低温保存的探究发表论文《花楸花粉超低温保存及再生》至《福建农业学报》。国家级,67.0,1.0,2.0,23.0,0.0,0.0
121,132,0.0,541.0,496.0,0.89,全国大学生英语竞赛2019年全国大学生英语竞赛C类三等奖国家级正大杯市场调查与分析2019年4月以参赛作品《开封市旅游年卡市场需求现状研究-基于开封市在校大学生的调查与分析》获得“正大杯”全国大学生市场调查与分析大赛省级二等奖省市级河南大学三好学生2017-2018学年中综合表现优秀，获得河南大学三好学生校级河南大学奖学金2017-2018学年学习成绩优异，荣获河南大学奖学金校级河南大学优秀学生干部2017-2018学年中，在班级工作中认真负责，被评为优秀学生干部校级2河南大学三好学生2016-2017学年中综合表现优秀，荣获河南大学三好学生校级2河南大学奖学金2016-2017学年中学习成绩优秀，荣获河南大学奖学金校级河南大学市场调查分析3.	2018年以参赛作品《高校聚宝盆？开封市高校商业街微观主体经营状况调查报告》获得第一届河南大学大学生市场调查与分析大赛优秀奖校级我与资助微故事大赛2018年获得河南大学第三届“我与资助”微故事大赛三等奖校级,市场调查与分析获得“正大杯”全国大学生市场调查与分析大赛省级二等奖省市级百县千村人口流动调研与数据库建设项目我的成就在于做好初步的调研数据的处理分析，为老师们进一步的科研工作做好准备工作其他,14.857142857142858,7.0,1.0,41.0,0.0,0.0
122,133,0.0,531.0,458.0,0.9725,国家奖学金nan国家级校级三好学生nan校级校级优秀团员nan校级,nannannan,130.0,1.0,2.0,42.0,0.0,0.0
123,134,0.0,461.0,432.0,0.9375,校级二等奖学金nan校级国家励志奖学金nan国家级正大杯实战营销挑战赛nan校级大学生足球赛志愿者nan校级计算机二级证书nan国家级五四优秀共青团员nan院级,nannannan,24.0,1.0,1.0,15.0,0.0,0.0
125,136,0.0,494.0,476.0,0.905,全国大学生英语竞赛奖nan国家级“创青春 中国联通”挑战杯 省级银奖省市级创青春·中国联通《新一代复合益生菌剂(猪用)研发及产业研究》荣获2018年“创青春·中国联通”安徽省大学生创业大赛银奖省市级创青春  中国联通《合肥镰刀兔子电子商务有限公司》荣获2018年“创青春·中国联通”安徽省大学生创业大赛铜奖省市级安徽省生态科技大赛安徽省生态科技大赛《基于互联网大背景下的农林二次资源流通平台推广》二等奖省市级第四届互联网加银奖《基于兽医专家系统与复合益生菌的动物康养平台》第四届互联网加银奖省市级第五届互联网加铜奖两个项目：第五届互联网加《云农场》省级铜奖 《专业原创与短视频服务供应商》省级铜奖省市级“海发杯”跨境电商优“海发杯”跨境电商优秀团队奖省市级2016-2017学年专业一nan省市级2016-2017学年优秀学2016-2017学年优秀学生干部校级2016-2017学年三好学2016-2017学年三好学生校级2017-2018学年专业一2017-2018学年专业一等奖学金校级2017-2018学年三好学2017-2018学年三好学生校级外研社杯全国英语阅读“外研社杯”全国英语阅读大赛安徽农业大学选拔赛三等奖校级外研社杯全国写作“外研社杯”全国英语写作大赛安徽农业大学选拔赛二等奖校级安徽农业大学“兴农杯安徽农业大学“兴农杯”大学生创客大赛中《生态农夫》三等奖校级互联网+校级二等《云病理》校级互联网+二等奖校级三创赛二等奖《阿拉丁植物护理专家》获第八届全国大学生电子商务“创新、创意及创业”挑战赛一等奖校级时代安农景观设计大时代安农景观设计大赛校级二等奖校级互联网+校级二等奖《微景森林》校级二等奖校级植物鉴定大赛安徽农业大学第十一届“爱农杯”大学生实用技能竞赛——植物鉴定大赛一等奖校级模型制作大赛大学生实用技能竞赛——模型制作大赛三等奖校级挑战杯校级优秀奖nan校级主题征文大赛主题征文大赛校级二等奖校级足球赛足球赛第四名校级手绘设计大赛安徽农业大学第十一届“爱农杯”手绘设计大赛二等奖校级植物水培大赛“爱农杯”大学生实用技能竞赛——植物水培大赛二等奖；校级2018年度中国自立自强2018年度中国自立自强大学生国家级艾滋病知识竞赛第二届全国艾滋病知识竞赛优秀奖国家级环保知识竞赛全国大学生环保知识竞赛优秀奖国家级,氮沉降对香榧生理生态的影响校级大创待结题其他一种减轻桃果实冷害褐变的低功率微波技术获得安徽省大学生食品创新大赛优秀奖省市级天敌实验—不同龄期与数量的蠋蝽对美国白蛾的刺吸作用得出初步结论其他,71.0,1.0,1.0,34.0,1.0,80.12
126,137,0.0,446.0,454.0,0.855,十六届挑战杯省一等奖为项目负责人，证书未发放省市级“舞动中国-排舞联赛普通高校混合双人自选国一、单人高级曲目国二国家级2018创青春省铜奖团队第二负责人省市级”互联网+“校银奖团队第二负责人，证书未发放校级回乡看齐鲁社会调研校二等奖、为团队负责人校级,《让胶东之花活起来：对高密茂腔的现状调研及分析》第十六届“挑战杯”全国大学生课外学术科技竞赛省一等奖（团队负责人）；2018年“创青春”海尔山东省大学生创业大赛省铜奖（团队第二负责任人）省市级,118.0,1.0,1.0,37.0,0.0,0.0
127,138,0.0,531.0,436.0,0.895,nannannan,nannannan,22.666666666666664,3.0,1.0,14.0,0.0,0.0
128,139,0.0,519.0,433.0,0.9328,国家奖学金nan国家级北京市数学竞赛一等奖nan省市级GMC国际企业管理挑战nan国家级全国大学生沙盘模拟大nan国家级北马优秀个人志愿者nan省市级全国三下乡优秀团队nan国家级校级“三好学生”分别获得2016-2017学年及2017-2018学年校级三好学生校级青年五四奖章nan校级,O2O模式对大学生生活的影响完成论文《基于双边市场理论的O2O应用平台研究》，并获得校级大创项目二等奖。省市级社会信任的影响因素完成论文《高等教育对社会信任的影响及其作用机制》，并发表在消费导刊。省市级,62.0,2.0,1.0,11.0,0.0,0.0
129,140,0.0,563.0,526.0,0.8905,优秀团员nan校级优秀学生干部nan校级国家励志奖学金nan国家级优秀学生二等奖学金nan校级团员之星nan院级雅思成绩单nan其他计算机二级证书nan国家级,中国林业市场监测预警体系政策研究报告尚未发表其他国际上森林城市发展的主要经验与政策启示该报告于2019年3月获得国家林业和草原局的肯定性批示，为推动森林城市相关工作发挥重要作用。其他基于多源异构信息资源的科学前沿探测方法研究暂无省市级,8.666666666666666,3.0,2.0,11.0,1.0,90.25
130,141,0.0,446.0,432.0,0.9975,植物景观设计竞赛“方土—Garden”花园杯植物景观设计竞赛 作品《寻迹》获三等奖（获奖名单已公布，但截止本人报名期间证书暂未下发）省市级风景园林建造大赛黑龙江省风景园林建造大赛 作品《梦的阶梯》 获三等奖省市级艺术设计新星奖作品《色彩构成组图》获第21届黑龙江省艺术设计新星奖省市级校园雪雕大赛校园冰雪文化节大学生雪雕大赛 作品《呼吸》 获专业组二等奖校级校园摄影大赛校园网络文化节“镜头中的东林”主题摄影大赛 作品《秋·韵》获优秀奖校级“校模范团干部”获2017-2018年度“校模范团干部”荣誉称号校级国家级志愿者证书获2017-2018年度国家级善行100一星级志愿者证书国家级,大创《湖滨带土地利用异质性对大庆城市湖泊湿地水环境 “一种湖泊景观水微循环治理系统”获得了实用新型专利证书。国家级全国林业创新创业大赛获全国半决赛入围奖国家级,35.666666666666664,3.0,2.0,23.0,0.0,0.0
131,142,0.0,491.0,427.0,0.995,风景园林建造大赛“黑龙江省第一届风景园林建造大赛”二等奖省市级国家励志奖学金nan国家级花园杯2018花园杯植物景观设计竞赛（三等奖）（时空守望者）省市级,nannannan,53.50000000000001,2.0,2.0,23.0,0.0,0.0
132,143,0.0,578.0,485.0,0.9375,三好学生nan校级国家励志奖学金nan校级公益项目创新大赛第六届“金拇指”大学生公益项目创新大赛其他学生成绩优秀三等奖nan校级,基于城市群可持续发展能力下的绿色出行模式研究无其他,19.285714285714285,7.0,2.0,42.0,0.0,0.0
133,144,0.0,559.0,481.0,0.825,创业大赛第四届“互联网＋”大学生创新创业大赛全国三等奖国家级,nannannan,7.5,22.0,1.0,50.0,0.0,0.0
134,145,0.0,568.0,495.0,0.915,国家奖学金nan国家级国家励志奖学金nan国家级三好学生一等奖学金nan校级优秀共青团员nan校级优秀团务助理nan校级优秀工作案例nan校级装置艺术设计二等奖nan院级,南京农业大学大学生srt项目课题已结项其他,12.4,5.0,2.0,32.0,0.0,0.0
135,146,0.0,507.0,446.0,0.8460000000000001,nannannan,nannannan,37.66666666666666,3.0,1.0,13.0,0.0,0.0
136,147,0.0,508.0,507.0,0.8475,nannannan,nannannan,68.0,1.0,1.0,13.0,0.0,0.0
139,150,0.0,514.0,465.0,0.9075,国家奖学金在2018-2019学年度表现突出，因获中国大学生第十四届沙滩排球锦标赛第六名以及辽宁省大学生电子商务三创赛第二名，并且成绩优异，位于专业第一年级前三，而获国家奖学金国家级中国沙排锦标赛第六名在内蒙古响沙湾举办的中国大学生第十四届沙滩排球锦标赛中获得第四名的成绩国家级沈阳市优秀大学生nan省市级辽宁省运动会沙排第3nan省市级辽宁省cuba篮球赛第4nan省市级辽宁省排球第八名nan省市级辽宁省3v3篮球赛第8名nan省市级三好学生标兵nan校级校优秀学生干部nan校级校文体活动标兵nan校级校特等奖学金nan校级校一等奖学金nan校级,《虚拟穿搭，衣依所想-MGoutfit虚拟试衣平台》辽宁省大学生电子商务“创新，创意及创业”挑战赛二等奖省市级《虚拟试衣，衣依所想》互联网+校级铜奖其他,56.0,1.0,1.0,21.0,0.0,0.0
140,151,0.0,468.0,472.0,0.8079999999999999,三好学生内蒙古科技大学2016-2017学年度“三好学生”校级“五·四”优秀团员内蒙古科技大学2017年度“五·四”优秀团员校级自治区高校三好学生内蒙古自治区高校三好学生省市级国家励志奖学金2017-2018学年度国家励志奖学金国家级文明学生内蒙古科技大学2018年度文明学生校级“互联网+”金奖内蒙古科技大学第五届“互联网+”大学生创新创业大赛金奖校级,nannannan,46.0,3.0,1.0,15.0,0.0,0.0
141,152,0.0,428.0,0.0,0.91,国家励志奖学金连续两年获得国家励志奖学金国家级专业比赛荣获全国大学生人力资源管理知识技能竞赛大区赛特等奖，并将于今年11月去参加总决赛国家级黑龙江省“三好学生”曾荣获黑龙江省“三好学生”荣誉称号省市级校“优秀女大学生”曾荣获东北石油大学“优秀女大学生标兵”荣誉称号校级校“优秀学生干部”身为组织主席，曾获东北石油大学“优秀学生干部标兵”荣誉称号校级,大学生就业匹配问题研究—基于大庆市三所高校的调查分项目最终获得黑龙江省省级评定。并且，我曾以第一作者身份发表论文《大学生专业设置与就业匹配的问题研究》省市级,29.0,1.0,1.0,23.0,0.0,0.0
143,154,0.0,596.0,598.0,0.818,全国大学生英语竞赛一等奖国家级河北大学三好学生nan校级河北大学学生奖学金一等奖校级国家励志奖学金nan国家级外研社杯全国阅读大赛二等奖校级团学活动积极分子nan校级社团活动先进个人nan校级雅思协会会长nan校级论文12018年10月我在国家级期刊《经济管理》上发表论文《从固定汇率制和浮动汇率制角度浅谈中国汇率制度改革》国家级论文22019年1月在省级期刊《今古传奇》上发表论文《从经济学角度浅谈雄安新区国际化发展资源的话语建构问题》省市级论文32019年2月在省级期刊《现代营销》上发表论文《基于电商平台的农村“链式金融+精准扶贫”模式的优势分析》省市级论文42019年4月在省级期刊《商业故事》上发表论文《浅析事业单位改革》省市级,第三届全国高校互联网金融应用创新大赛取得了省级第二名的优异成绩。我的团队协作能力、实践操作能力和专业知识能力都有所提升。省市级2018年创新创业训练项目2019年6月，该项目顺利结项，获得评委老师的认可和好评。通过此项目，我逐渐掌握了调研活动的研究性方法，也认识到调研活动的价值和重要性。其他,15.555555555555555,9.0,1.0,13.0,0.0,0.0
144,155,0.0,557.0,532.0,0.9293,山东省数学竞赛山东省大学生数学竞赛三等奖省市级全国英语竞赛2018年全国大学生英语竞赛三等奖国家级全国英语竞赛2019年全国大学生英语竞赛三等奖国家级会计技能挑战赛第三届能源杯全国大学生财会技能挑战赛三等奖国家级数学竞赛山东理工大学第十七届大学生数学竞赛一等奖校级外研社外研社杯全国英语阅读大赛校级初赛一等奖校级奖学金，荣誉称号各类奖学金荣誉称号等校级,发表论文《会计信息化下的中小企业云会计建设》其他论文《中小企业最优存货管理》其他,127.0,1.0,1.0,37.0,0.0,0.0
145,156,0.0,604.0,491.0,0.915,河南大学三好学生nan校级河南大学奖学金nan校级大学生英语竞赛优秀奖国家级翻译比赛优秀奖nan国家级,nannannan,44.0,2.0,1.0,41.0,0.0,0.0
147,159,1.0,427.0,0.0,0.8351000000000001,优秀学生三等奖学金nan校级优秀学生干部（团委）nan校级,nannannan,2.125,24.0,2.0,11.0,1.0,79.45
148,160,0.0,444.0,447.0,0.915,2016-2017三好学生2016-2017年度中在综合素质测评中，被评为三好学生校级2017-2018三好学生在2017-2018年度综合素质测评中，被评为“三好学生”校级,nannannan,54.0,1.0,1.0,41.0,0.0,0.0
150,162,0.0,598.0,613.0,0.8119999999999999,六级优秀奖北京工商大学六级优秀奖校级暑期社会实践二等奖大学生暑期社会实践论文二等奖校级,nannannan,19.5,4.0,1.0,11.0,0.0,0.0
151,163,0.0,515.0,452.0,0.8539999999999999,国家励志奖学金nan省市级三好学生标兵nan校级优秀团员nan院级,nannannan,76.0,3.0,1.0,41.0,0.0,0.0
152,164,0.0,432.0,432.0,0.86,国家奖学金nan国家级国家励志奖学金nan省市级三好学生标兵nan校级第三届能源杯财会技能nan国家级,nannannan,118.0,1.0,1.0,41.0,0.0,0.0
153,165,0.0,590.0,484.0,0.8720000000000001,nannannan,nannannan,39.0,3.0,1.0,35.0,0.0,0.0
154,166,0.0,608.0,621.0,0.9875,校级三好学生2016-2017学年南京林业大学“三好学生”称号校级阿诗帝亚奖学金2016-2017学年南京林业大学阿诗帝亚奖学金校级校级优秀学生干部2017-2018学年南京林业大学“优秀学生干部”称号校级2017NECCS二等奖2017全国大学生英语竞赛获得二等奖国家级2018NECCS二等奖2018全国大学生英语竞赛二等奖国家级院优秀学干2017-2018学年风景园林学院“五四”团内先进评比“优秀学生干部院级校优秀共青团员2016-2017学年南京林业大学“五四“团内先进评比“优秀共青团员”校级词汇语法竞赛三等奖2017南京林业大学第七届大学生英语词汇语法竞赛三等奖校级校营建优秀奖2017年风景园林学院第二届校外营建竞赛优秀奖院级,遗传算法优化废弃矿坑景观规划设计研究未结题国家级,13.9,10.0,1.0,32.0,0.0,0.0
155,167,0.0,448.0,442.0,0.89,nannannan,nannannan,17.333333333333332,6.0,1.0,41.0,0.0,0.0
156,168,0.0,535.0,481.0,0.8300000000000001,nannannan,《青岛上市公司内部控制评价体系的研究》的校创项目在此期间，我们查找了青岛29家上市公司的内部控制评价报告，手工整理了青岛上市公司内部控制评价报告的披露情况，并查找大量相关文献了解内部控制评价体系，我们借鉴《企业内部控制评价指标体系研究》中内部控制评价指标的构架方法，设计了的两层级指标体系。其他,59.5,2.0,1.0,37.0,0.0,0.0
157,169,0.0,504.0,0.0,0.995,“挑战杯”全国大学生nan校级暑期社会实践校级先进nan校级,低温胁迫对柳叶马鞭草生理的影响结题报告其他虎耳草与活血丹对异质性光照条件适应的比较分析结题报告其他,17.6,5.0,2.0,51.0,0.0,0.0
159,171,0.0,432.0,391.0,0.8240000000000001,志愿服务大赛第三届中国青年志愿服务项目“素造未来”大赛 银奖国家级社会创新大赛创行世界杯中国站社会创新大赛国家赛 二等奖国家级英语C类竞赛全国大学生英语C类竞赛二等奖国家级全国英语大赛“外研社杯”全国英语阅读大赛三等奖国家级全国英语写作大赛“外研社杯”全国英语写作大赛二等奖国家级,百分树现代农业开发项目项目尚在开展过程中国家级长春市七彩莓果业有限公司项目获：第三届吉林省“互联网+”大学生创新创业大赛铜奖长春市2017青年科技创新创业大赛三等奖并获得五万元扶持资金省市级明德创意文化广告设计公司以设计并制作出树牌、明信片等，并广泛投入使用、销售国家级长白山区野生软枣猕猴桃配套栽培技术研究在《江苏农业科学》中发表论文《应用响应面法优化软枣猕猴桃的一步成苗培养基》省市级白檀SRAP-PCR体系优化及引物筛选nannan遮阴对玉带草光合特性的影响在《江苏农业科学》发表论文《遮阴对玉带草光合特性的影响》省市级玉带草光合特性的研究nannan,71.0,1.0,1.0,22.0,0.0,0.0
161,173,0.0,457.0,0.0,0.8629000000000001,最佳调研分析奖中国城市规划协会与全国城乡规划专指委主办的第六届“西部之光”大学生规划设计竞赛，主要考察学生的城市设计能力。国家级国家励志奖学金勤奋学习、努力进取，在德、智、体、美等方面全面发展。国家级2017国家励志奖学金勤奋学习、努力进取，在德、智、体、美等方面全面发展。国家级自治区高校三好学生学习优异，积极进取省市级2017年度自强之星勤奋刻苦，自强不息，学习优异校级校级三好学生nan校级校级优秀学生干部nan校级哈工大建造大赛三等奖nan校级规划年会主题征集nan校级国际生土建造节参加香港中文大学举办的“2018国际生土建造节”，与来自日本东京西北大学、瑞尔森大学、云南大学等八所国内外高校的师生和生土研究学者交流学习生土文化和生土建造技术其他创新精神与城市发展参加我校与麻省理工学院举办的“创新精神与城市发展”夏令营并担当重要角色其他七彩杯纪念一二九活动校级一等奖学金共获得三次校级优秀学生一等奖学金校级二等奖学金共获得两次校级优秀学生二等奖学金校级三等奖学金共获得两次校级优秀学生三等奖学金校级自强之星单项奖学金2017年度自强之星单项奖学金校级,生态校园与景观装置模拟对比实验1、发表国家级期刊《中国高新科技》论文一篇，题为《生态校园与景观装置模拟对比实验——以内蒙古工业大学为例》；2、获得实用新型专利《生态校园装配式景观装置》一项，专利号：2019 2 0401829.0；3、代表内蒙古工业大学科创项目接受内蒙古电视台采访。省市级乌梁素海零能耗集合式生土住居设计获得内蒙古工业大学第十一届大学生节能减排社会实践与科技竞赛第一名其他空间句法视角下的动态复合景观构筑设计研究第一发明人获得外观设计专利《房门》一项，专利号：ZL 2018 3 0755049.7；其他,14.5,2.0,1.0,15.0,0.0,0.0
162,174,0.0,543.0,435.0,0.9275,服创大赛国家二等奖中国大学生第九届服务外包创新创业大赛国家级二等奖国家级长沙市创新创业一等奖长沙市大学生创新创业大赛一等奖省市级计算机设计大赛二等奖中国大学生第十二届计算机设计大赛国家级二等奖国家级校级优秀学生干部nan校级校级甲等奖学金nan校级优秀共青团员nan校级,不同基质接种外生菌根真菌对锥栗幼苗生长及酶活性的影发表文章《不同接菌方式对锥栗幼苗生长及光合的影响》，获第六届中国林学会会议论文三等奖、项目成果参加长沙市大学生创新创业大赛获得一等奖。国家级,156.0,1.0,1.0,43.0,1.0,90.26
163,175,0.0,471.0,453.0,0.9056,全国大学生数学建模竞作为队长，主持完成竞赛论文。负责问题一中运用SPSS软件对任务位置进行k-means聚类分析，问题二、三、四中运用MATLAB和C语言编程，筛选任务点以及对任务点进行打包处理。省市级中国创新创业大赛作为队长，主持完成项目计划书。负责市场分析，运用eviews软件进行市场预测。省市级“互联网+”大创比赛作为队员参加了第四届“互联网+”大学生创新创业大赛，我主要负责“莜来已久——莜麦科技红色筑梦之旅”创业计划书中的投资分析和风险分析。省市级挑战杯学术竞赛作为队员参加“挑战杯”全国大学生课外学术科技作品竞赛，我主要负责报告书中“粮改饲”政策评价指标体系的构建。省市级河北农业大学三好学生nan校级河北农业大学一等奖学nan校级优秀共青团员nan校级一等奖学金nan校级,参与本专业老师的河北省第三次全国农业普查研究课题获得重点课题二等奖省市级大学生创新创业训练项目国家级立项并顺利结项国家级,40.0,1.0,1.0,13.0,0.0,0.0
164,176,0.0,476.0,452.0,0.9084,三好学生nan校级三等奖学金nan校级优秀调查报告nan院级青年志愿服务纪念证书nan其他读书与社会实践我的《读书与社会实践调查报告》获得山东农业大学思想政治理论课实践教学优秀奖院级奖学金三等奖学金校级党校结业证书nan其他,nannannan,82.0,1.0,1.0,37.0,1.0,74.86
