,uid,honour
979,192.0,国家励志奖学金nan国家级
980,192.0,二等优秀学生奖学金nan校级
981,192.0,三等优秀学生奖学金nan校级
982,193.0,nannannan
983,194.0,nannannan
984,195.0,国家励志奖学金nan国家级
985,195.0,自治区三好学生nan省市级
986,195.0,财税技能大赛二等奖第三届“航信杯”财税技能大赛内蒙古赛区二等奖省市级
987,195.0,校级三好学生nan校级
988,195.0,财税技能大赛一等奖校级首届“福思特杯”财税技能大赛一等奖校级
989,195.0,优秀实习大堂经理在中国建设银行鄂尔多斯分行实习，优异的表现使我获得“优秀实习大堂经理”称号。其他
990,195.0,优秀营员华中农业大学其他
991,196.0,nannannan
992,197.0,悠悠南音第二届“憧憬.美丽中国”艺术设计大赛 暨第五届“金埔杯”国际城市景观设计大赛 学术组 银奖        主办：中国林学会国家级
993,197.0,环亚杯第四届环亚杯中日设计交流展 学生组 金奖国家级
994,197.0,江苏高校校报优秀作品2018江苏省高校校报优秀作品评选 三等奖省市级
995,197.0,江苏省大学生万人计划江苏省大学生万人计划设计学专业学术冬令营”成果汇报一等奖省市级
996,197.0,中日青年影像交流展摄影作品中日青年影响艺术交流展，在上海和日本同时展出国家级
997,197.0,华为杯摄影展3张作品入围华为杯摄影展从4月2日起在中国美术学院上海校区、东华大学、华东理工大学、上海美术学院、上海师范大学谢晋影视艺术学院、华东师范大学、上海视觉艺术学院陆续展出省市级
998,198.0,国家奖学金nan国家级
999,199.0,nannannan
1000,200.0,nannannan
1001,201.0,nannannan
1002,202.0,2018笹川杯-感知日本《平和と友好―中日関係の原点と未来》全国征文大赛三等奖国家级
1003,202.0,奖学金2016-2017第一学期校二等综合奖学金校级
1004,202.0,校级奖学金nan校级
1005,202.0,校级日语演讲二等奖nan校级
1006,202.0,校级三好学生nan校级
1007,203.0,优秀共青团员团学工作优秀，获得校优秀共青团员称号校级
1008,203.0,三好学生学习成绩优异，学生工作优秀校级
1009,203.0,“外研社”英语阅读赛2018全国“外研社杯”英语阅读大赛校三等奖校级
1010,203.0,优秀学生干部学生会工作表现优秀，被评为优秀学生干部校级
1011,203.0,春晓杯英语口语比赛2019UIR春晓杯英语口语比赛二等奖校级
1012,203.0,优秀团员团学工作优秀，被评为优秀共青团员校级
1013,204.0,nannannan
1014,205.0,nannannan
1015,206.0,优秀营员优秀营员其他
1016,206.0,河北省省级三好学生2019年被评为河北省省级三好学生省市级
1017,206.0,河北大学优秀团员在2016-2017学年，被评为河北大学优秀共青团员校级
1018,206.0,2018年优秀团员在2017-2018学年，被评为河北大学优秀共青团员校级
1019,206.0,2017年校级三好学生2017年被评为河北大学三好学生校级
1020,206.0,2018年校级三好学生在2017-2018学年被评为河北大学三好学生校级
1021,206.0,ERP培训合格证书2019年5月31日至6月5日参加了由广东省认知科学学会举办的事件相关电位（ERP）高级讲习班培训课程，成绩合格并顺利结业。其他
1022,207.0,nannannan
1023,208.0,入围红点奖初审两个做作品均入围初审国家级
1024,208.0,东莞杯入围奖省市级
1025,208.0,电子商务竞赛校级三等奖校级
1026,208.0,甲等奖学金nan校级
1027,209.0,一二九演讲比赛一等奖nan院级
1028,209.0,大连马拉松优秀志愿者nan省市级
1029,209.0,三好学生nan校级
1030,209.0,全国知识竞赛优秀奖nan国家级
1031,209.0,优秀共青团干部nan校级
1032,209.0,校综合奖学金nan校级
1033,209.0,书法三等奖舞蹈一等奖nan省市级
1034,209.0,校综合奖学金nan校级
1035,209.0,优秀学生干部nan校级
1036,209.0,大学生创新创业训练nan校级
1037,210.0,nannannan
1038,211.0,书法比赛河北大学三余书法社第39届新生杯书法比赛三等奖校级
1039,211.0,优秀干事河北大学KAB创业俱乐部优秀干事校级
1040,211.0,优秀学生奖学金证书大一学年校级
1041,211.0,书法临池奖河北大学三余书法社新生杯临池奖校级
1042,211.0,优秀学生奖学金大二学年校级
1043,212.0,nannannan
1044,213.0,先进个人2017学生暑期“三下乡”社会实践活动院级
1045,213.0,优秀学生2017—2018学年度成绩优异，综合表现突出院级
1046,214.0,三好学生nan校级
1047,214.0,“互联网+”双创银奖nan省市级
1048,214.0,一等奖学金nan校级
1049,214.0,三等奖学金nan校级
1050,214.0,河北省双创大赛三等奖nan省市级
1051,214.0,2017中华魂征文一等奖nan省市级
1052,214.0,2018中华魂征文一等奖nan省市级
1053,214.0,2017优秀共青团员nan校级
1054,214.0,2018优秀共青团员nan校级
1055,214.0,社会活动优秀奖nan校级
1056,214.0,校级征文二等奖nan校级
1057,215.0,互联网+创新创业大赛项目负责人在《本科生提前进入实验室》课改项目下，进入实验室nan
1058,216.0,国家励志奖学金nan校级
1059,217.0,保护马尾松奖学金荣获2016-2017学年南京林业大学保护马尾松奖学金校级
1060,217.0,棕榈奖学金荣获2017-2018学年南京林业大学棕榈奖学金校级
1061,217.0,校三好学生荣获2016-2017学年南京林业大学“三好学生”称号校级
1062,217.0,校级三好学生荣获2017-2018学年南京林业大学“三好学生”称号校级
1063,217.0,校优秀共青团员荣获2016-2017学年南京林业大学“优秀共青团员”称号校级
1064,217.0,校级优秀共青团员荣获2016-2017学年南京林业大学“优秀共青团员”称号校级
1065,217.0,优秀学生干部在2018-2019学年“五四”团内先进评比中，因表现突出，被授予“优秀学生干部”称号院级
1066,218.0,国家奖学金nan国家级
1067,218.0,国家励志奖学金nan国家级
1068,218.0,竞赛奖内蒙古自治区第5届高等院校企业竞争模拟大赛一等奖省市级
1069,218.0,竞赛奖22018年“创青春”全区大学生创业大赛创业计划竞赛二等奖省市级
1070,218.0,竞赛奖项2018年全国大学生管理决策模拟大赛内蒙古自治区省赛三等奖省市级
1071,218.0,竞赛奖项2华北区第七届（2017年）高等院校企业竞争模拟大赛二等奖省市级
1072,218.0,三好学生nan省市级
1073,218.0,十佳十佳学习标兵校级
1074,218.0,优干优秀学生干部校级
1075,218.0,优秀团员2016-2017年度校级
1076,219.0,美国大学生数学建模竞美国大学生数学建模竞赛M奖。针对美国阿片类药物滥用现状，建立阿片类药物传播模型，描述阿片类药物传播特征，回溯寻找传播源头，预测未来传播趋势。在此基础上，提出了抑制阿片类药物传播的合理政策建议。其他
1077,219.0,全国大学生数学建模全国大学生数学建模竞赛山东赛区一等奖。利用贪婪算法，研究车间机械手调度问题，给出故障发生时的处理办法。省市级
1078,219.0,亚太地区数学建模亚太地区数学建模竞赛一等奖。研究影响老年人身体平衡的因素，并判断其平衡状态。其他
1079,219.0,优秀共青团员nan校级
1080,219.0,优秀学生nan校级
1081,219.0,优秀学生干部nan校级
1082,219.0,优秀义工nan其他
1083,219.0,一等奖学金nan校级
1084,219.0,三等奖学金nan校级
1085,220.0,校优秀学生一等奖学金nan校级
1086,220.0,大二校一等奖学金nan校级
1087,220.0,商科才俊奖学金nan院级
1088,220.0,数学竞赛三等奖北京市大学生数学竞赛三等奖省市级
1089,220.0,数学建模S奖美国大学生数学建模竞赛S奖国家级
1090,220.0,物流设计大赛校二等奖“马钢杯”全国大学生物流设计大赛校二等奖校级
1091,220.0,品牌策划大赛三等奖nan国家级
1092,221.0,国家励志奖学金nan国家级
1093,221.0,国家奖学金综合成绩、学分绩点均位于学院前1%国家级
1094,221.0,全国大学生金融精英挑nan国家级
1095,221.0,“新道杯”沙盘模拟nan省市级
1096,221.0,“学创杯”创业综合nan省市级
1097,221.0,“互联网+”nan省市级
1098,221.0,“优秀共青团干”nan校级
1099,221.0,“优秀采编播”nan校级
1100,221.0,校运会nan校级
1101,222.0,nannannan
1102,223.0,国家励志奖学金nan国家级
1103,223.0,河北工业大学奖学金nan校级
1104,223.0,优秀志愿者nan院级
1105,224.0,nannannan
1106,225.0,校英语情景剧大赛三等nan校级
1107,225.0,院第五届互联网+创新nan院级
1108,225.0,二等奖学金nan校级
1109,226.0,艾景奖优秀论文《乡村振兴背景下的海南岛传统村落空间分布及其驱动力研究》国家级
1110,226.0,特等综合奖学金nan校级
1111,226.0,三好学生nan校级
1112,227.0,nannannan
1113,228.0,校级优秀学生三等奖nan校级
1114,229.0,北京林业大学寒假招生nan校级
1115,229.0,北京林业大学优秀学生北京林业大学优秀学生二等奖学金校级
1116,229.0,经济管理学院跨专业虚拟商业实习优秀员工校级
1117,230.0,优秀学生三等奖学金nan校级
1118,230.0,文体奖学金nan校级
1119,230.0,优秀学生三等奖nan校级
1120,232.0,北京市三好学生nan省市级
1121,232.0,优秀学生干部nan校级
1122,232.0,武术集体项目第一名北京市首都高校武术集体项目比赛集体太极扇项目第一名省市级
1123,232.0,“达标创优”优秀团员nan校级
1124,232.0,社会实践百强团队2017年度首都大中专学生暑期社会实践百强团队省市级
1125,232.0,学生讲思政课二等奖“践行社会主义核心价值观·凝聚最美中国梦”——北京林业大学学生讲思政课公开课展示活动 二等奖校级
1126,233.0,日语作文大赛三等奖日本侨报社主办中国人日语作文大赛三等奖国家级
1127,234.0,nannannan
1128,235.0,优秀学生三等奖学金李春豫同学在2016至2017学年度获得“优秀学生三等奖学金”校级
1129,235.0,优秀宣传委员李春豫同学在北京林业大学2018年共青团“达标创优活动评选中，荣获“优秀宣传委员”称号。校级
1130,235.0,优秀学生干部李春豫同学在2017至2018学年度获得“优秀学生干部”。校级
1131,235.0,优秀学生三等奖学金2李春豫同学在2017至2018学年度获得“优秀学生三等奖学金”。校级
1132,235.0,暑期社会实践三等奖响应党组织号召，加入林统党支部实践队赴北京市怀柔区渤海镇北沟村进行“红色1+1”社会实践活动。院级
1133,235.0,学干之星李春豫同学在北京林业大学经济管理学院2017-2018学年团学评优中被评为“学干之星”。院级
1134,235.0,团员之星李春豫同学在北京林业大学经济管理学院2017-2018学年团学评优中被评为“团员之星”。院级
1135,236.0,校长教学金本科校长一等奖学金校级
1136,236.0,三好学生nan校级
1137,236.0,优秀共青团员nan院级
1138,236.0,校长一等奖学金nan校级
1139,236.0,优秀青年志愿者nan院级
1140,236.0,三好学生2nan校级
1141,236.0,18-19优秀共青团员nan校级
1142,236.0,艾滋病知识竞赛nan国家级
1143,236.0,环保知识竞赛nan国家级
1144,236.0,迎12.5优秀工作者nan院级
1145,237.0,优秀学生二等奖学金nan校级
1146,237.0,优秀学生三等奖学金nan校级
1147,237.0,优秀宣传委员nan校级
1148,237.0,校级优秀宣传委员nan校级
1149,237.0,团员之星nan院级
1150,238.0,nannannan
1151,241.0,nannannan
1152,242.0,三好学生在本科期间，因成绩优秀，在各方面都表现良好，故曾获得三次三好学生称号。校级
1153,242.0,国家励志奖学金本科期间因成绩优秀，家庭贫困，曾获得两次国家励志奖学金。校级
1154,242.0,优秀团员本科期间，因表现良好，曾获得三次优秀团员称号校级
1155,243.0,nannannan
1156,244.0,国家奖学金大二学年学业与综合测评双第一国家级
1157,244.0,财会能力大赛一等奖荣获中国商业会计学会举办的国家级2018年“科云杯”全国大学生财会职业能力大赛（本科组）全国总决赛一等奖国家级
1158,244.0,校级一等奖学金荣获河北农业大学校级一等奖学金校级
1159,244.0,校级社会活动优秀奖荣获河北农业大学校级社会活动优秀奖校级
1160,244.0,会计技能大赛一等奖荣获河北农业大学文管学院第三届会计技能大赛一等奖院级
1161,244.0,“嘉吉菁英奖学金”全校8人中排名第1名校级
1162,245.0,省级三好学生nan省市级
1163,245.0,建模国赛二等奖nan省市级
1164,245.0,APCMC建模比赛三等奖nan国家级
1165,245.0,校建造节二等奖nan校级
1166,245.0,农业园设计赛三等奖nan校级
1167,245.0,校三好学生nan校级
1168,245.0,校建造节三等奖nan校级
1169,246.0,暑期社会实践活动一等nan校级
1170,247.0,云南省级三好学生nan省市级
1171,247.0,校级三好学生nan校级
1172,249.0,北京市三好学生nan省市级
1173,249.0,校“优秀共青团员”nan校级
1174,249.0,奖学金连续两年获校级奖学金校级
1175,249.0,工作优秀连续两年中国矿业大学管乐团工作优秀校级
1176,249.0,计算机计算机二级 office与计算机三级考试均一次通过其他
1177,249.0,证券资格证一次通过其他
1178,251.0,首届乡村振兴绿点大赛国家首届乡村振兴“绿点大赛”竞赛 三等奖国家级
1179,251.0,作品“理想家园”入选作品“理想家园”入选第16届威尼斯国际建筑双年展中国高等院校建筑学科师生优秀美术作品文献展其他
1180,251.0,一等奖学金同济大学本科优秀学生奖学金 一等奖（高福诺奖学金）校级
1181,251.0,二等奖学金同济大学本科优秀学生奖学金 二等奖校级
1182,251.0,优秀学生同济大学“优秀学生”称号校级
1183,251.0,优秀学生干部同济大学“优秀学生干部”称号校级
1184,251.0,建造节竞赛2017年同济大学国际建造节竞赛荣获三等奖校级
1185,251.0,艺术总团优秀团员标兵同济大学学生艺术总团优秀团员标兵校级
1186,251.0,军政训练期间优秀学员2016级大学生集中军政训练期间“优秀学员”称号校级
1187,251.0,小班主任聘书2018级风景园林一班小班主任院级
1188,251.0,班长聘书2016级风景园林一班 班长院级
1189,251.0,创新创意项目优秀奖”预见2050——触摸中国梦“创新创意项目优秀作品奖校级
1190,254.0,暑期研讨会优秀学员nan其他
1191,254.0,校级二等奖学金nan校级
1192,254.0,学习奋进奖学金nan校级
1193,254.0,心理剧大赛一等奖nan校级
1194,254.0,优秀志愿者中国社会心理大会2019学术年会优秀志愿者其他
1195,255.0,nannannan
1196,256.0,河北农业大学一等奖学nan校级
1197,256.0,三好学生nan校级
1198,256.0,优秀共青团员nan校级
1199,256.0,二等奖学金nan校级
1200,256.0,社会活动优秀奖nan校级
1201,256.0,2019年优秀共青团nan校级
1202,257.0,中国高校计算机大赛华北赛区二等奖省市级
1203,257.0,数学建模网络挑战赛“认证杯”数学中国数学建模网络挑战赛二等奖国家级
1204,257.0,河北大学奖学金河北大学优秀学生奖学金三等奖校级
1205,257.0,河北大学优秀学生干部河北大学优秀学生干部校级
1206,258.0,国家励志奖学金2017-2018学年，学业成绩排名第四，综合成绩排名第八，获得“国家励志奖学金”国家级
1207,258.0,2017-2018学年河南大nan校级
1208,258.0,2018年度河南大学优秀nan校级
1209,258.0,河南大学第二届“金棕nan校级
1210,258.0,河南大学第一届“金棕nan院级
1211,258.0,河南大学第三届“新生nan校级
1212,258.0,2019年第三届全国大学nan国家级
1213,258.0,悉尼大学学习结业证书在2019年7月，入选河南大学“梦想计划”项目，全额资助在澳大利亚悉尼大学学习两周其他
1214,258.0,开封市青年旅游志愿者nan省市级
1215,258.0,“创青春”河南省大学nan校级
1216,258.0,2019郑开国际马拉松优参加2019郑开国际马拉松志愿服务，负责接待运动员省市级
1217,258.0,互联网+志愿者参加2019年第五届中国“互联网+”大学生创新创业大赛河南大学总决赛志愿服务，负责管理后台设备校级
1218,258.0,移动互联网比赛志愿者参加2019年全国移动互联网创新大赛河南赛区总决赛志愿服务，负责记录比赛分值，获得志愿者证书校级
1219,259.0,大学生英语竞赛2019年全国大学生英语竞赛C类三等奖国家级
1220,259.0,商业精英挑战赛二等奖2019年全国高校商业精英挑战赛会计与商业管理案例竞赛全国总决赛二等奖国家级
1221,259.0,国家励志奖学金2017―2018年度获得国家励志奖学金国家级
1222,259.0,互联网＋大赛省铜奖第四届“互联网+”大学生创新创业大赛中“云实验服务大赛”作品获得铜奖省市级
1223,259.0,调研河北二等奖2017调研河北中《课题脱贫攻坚视域下，大学生村村官工作现状及问题的研究》获二等奖省市级
1224,259.0,调研河北三等奖2017调研河北中课题《张家口风力发电应用推广研究》获三等奖省市级
1225,259.0,企业价值创造二等奖全国第二届“网中网杯”高校企业价值创造实战竞赛二等奖校级
1226,259.0,三好学生2017―2018三好学生校级
1227,259.0,优秀团员2017―2018优秀团员校级
1228,259.0,十大爱心人物河北经贸大学第三届“十大爱心人物”校级
1229,259.0,三创校赛三等奖）第七届全国大学生电子商务“创新、创业、创意”挑战赛中“出卖我的二”作品荣获三等奖校级
1230,259.0,一等奖学金2017―2018学年第一学期一等奖学金校级
1231,260.0,专业一等奖学金2018-2019年度专业一等奖学金（证书还未下发）校级
1232,260.0,专业三等奖学金2017-2018年度专业奖学金校级
1233,260.0,暑期社会实践优秀个人2017年校级暑期社会实践优秀个人校级
1234,260.0,优秀共青团员2016年度校级优秀共青团员校级
1235,260.0,优秀实习生河北师范大学教育学院优秀实习生院级
1236,261.0,nannannan
1237,262.0,黑龙江省三好学生nan省市级
1238,262.0,“畅捷通杯”个人三等奖省市级
1239,262.0,校级三好学生nan校级
1240,262.0,校优秀团干部nan校级
1241,262.0,校级一等奖学金nan校级
1242,262.0,“挑战杯”校级优秀奖校级
1243,262.0,校级二等奖学金nan校级
1244,262.0,一等奖学金nan校级
1245,262.0,哈商大一等奖学金nan校级
1246,263.0,二等奖学金2016-2017学年第一学期二等奖学金校级
1247,263.0,优秀学生干部2016-2017学年河北经贸大学优秀学生干部校级
1248,263.0,奖学金2016-2017学年第二学期二等奖学金校级
1249,263.0,暑期社会实践先进个人2017年河北经贸大学暑期社会实践先进个人校级
1250,263.0,征文比赛二等奖“中华魂”（辉煌与梦想）主题教育活动征文比赛二等奖校级
1251,263.0,一等奖学金2017-2018学年第一学期一等奖学金校级
1252,263.0,创新创业单项奖2017-2018学年公共管理学院本科生综合评奖“创新创业单项奖”院级
1253,263.0,优秀团员2017-2018学年优秀团员校级
1254,263.0,篮球比赛女子组第八名河北经贸大学2018年篮球比赛女子组第八名校级
1255,263.0,创新创业大赛一等奖河北经贸大学公共管理学院大学生创新创业大赛一等奖院级
1256,263.0,“互联网＋”省级铜奖河北省“互联网＋”大学生创新创业大赛铜奖省市级
1257,263.0,河北经贸大学奖学金2017-2018学年第二学期一等奖校级
1258,263.0,征文比赛优秀奖“中华魂”（腾飞的祖国——改革开放四十年）主题教育活动征文比赛优秀奖校级
1259,263.0,河北经贸奖学金2018-2019学年第一学期二等奖学金校级
1260,263.0,2019优秀团员河北经贸大学优秀团员校级
1261,263.0,创新创业立项大赛一等河北经贸大学公共管理学院创新创业立项大赛一等奖院级
1262,265.0,优秀学生干部nan校级
1263,265.0,学生军训优秀标兵nan校级
1264,265.0,校园运动达人nan校级
1265,265.0,班级骨干培训班优秀学nan校级
1266,265.0,文体优秀奖学金nan校级
1267,266.0,奖学金2016-2017学年学习优秀奖学金2017-2018学年社会贡献奖学金校级
1268,267.0,国家励志奖学金2016-2017国家励志奖学金nan
1269,269.0,nannannan
1270,270.0,2019年玄武设计营2019年玄武设计营优秀营员，东南大学举办。其他
1271,270.0,”三下乡“社会实践nan院级
1272,270.0,三好学生2016-2017学年南京林业大学“三好学生”称号校级
1273,270.0,奖学金2016-2017学年南京林业大学奖学金校级
1274,270.0,三好学生20182017-2018学年南京林业大学三好学生校级
1275,270.0,乾景园林奖学金nan校级
1276,270.0,优秀学生干部2017-2018学年南京林业大学“优秀共青团干部”称号校级
1277,270.0,社会实践广西百色田东县“情系桂北，向党百色”（团长）	国家农业部“乡村稼穑情，振兴中国梦”专项社会实践	“情系桂北，向党百色”“优秀团队”铜奖国家级
1278,270.0,优秀志愿者襄阳市中心医院暑期护工省市级
1279,270.0,2017优秀共青团员2016-2017校优秀共青团员校级
1280,270.0,2018校优秀共青团员2017-2018校优秀共青团员校级
1281,271.0,校一等奖学金表现良好，成绩优异校级
1282,271.0,校三好学生表现良好，全面发展校级
1283,271.0,校二等奖学金表现良好成绩优异校级
1284,271.0,优秀共青团员表现优异校级
1285,271.0,设计竞赛优秀奖南京大校场再生计划·RUNWAY PARK国际青年设计师  优秀奖其他
1286,272.0,国家奖学金nan国家级
1287,272.0,CFA Institute全球投在大二下学期，通过学院面试选拔（3/80），我以团队一员代表学院参加CFA协会全球投资分析大赛(CFA Institute Research Challenge)nan
1288,272.0,科技学术创新先进个人nan校级
1289,272.0,三好学生nan校级
1290,272.0,优秀学生干部nan校级
1291,272.0,优秀团员nan校级
1292,272.0,优秀志愿者nan校级
1293,272.0,综合一等奖学金曾获得综合一等奖学金4次、综合二等奖学金1次校级
1294,273.0,nannannan
1295,274.0,英文模拟法庭首届陕西高校英文模拟法庭联赛西北政法大学赛区季军唯一一名非法学专业学生入选，此比赛主要考察学生的逻辑思辨能力及英文辩论能力，通过这次比赛我结交了很多朋友，努力学习他们身上的闪光点，提升自己这才是竞赛的意义所在校级
1296,274.0,英文演讲比赛“外研社杯”暨第17届西北政法大学演讲比赛着重考察学生英文演讲水平及舞台表现力；这次比赛是我英语学习路途中的第一步，虽然最后很遗憾没有进决赛，但这项奖励给了我很大的鼓励和信心，一步一步脚踏实地的走，我相信我会不断进步的！校级
1297,274.0,三好学生西北政法大学一等奖学金-三好学生 该奖励是对我学习成绩的认可，为我之后的学习增添了动力，激励我要积极上进，不断进步校级
1298,274.0,创业大赛“第四届互联网+创新创业大赛西北政法大学赛区三等奖” 这次比赛让我感触最深的是团队力量的重要性，一个人的力量有限但团队的力量是无限的，充分发挥队员潜力，不仅可以提高团队效率还能提升作品质量校级
1299,274.0,国标舞锦标赛青艺办全国青少年舞蹈艺术节暨陕西省国标舞锦标赛院校组一等奖大学生呈现给大家的姿态应该是阳光积极向上的，刻苦学习是我们现阶段最重要的任务，但能够提升各方面综合能力就更是锦上添花了省市级
1300,274.0,优秀学生干部西北政法大学一等奖学金-优秀学生干部在校担任学习委员期间，我积极配合学院教务处工作，努力做好自己的本职工作，积极为班级同学服务，促进班级良好学习氛围，这次奖励是对我工作能力的认可，我会再接再厉。校级
1301,276.0,国家励志奖学金荣获2016至2017学年度国家励志奖学金国家级
1302,276.0,自治区挑战杯二等奖西藏自治区第七届“成才杯”大学生课外学术科技作品竞赛暨第十六届全国“挑战杯”竞赛西藏自治区选拔赛二等奖省市级
1303,276.0,西藏文学倔文杯二等奖在第五届《西藏文学》走进高校“倔文杯”征文大赛暨名家进校园主题活动中学生组（汉语）“二等奖”校级
1304,276.0,三好学生在2017-2018学年被评为“三好学生”校级
1305,276.0,优秀团员在2018学年度共青团工作中，成绩突出，被评为“优秀团员”校级
1306,276.0,美丽乡村规划一等奖在西藏农牧学院首届大学生“美丽乡村规划”设计作品大赛中，表现优异，荣获“一等奖”校级
1307,276.0,最佳运动员荣获第十六届“郑维列”杯排球联赛男子组“最佳运动员”荣誉称号校级
1308,276.0,最具内涵奖在西藏农牧学院“课堂、读书笔记展示大赛”中表现突出，荣获“最具内涵奖”校级
1309,276.0,最佳内容奖在西藏农牧学院“课堂、读书笔记展示大赛”中表现突出，荣获“最佳内容奖”校级
1310,277.0,nannannan
1311,278.0,综合奖学金1.获2016-2017学年黑龙江大学校三等综合奖学金2.获2017-2018学年黑龙江大学校二等综合奖学金校级
1312,279.0,湖南省财务大数据竞赛湖南省首届大学生财务大数据应用能力竞赛省市级
1313,279.0,会计初级技术资格nan国家级
1314,279.0,甲等奖学金nan校级
1315,279.0,国家计算机二级nan其他
1316,279.0,“长征”中南林业科技大学‘不忘初心，红心向党’思政课实践活动一等奖院级
1317,279.0,“武术”中南林业科技大学2018年公共体育课展演三等奖校级
1318,279.0,志愿者证书中南林业科技大学纪念办学60周年校庆志愿者服务工作校级
1319,279.0,英语听说能力合格证nan其他
1320,279.0,“艾滋病”知识竞赛nan其他
1321,279.0,国家励志奖学金nan国家级
1322,279.0,外联部副部长中南林业科技大学演讲与口才协会外联部副部长院级
1323,279.0,三好学生中南林业科技大学校级三好学生。校级
1324,279.0,素质拓展中南林业科技大学心理部2016年素质拓展活动“团队优胜奖”其他
1325,280.0,公寓设计“威海南海新区杯”第四届山东省大学生创意文化节省市级
1326,280.0,“会”同理心海报设计第六届中国高等院校设计作品大赛国家级
1327,280.0,会 同理心海报设计第六届中国高等院校设计作品大赛国家级
1328,281.0,优秀营员北京林业大学林学院2019暑期夏令营优秀营员校级
1329,281.0,发明创新大赛入围奖第13届北京发明创新大赛入围奖省市级
1330,282.0,三好学生nan校级
1331,282.0,社会工作先进个人nan校级
1332,282.0,一等奖学金nan校级
1333,282.0,俞新妥奖学金nan校级
1334,282.0,优秀共青团员nan院级
1335,282.0,优秀心理委员nan院级
1336,282.0,林苑之星nan院级
1337,282.0,职业规划大赛二等奖nan校级
1338,282.0,先进个人nan院级
1339,283.0,首届中国创新方法大赛nan省市级
1340,283.0,自治区三好学生nan省市级
1341,283.0,校三好学生nan校级
1342,283.0,校优秀学生干部nan校级
1343,283.0,全区首届创新方法大赛nan省市级
1344,283.0,第七届电子商务大赛nan校级
1345,283.0,优秀学生干部nan校级
1346,283.0,三好学生nan校级
1347,284.0,nannannan
1348,285.0,省优秀学生干部品格端正，责任心强。担任班长、党支部代理书记、支部宣传委员、院辩论鬼教练员。经学院推举获奖。省市级
1349,285.0,一等奖学金 优秀学生年度学习成绩专业排名1/27校级
1350,285.0,二等奖学金 优秀学生年度学习成绩专业排名2/22校级
1351,285.0,三等奖学金 优秀学生年度学习成绩专业排名2/22校级
1352,285.0,“互联网+”铜奖大学生创新创业竞赛《骐骥mooc—幼儿慕课教育平台》创业计划逻辑严密，产品模式优势突出、市场评估和风险对策考虑较全面，财务测算合理，有一定可行性。省市级
1353,285.0,“岭南杯”优秀奖第二届“岭南杯”风景园林设计竞赛《耦合相渗-碧水串珠》以81.5分获初审第11名，经决赛答辩，最终评为优秀奖。省市级
1354,285.0,思辨杯辩论赛殿军在全校性辩论赛众多参赛队中进入半决赛，获第四名校级
1355,285.0,院优秀辩手测评年度，比赛、带队、评审，成绩优秀院级
1356,285.0,“美哉云大”优秀奖绘画作品优秀，被图书馆收藏校级
1357,285.0,校优秀班干测评年度担任班长，认真踏实，服务同学校级
1358,285.0,院优秀党务工作者测评年度担任支委，党性优良，工作负责，七一表彰特发此奖院级
1359,285.0,有氧舞蹈大赛二等奖舞蹈编排优秀，动作到位，展现青春活力校级
1360,285.0,绿色建筑大赛一等奖建筑着重考虑生态效益，造型较独特，功能完善。院级
1361,285.0,院徽设计大赛二等奖概念突出，形式感强院级
1362,286.0,全国大学生英语竞赛nan国家级
1363,287.0,nannannan
1364,288.0,福建农林大学校三好学nan校级
1365,288.0,优秀共青团员nan院级
1366,289.0,第五届中国“互联网+第五届中国“互联网+”大学生创新创业大赛广西赛区银奖省市级
1367,289.0,2018年区政府奖学金2018年度广西壮族自治区人民政府奖学金省市级
1368,289.0,“外研社杯”全国英语2016年获“外研社杯”全国英语写作大赛三等奖国家级
1369,289.0,2017学年“斯道拉恩索2017学年“斯道拉恩索”奖学金其他
1370,289.0,全国大学生英语竞赛2017年获全国大学生英语竞赛优秀奖国家级
1371,289.0,"广西大学""优秀学生""2017-2018学年广西大学”优秀学生“（学习优秀类一等奖）校级"
1372,290.0,nannannan
1373,291.0,国家励志奖学金本科三年获得两次国家励志奖学金国家级
1374,291.0,学习成绩优秀奖曾获两次西南科技大学学习成绩优秀奖校级
1375,291.0,优秀个人奖娃哈哈营销大赛获得优秀个人奖校级
1376,291.0,优秀团员获得西南科大学校级优秀团员校级
1377,291.0,志愿者服务证书担任第六届中国（绵阳）科博会志愿者省市级
1378,291.0,十佳志愿者服务团队担任西南科技大学校级志愿者团队队长，带领团队或者校级十佳志愿者团队奖项校级
1379,291.0,社会实践二等奖作为社团负责人，参加社团举办的冬令营活动并给予指导，获得校二等奖校级
1380,291.0,综合素质A级证书荣获四川省“综合素质A级证书”省市级
1381,291.0,创业培训合格证书参加SYB课程学习并顺利结业省市级
1382,291.0,计算机二级证书通过计算机二级等级考试国家级
1383,291.0,健美操五级证书通过健美操五级考试和国家级
1384,291.0,演讲比赛三等奖参加我校“三新”演讲比赛获得三等奖校级
1385,291.0,优秀志愿者nan院级
1386,291.0,创业时间奖nan院级
1387,291.0,三好学生nan院级
1388,291.0,艺术特长奖nan院级
1389,291.0,科技创新奖nan院级
1390,291.0,“优秀笔记评选”优秀参加学校组织的“优秀笔记评选”活动获得优秀奖校级
1391,291.0,优秀明星干事nan院级
1392,291.0,社会实践三等奖参加学校招生处组织的“高中母校行”，团队获三等奖校级
1393,292.0,nannannan
1394,293.0,三好学生nan校级
1395,293.0,二等奖学金nan校级
1396,293.0,二等奖学金2nan校级
1397,293.0,优秀共青团员1nan院级
