,uid,honour
3784,870.0,2019达沃斯优秀志愿者nan省市级
3785,871.0,nannannan
3786,872.0,国家励志奖学金nan校级
3787,872.0,优秀学生一等奖学金nan校级
3788,872.0,优秀学生干部nan校级
3789,872.0,校春季运动会优秀奖nan校级
3790,872.0,校运动会优秀奖nan校级
3791,873.0,nannannan
3792,875.0,第二届国际大学生竞赛获奖：三等奖小组成员：陈锾焕 周有鑫 蒋旺 孙琪 符朝阳省市级
3793,875.0,国家励志奖学金nan省市级
3794,876.0,省先进个人2018-2019学年获得福建省“2018年暑期社会实践省先进个人”荣誉称号省市级
3795,876.0,挑战杯省赛二等奖2018-2019学年获得第十四届“挑战杯”福建省大学生课外学术科技作品竞赛二等奖省市级
3796,876.0,福建省向上向善奖学金2018-2019学年荣获2019年福建省“向上向善青马之光”领航工程之“向上向善育人工程基金”项目奖学金省市级
3797,876.0,校三等奖学金2016-2017学年获得福建师范大学优秀学生三等奖学金校级
3798,876.0,校二等奖学金2017-2018学年获得福建师范大学优秀学生二等奖学金校级
3799,876.0,校优秀学生干部2017-2018学年获得“福建师范大学优秀学生干部”荣誉称号校级
3800,876.0,校优秀共青团员2017-2018学年获得“福建师范大学优秀共青团员”荣誉称号校级
3801,877.0,大学生数学建模竞赛全国大学生数学建模竞赛北京赛区甲组二等奖省市级
3802,877.0,大学生创业大赛“创青春”首都大学生创业大赛铜奖省市级
3803,877.0,梁希杯创业大赛北京林业大学第十届梁希杯大学生创业大赛二等奖校级
3804,877.0,学术论文大赛北京林业大学经济管理学院第十届大学生学术论文大赛三等奖院级
3805,878.0,nannannan
3806,879.0,暑期夏令营优秀营员本人于2019年7月参加北京林业大学材料科学与技术学院2019年优秀大学生暑期夏令营，荣获优秀营员。院级
3807,879.0,优秀团干部本人于2017年5月4日被西北农林科技大学评为二〇一六年度“优秀团干部”校级
3808,879.0,优秀学生干部本人于2017年11月被西北农林科技大学评为“优秀学生干部”校级
3809,879.0,三好学生本人于2018年11月被西北农林科技大学评为“三好学生”校级
3810,879.0,社会实践先进个人本人于2017年12月被西北农林科技大学评为2017年度大学生社会实践先进个人校级
3811,880.0,国际企业管理挑战赛nan国家级
3812,880.0,北京工业大学第九届模nan校级
3813,880.0,学习优秀奖2016-2017年度荣获北京工业大学学习优秀奖校级
3814,880.0,三好、优干、学习优秀2017-2018年度荣获北京工业大学三好学生、优秀学生干部、学习优秀奖、创新创业奖。共四项奖项。校级
3815,880.0,院级学生会优秀工作者2017-2018年度荣获北京工业大学学生会系统大会院级学生会优秀工作者院级
3816,881.0,云南省“三好学生”nan省市级
3817,881.0,希望之星英语大赛CCTV“希望之星”英语风采大赛昆明赛区二等奖省市级
3818,881.0,“互联网+”大赛“互联网+”创新创业大赛西南林业大学三等奖校级
3819,881.0,金融挑战赛东方财富杯金融挑战赛晋级省赛院级
3820,881.0,校三好学生西南林业大学“三好学生”校级
3821,881.0,校优秀共青团员西南林业大学优秀共青团员校级
3822,881.0,校舞蹈大赛西南林业大学舞蹈大赛三等奖校级
3823,881.0,校运会4*400米接力赛西南林业大学运动会女子4*400米接力第三名校级
3824,881.0,心理健康文化节竞赛西南林业大学心理健康文化节校园知识竞赛三等奖校级
3825,881.0,经管院优秀共青团员西南林业大学经济管理学院优秀共青团员院级
3826,881.0,军训训练标兵西南林业大学军训训练标兵校级
3827,882.0,“外研社”写作大赛“外研社杯”全国英语写作大赛（江苏赛区）省一等奖省市级
3828,882.0,大学生英语竞赛全国大学生英语竞赛（NECCS）B类全国一等奖国家级
3829,882.0,外研社写作大赛“外研社杯”全国英语写作大赛（江苏赛区）一等奖省市级
3830,883.0,2019大广赛北京市一等nan省市级
3831,883.0,一等奖学金2017-2018学年一等奖学金校级
3832,883.0,新生二等奖学金2016-2017学年二等奖学金校级
3833,883.0,三好学生nan校级
3834,884.0,河北大学三好学生nan校级
3835,884.0,奖学金国家励志奖学金及河北大学一等奖学金国家级
3836,885.0,院模拟求职大赛一等奖2016第四届院模拟求职大赛一等奖院级
3837,885.0,校模拟求职大赛三等2016年校模拟求职大赛三等奖校级
3838,885.0,优秀组织委员2017北京林业大学优秀组织委员校级
3839,885.0,三好学生2017——2018校三好学生校级
3840,886.0,校级奖学金2017年9月 获得哈尔滨师范大学2016-2017年度二等奖学金校级
3841,886.0,校级“优秀团员”2018年5月 获得哈尔滨师范大学2017年度“优秀学生团员”称号校级
3842,887.0,优秀学生河北省暑期“三下乡”社会实践优秀学生省市级
3843,887.0,三好学生河北大学三好学生校级
3844,887.0,文体活动积极分子河北大学文体活动积极分子校级
3845,887.0,共青团员河北大学优秀共青团员校级
3846,887.0,一等奖河北大学优秀学生奖学金一等奖校级
3847,887.0,二等奖河北大学优秀学生奖学金二等奖校级
3848,887.0,积极分子河北大学团学活动积极分子校级
3849,887.0,优秀志愿者河北大学优秀志愿者校级
3850,888.0,nannannan
3851,889.0,nannannan
3852,890.0,优秀学生二等奖学金北京林业大学2016-2017学年 二等奖学金校级
3853,890.0,优秀学生三等奖学金北京林业大学2016-2017学年 三等奖学金校级
3854,890.0,视宴奖设计大赛视宴奖未来视觉文化设计大赛 银奖省市级
3855,890.0,视宴奖设计大赛 铜奖视宴奖未来视觉文化设计大赛 铜奖省市级
3856,890.0,第十一届大广赛2019第十一届大广赛北京赛区  平面类 二等奖省市级
3857,890.0,中华商标创意设计大赛第三届（2019）中华商标创意设计大赛 设计新秀奖 金奖国家级
3858,891.0,优秀营员北京林业大学材料科学与技术学院优秀营员其他
3859,892.0,全国大学生数学建模nan国家级
3860,892.0,亚太地区大学生建模nan其他
3861,892.0,全国高校智能交通比赛nan国家级
3862,892.0,山东省大学生数学竞赛nan省市级
3863,892.0,数学建模校赛nan校级
3864,892.0,优秀共青团员nan校级
3865,892.0,优秀学生nan校级
3866,892.0,优秀学生奖学金nan校级
3867,893.0,全国大学生英语竞赛三等奖国家级
3868,893.0,第五届“互联网+”省级铜奖省市级
3869,893.0,成绩优秀奖nan校级
3870,893.0,三好学生nan院级
3871,893.0,优秀团员nan院级
3872,895.0,nannannan
3873,896.0,校一等奖学金nan校级
3874,896.0,优秀团员nan校级
3875,897.0,梁希二等奖学金nan校级
3876,897.0,梁希二等奖学金2nan校级
3877,897.0,优秀组织委员nan校级
3878,898.0,奖学金2016-2017年天津财经大学校级二等奖学金校级
3879,899.0,优秀干部、三等奖学金在前“职业发展中心”获优秀干部在大二学年获三等奖学金院级
3880,900.0,优秀团员2019年北京林业大学“达标创优”活动校级
3881,900.0,优秀学生二等奖学金nan校级
3882,900.0,三好学生nan校级
3883,900.0,乒乓球比赛团体第八名2017年首都高校乒乓球锦标赛女子团体乙组第八名省市级
3884,900.0,优秀学生干部nan校级
3885,901.0,2017年Bizwar一等奖2017年11月获2017年全国企业经营分析与决策技能大赛本科组一等奖国家级
3886,901.0,新道杯沙盘市赛三等奖第十三届全国大学生“新道杯”沙盘模拟经营大赛天津市决赛三等奖省市级
3887,901.0,16-17年度特等奖学金专业前5%校级
3888,901.0,16-17年校级三好学生专业前5%校级
3889,901.0,17-18年度特等奖学金专业前5%校级
3890,901.0,17-18年校级三好学生专业前5%校级
3891,902.0,NECCS C类三等奖全国大学生英语竞赛C类三等奖国家级
3892,902.0,金土地优秀学生干部金土地优秀学生干部奖学金院级
3893,902.0,国家留学基金委资助国家留学基金资助出国留学资格，由国家公派出国，前往芬兰的赫尔辛基大学交流学习，时长为一学期国家级
3894,903.0,省级优秀学生干部获得省级优秀学生干部的称号省市级
3895,903.0,优秀学生二等奖学金在2016-2017学年度获得优秀学生二等奖学金院级
3896,903.0,优秀学生三等奖学金在2016-2017学年度获得优秀学生二等奖学金院级
3897,903.0,学术优秀奖学金在2017-2018学年度获得学术优秀奖学金院级
3898,904.0,高校3D云设计大赛高校3D云设计大赛参赛鼓励奖；其他
3899,904.0,教育设计48H晋级赛北京师范大学“智慧学习·设计教育学术周”之教育设计48H晋级赛最具社会责任优秀奖省市级
3900,905.0,nannannan
3901,906.0,nannannan
3902,907.0,首都先锋杯优秀团员nan省市级
3903,907.0,市级社会实践优秀团队2017年首都大中专学生暑期社会实践优秀团队省市级
3904,907.0,国家励志奖学金nan校级
3905,907.0,优秀学生三等奖学金nan校级
3906,907.0,优秀权益委员nan校级
3907,907.0,市级优秀团支部2017-2018年度首都大学、中职院校“先锋杯”优秀团支部省市级
3908,907.0,优秀学生干部nan校级
3909,907.0,手语歌大赛二等奖nan校级
3910,907.0,优秀班集体nan校级
3911,909.0,奖学金优秀学生三等奖学金校级
3912,912.0,nannannan
3913,914.0,挑战杯大学生创业大赛负责项目在财务方面的工作，包括融资方式、财务预测、财务分析等。省市级
3914,914.0,应用型人才技能大赛包括理论知识答题和实际操作两部分，完成相关问题的电算化操作。省市级
3915,914.0,市场营销大赛包括项目策划书、实际营销和答辩展示三个环节。省市级
3916,914.0,企业价值创造大赛进行企业的模拟经营。校级
3917,914.0,刘鼎杯大学生创业大赛了解项目，负责其财务方面的内容。校级
3918,914.0,全国大学生三创大赛了解项目，负责其财务方面的内容。校级
3919,914.0,综合素质奖学金nan院级
3920,915.0,校一等奖学金nan校级
3921,915.0,校“三好学生”nan校级
3922,915.0,校二等奖学金nan校级
3923,915.0,校“优秀共青团干部nan校级
3924,915.0,校二等奖学金nan校级
3925,915.0,全国商务英语实践大赛全国赛三等奖国家级
3926,915.0,校一等综合奖学金nan校级
3927,915.0,国家奖学金nan国家级
3928,915.0,校“优秀共青团干部nan校级
3929,915.0,校“学风标兵”nan校级
3930,915.0,校三等奖学金nan校级
3931,916.0,四川省综合A级证书nan省市级
3932,916.0,中华会计网校杯nan省市级
3933,916.0,校优秀团学干部nan校级
3934,916.0,校优秀团员nan校级
3935,916.0,优秀志愿者nan省市级
3936,916.0,校优秀志愿者nan校级
3937,916.0,管理决策模拟大赛nan校级
3938,916.0,西南科技大学母校行nan校级
3939,916.0,经管创新奖nan院级
3940,917.0,全国大学生数学建模nan省市级
3941,917.0,金融精英挑战赛nan国家级
3942,917.0,中青杯数学建模竞赛nan省市级
3943,917.0,军训先进个人nan校级
3944,917.0,异地读书照nan校级
3945,917.0,校园文化艺术节nan校级
3946,917.0,图管委优秀干事图书馆学生管理委员会校级
3947,917.0,篮球比赛nan院级
3948,917.0,优秀学生干部nan校级
3949,917.0,英语配音大赛nan校级
3950,917.0,英语演讲比赛nan校级
3951,917.0,改革开放40年图文创意nan校级
3952,917.0,信息素养大赛nan校级
3953,917.0,学术英语词汇竞赛nan其他
3954,918.0,北林夏令营结业证书参加北京林业大学水土保持学院夏令营并顺利结业。校级
3955,918.0,自治区三好学生被评为自治区高校三好学生。省市级
3956,918.0,校级三好学生被评为内蒙古农业大学三好学生。校级
3957,919.0,国家奖学金2019年9月获得，暂时无法提交获奖证书，复试时可提供获奖证明。国家级
3958,919.0,大学生英语竞赛国家级三等奖国家级
3959,919.0,国家励志奖学金nan省市级
3960,919.0,院级青马班nan院级
3961,919.0,暑期三下乡先进个人nan校级
3962,920.0,优秀学生干部nan校级
3963,920.0,优秀学生三等奖学金nan校级
3964,920.0,2优秀学生干部nan校级
3965,920.0,2优秀学生三等奖学金nan校级
3966,921.0,计算机等级证书全国计算机等级考试二级合格证书国家级
3967,921.0,大学生环保知识竞赛奖第二届全国大学生环保知识竞赛优秀奖省市级
3968,921.0,普通话水平等级证书普通话水平等级证书二级甲等国家级
3969,921.0,《呼和浩特日报》报道支教活动获得《呼和浩特日报》报道，刊登于2018年12月12日第6942期第七版面其他
3970,922.0,国家励志奖学金由于成绩优异，积极上进，获得该奖省市级
3971,922.0,三好学生品学兼优校级
3972,922.0,校级乙等奖学金成绩优异校级
3973,922.0,优秀共青团员nan校级
3974,922.0,优秀志愿者nan校级
3975,922.0,思政课实践活动一等奖中南林业科技大学‘不忘初心，红心向党’思政课实践活动一等奖院级
3976,922.0,体育课展演三等奖中南林业科技大学2018年公共体育课展演三等奖校级
3977,922.0,国家励志奖学金nan省市级
3978,922.0,优秀共青团员nan校级
3979,922.0,国家励志奖学金我获得两次国家励志奖学金。2017年的证书上传错误，特再上传一遍。省市级
3980,923.0,全国大学生英语竞赛2019年全国大学生英语竞赛C类二等奖国家级
3981,923.0,优秀学生奖学金2016-2017学年度优秀学生奖学金三等奖校级
3982,923.0,优秀学生奖学金三等奖2017-2018学年度优秀学生奖学金三等奖校级
3983,924.0,nannannan
3984,925.0,nannannan
3985,926.0,全国大学生艺术展演全国第五届大学生艺术展演一等奖国家级
3986,927.0,nannannan
3987,928.0,nannannan
3988,929.0,人民政府奖学金获得天津市人民政府奖学金省市级
3989,929.0,一等奖学金获得天津市天津科技大学校一等奖学金校级
3990,929.0,二等奖学金获得天津市天津科技大学校二等奖学金校级
3991,929.0,《空气喵屋一》在“青春梦·中国梦”“天津青年美展一”“i创时代”“天津青年艺术设计大赛中获得优秀奖省市级
3992,929.0,《空气喵屋二》在“青春梦·中国梦”“天津青年美展一”“i创时代”“天津青年艺术设计大赛中获得优秀奖省市级
3993,930.0,nannannan
3994,931.0,梁希优秀二等奖nan校级
3995,932.0,nannannan
3996,933.0,优秀学生二等奖学金nan校级
3997,933.0,三好学生nan校级
3998,933.0,社团活动奖学金nan校级
3999,933.0,优秀学生干部nan校级
4000,933.0,优秀学生三等奖学金nan校级
4001,933.0,北京市三好学生nan省市级
4002,933.0,优秀共产党员nan院级
4003,934.0,中国菌物学会口头汇报中国菌物学会2019年学术年会口头汇报，题为《Cytospora species associated with canker and dieback disease of Rosaceae in China》国家级
4004,934.0,优秀墙报奖2018年林学院第七届学生学术论坛“优秀墙报奖”院级
4005,935.0,优秀学生三等奖学金nan校级
4006,935.0,梁希三等奖学金nan校级
4007,936.0,优秀学生三等奖学金2017-2018年度优秀学生三等奖学金校级
4008,936.0,优秀学生奖学金2016-2017年度校级
4009,936.0,优秀学生干部2017-2018学年校级
4010,937.0,优秀学生三等奖学金nan校级
4011,937.0,三好学生nan校级
4012,937.0,优秀团员nan校级
4013,938.0,nannannan
4014,939.0,大广赛第11届大广赛北京赛区三等奖2项国家级
4015,939.0,《当迷糊遇上国粹》大广赛 优秀奖国家级
4016,940.0,nannannan
4017,941.0,国家奖学金获得2018-2019学年由中华人民共和国教育部颁发的国家奖学金，已经公示，奖状未到。国家级
4018,941.0,海洋文化创意设计大赛全国第八届海洋文化创意设计大赛优秀奖，2019年7月30日获奖，荣誉证书还未收到。国家级
4019,941.0,公共座椅设计优秀奖“筑美杯“西林校园公共座椅设计大赛优秀奖。全校共计120余份作品，最终16名获得荣誉。（奖状还未下发）校级
4020,941.0,玩具设计大赛铜奖中国玩具和婴童用品设计大赛铜奖，全国有效作品3548件，最终评出1名特等奖、1名金奖、2名银奖、10名铜奖、5名单项奖。国家级
4021,942.0,优秀学生三等奖学金nan校级
4022,942.0,优秀学生干部nan校级
4023,943.0,国家励志奖学金nan国家级
4024,943.0,校优秀学生干部nan校级
4025,943.0,校优秀学生三等奖学金nan校级
4026,943.0,校三好学生nan校级
4027,943.0,校优秀学生二等奖学金nan校级
4028,943.0,国家励志奖学金2nan省市级
4029,944.0,大创赛校级立项nan校级
4030,944.0,全国大学生英语竞赛C类三等奖国家级
4031,944.0,校二等奖学金nan校级
4032,944.0,国家励志奖学金nan校级
4033,944.0,36氪新商业大会36氪WISE2018新商业大会优秀志愿者其他
4034,944.0,校三好学生nan院级
4035,944.0,校一等奖学金nan校级
4036,944.0,互联网+大赛第三届“互联网+”大赛校级三等奖校级
4037,944.0,社团活动先进个人nan校级
4038,945.0,nannannan
4039,946.0,nannannan
4040,947.0,法制动漫三等奖代表北京林业大学参与“第六届北京高校法制动漫微电影展映活动”，参演作品《求职陷阱，请绕行》获三等奖省市级
4041,947.0,优秀学生三等奖学金2017-2018优秀学生三等奖学金校级
4042,947.0,宪法竞赛最佳答辩手宪法知识竞赛最佳答辩手校级
4043,948.0,河北省省级三好学生nan省市级
4044,948.0,校级一等奖学金nan校级
4045,948.0,校级三好学生nan校级
4046,948.0,优秀学生干部nan校级
4047,948.0,一等奖学金nan校级
4048,948.0,优秀团员nan校级
4049,948.0,社会实践优秀小分队nan校级
4050,948.0,英语演讲二等奖第二十三届中国日报社“21世纪·可口可乐杯”全国英语演讲比赛河北大学校选赛二等奖校级
4051,948.0,英语辩论三等奖第二十二届“外研社杯”全国大学生英语辩论赛河北大学校选赛三等奖校级
4052,948.0,知识竞赛三等奖CNKI杯·先声夺人知识竞赛 三等奖校级
4053,949.0,全国大学生英语竞赛二等奖国家级
4054,949.0,国家励志奖学金nan国家级
4055,949.0,河北省大学生数学竞赛二等奖省市级
4056,949.0,校级二等奖学金nan校级
4057,949.0,校级三等奖学金nan校级
4058,949.0,国家助学金nan国家级
4059,949.0,天津市大学生数学竞赛校级三等奖校级
4060,949.0,创青春大学生创业大赛校赛三等奖校级
4061,949.0,计算机二级证书nan国家级
4062,949.0,优秀共青团员nan院级
4063,949.0,自强之星提名奖nan院级
4064,950.0,nannannan
4065,951.0,校级排球比赛三等奖2018年校级排球新生赛校级
4066,952.0,国家励志奖学金该学生学习刻苦努力国家级
4067,953.0,nannannan
4068,954.0,nannannan
4069,955.0,国家励志奖学金nan国家级
4070,955.0,优秀学生三等奖学金nan校级
4071,955.0,三好学生nan校级
4072,956.0,nannannan
4073,957.0,一等奖学金nan校级
4074,957.0,国家励志奖学金nan省市级
4075,957.0,三号学生nan省市级
4076,957.0,优秀学生干部nan校级
4077,957.0,暑期社会实践先进工作nan校级
4078,958.0,三好学生nan校级
4079,958.0,四可青年nan院级
4080,958.0,优秀学生一等奖学金nan校级
4081,958.0,新科鹏举奖学金nan校级
4082,958.0,普邦园林奖学金nan其他
4083,958.0,学习进步奖学金nan校级
4084,958.0,优秀学生干部nan校级
4085,959.0,nannannan
4086,960.0,nannannan
4087,961.0,nannannan
4088,962.0,优秀学生三等奖2016-2017学年北京林业大学优秀学生三等奖校级
4089,963.0,三好学生nan校级
4090,963.0,优秀学生二等奖学金nan校级
4091,963.0,优秀学生三等奖学金nan校级
4092,964.0,优秀学生干部nan校级
4093,965.0,优秀学生三等奖学金2017-2018学年校级
4094,965.0,优秀学生干部班级评选优秀班干部校级
4095,966.0,nannannan
4096,967.0,北京市三好学生nan省市级
4097,967.0,北林优秀学生干部nan校级
4098,967.0,北京林业大学三好学生nan校级
4099,967.0,北林优秀三等奖学金nan校级
4100,967.0,北林社团活动奖学金nan校级
4101,968.0,校级三好学生2016-2017年度三好学生校级
4102,971.0,优秀学生干部2016-2017校级优秀学生干部校级
4103,971.0,优秀心理委员2019年“5.25”心理健康节班级心理委员评比活动中被评为“优秀心理委员”校级
4104,971.0,梁希三等奖学金2017-2018年度梁希三等奖学金校级
4105,972.0,nannannan
4106,973.0,优秀学生二等奖学金nan校级
4107,973.0,优秀学生三等奖学金nan校级
4108,974.0,英语竞赛二等奖全国大学生英语竞赛C类二等奖省市级
4109,974.0,数模二等奖美国大学生数学模型大赛二等奖其他
4110,974.0,互联网加三等奖第四届“互联网+”大学生创新创业大赛北京市三等奖省市级
4111,974.0,优秀访员北京大学社会科学调查中心优秀访员其他
4112,974.0,三好学生校三好学生校级
4113,974.0,优秀创业团队三等奖北京地区高校优秀创业团队三等奖省市级
4114,975.0,nannannan
4115,976.0,2018优秀学生二等奖成绩优异，表现良好校级
4116,976.0,2017优秀学生二等奖成绩优异，表现良好校级
4117,976.0,2019优秀学生二等奖成绩优异，综合表现良好校级
4118,977.0,优秀学生三等奖学金nan校级
4119,977.0,学习进步奖学金nan校级
4120,978.0,优秀学生二等奖学金北京林业大学优秀学生二等奖学金校级
4121,978.0,校优秀学生二等奖学金北京林业大学优秀学生二等奖学金校级
4122,979.0,nannannan
4123,980.0,nannannan
4124,981.0,优秀学生干部（团委）nan校级
4125,982.0,nannannan
4126,983.0,优秀学生三等奖学金nan校级
4127,984.0,nannannan
4128,985.0,nannannan
4129,986.0,优秀学生三等奖学金nan校级
4130,986.0,学习进步奖学金nan校级
4131,987.0,优秀团员nan校级
4132,987.0,社团活动奖学金nan校级
4133,987.0,绿色长征志愿者”美丽中国，青春同行”2018大学生暑期绿色长征实践活动优秀志愿者省市级
4134,988.0,梁希二等奖学金nan校级
4135,989.0,三好学生三好学生校级
4136,989.0,优秀学生干部nan校级
4137,990.0,nannannan
4138,991.0,2016-17校一等奖学金连续两年获得天津外国语大学校长奖学金一等奖（全系同年级前2%）校级
4139,991.0,2017-18校一等奖学金连续两年获得天津外国语大学校长奖学金一等奖（全系同年级前2%）校级
4140,991.0,2016-17三好学生连续两年获得天津外国语大学校三好学生校级
4141,991.0,2017-18校三好学生连续两年获得天津外国语大学校三好学生校级
4142,991.0,国际商学院优秀学子nan院级
4143,991.0,2017-18国商优秀学子nan院级
4144,991.0,2016-17优秀心理委员nan校级
4145,991.0,心委职业技能赛二等奖nan校级
4146,991.0,校十佳学生心理委员nan校级
4147,991.0,优秀团员nan校级
4148,992.0,nannannan
4149,993.0,优秀学生三等奖学金nan院级
4150,994.0,三好学生nan校级
4151,995.0,nannannan
4152,996.0,优秀学生干部nan校级
4153,996.0,优秀学生三等奖学金nan校级
4154,997.0,优秀学生干部nan校级
4155,997.0,北京大学生音乐节金奖nan省市级
4156,997.0,全国大学生艺术展演金奖国家级
4157,998.0,nannannan
4158,999.0,nannannan
4159,1000.0,nannannan
4160,1001.0,河北大学奖学金二等奖2016-2017学年成绩优异，荣获河北大学优秀学生奖学金二等奖校级
4161,1001.0,国家励志奖学金2017-2018学年学习成绩优异，家庭困难，该生节约朴素，荣获此奖国家级
4162,1001.0,河北大学三好学生2017-2018学年表现突出，被评为河北大学三好学生校级
4163,1001.0,河北大学奖学金一等奖2017-2018学年学习成绩优异，荣获河北大学优秀学生奖学金一等奖校级
4164,1002.0,校级三好学生nan校级
4165,1002.0,优秀学生三等奖学金nan院级
4166,1002.0,优秀学生二等奖学金nan院级
4167,1003.0,nannannan
4168,1004.0,nannannan
4169,1005.0,nannannan
4170,1006.0,nannannan
4171,1007.0,nannannan
4172,1008.0,优秀学生干部nan院级
4173,1008.0,大广赛优秀奖nan省市级
4174,1008.0,艺术知识竞赛优秀奖nan校级
4175,1008.0,宿舍风采大赛一等奖nan院级
4176,1008.0,林影服饰设计大赛三等nan校级
4177,1009.0,校优秀学生三等奖学金nan校级
4178,1010.0,优秀团员nan院级
4179,1010.0,优秀学生二等奖学金nan校级
4180,1010.0,优秀学生三等奖学金nan校级
4181,1010.0,青兰计划综合优秀奖学nan校级
4182,1011.0,nannannan
4183,1012.0,校优秀学生nan校级
4184,1012.0,校二等奖学金nan校级
4185,1012.0,校三等奖学金nan校级
4186,1013.0,nannannan
4187,1014.0,nannannan
4188,1015.0,nannannan
4189,1016.0,nannannan
4190,1017.0,学习优秀二等奖nan校级
4191,1017.0,国家励志奖学金nan省市级
4192,1017.0,全国大学生工设大赛2018全国大学生工业设计大赛三等奖省市级
4193,1017.0,安徽省第五届工设大赛第五届安徽省工业设计大赛“魔猴智造”专项赛优秀奖省市级
4194,1017.0,安徽大学暑实先进个人安徽大学暑期社会实践先进个人校级
4195,1017.0,安徽大学优秀志愿者nan校级
4196,1017.0,优秀干事安徽大学电气工程与自动化学院学生会优秀干事院级
4197,1018.0,国家励志奖学金nan国家级
4198,1018.0,全国大学生英语竞赛二等奖国家级
4199,1018.0,甘肃省高校三好学生nan省市级
4200,1018.0,甘肃农业大学三好学生三好学生标兵校级
4201,1018.0,甘肃农业大学管理学院文体优胜奖院级
4202,1019.0,nannannan
4203,1020.0,优秀学生二等奖学金nan校级
4204,1020.0,优秀学生二等奖学金1nan校级
4205,1020.0,北林国际花园建造节优秀奖国家级
4206,1021.0,第十届“挑战杯”第十届“挑战杯”首都大学生课外学术科技作品竞赛二等奖作品《农户对“全面停止天然林商业性采伐”生态补偿的认知情况与受偿意愿分析-以辽宁省集体林区为例》省市级
4207,1021.0,第十一届“梁希杯”北京林业大学第十一届“梁希杯”大学生课外学术科技作品竞赛三等奖校级
4208,1021.0,学生学术论文大赛北京林业大学经济管理学院第十七届学生学术论文大赛三等奖院级
4209,1022.0,三好学生nan校级
4210,1022.0,梁希一等奖学金2017-2018学年度校级
4211,1022.0,大学生英语竞赛三等奖2017全国大学生英语竞赛C类三等奖国家级
4212,1022.0,优秀学生二等奖学金2016-2017校级
4213,1022.0,文体优秀奖学金2016-2017校级
4214,1023.0,“梁希杯”创业大赛nan校级
4215,1023.0,优秀学生干部nan校级
4216,1023.0,优秀学生三等奖学金nan校级
4217,1023.0,校级社会实践优秀团队nan校级
4218,1023.0,园悦读LOGO设计大赛nan院级
4219,1023.0,入选年度四名汇智计划nan其他
4220,1023.0,优秀学生干部2nan校级
4221,1023.0,优秀学生三等奖学金2nan校级
4222,1023.0,优秀学生干部3nan校级
4223,1023.0,优秀学生三等奖学金3nan校级
4224,1023.0,职业生涯规划大赛nan院级
4225,1024.0,nannannan
4226,1025.0,美国大学生数学建模竞H奖国家级
4227,1025.0,全国大学生英语竞赛一等奖国家级
4228,1025.0,全国大学生数学建模竞省一等奖省市级
4229,1025.0,山东省大学生数学竞赛省二等奖省市级
4230,1025.0,尖烽时刻商业模拟大赛省三等奖省市级
4231,1025.0,寒假社会实践调研报告校一等奖校级
4232,1025.0,青岛理工大学数学竞赛校二等奖校级
4233,1025.0,数学建模选拔赛校二等奖校级
4234,1025.0,外研社杯全国英语大赛校二等奖校级
4235,1025.0,挑战杯二等奖院级
4236,1026.0,nannannan
4237,1027.0,nannannan
4238,1028.0,国家奖学金前0.5%国家级
4239,1028.0,全国物流竞赛一等奖全国高校商业精英挑战赛经贸物流实践竞赛 国家一等奖国家级
4240,1028.0,全国导游大赛二等奖第十届全国旅游院校导游服务技能大赛 国家二等奖国家级
4241,1028.0,安徽茶创新大赛一等奖安徽省大学生茶文化创新大赛一等奖省市级
4242,1028.0,创青春省级铜奖201805创青春安徽省大学生创业大赛 省级铜奖省市级
4243,1028.0,安徽茶文化大赛三等奖nan省市级
4244,1029.0,国家级大赛二等奖第十二届中国大学生计算机设计大赛国家二等奖国家级
4245,1029.0,中南赛区三等奖第十二届中国大学生计算机设计大赛中南赛区三等奖省市级
4246,1029.0,国家级大赛二等奖第九届中国大学生服务外包创新创业大赛国家二等奖国家级
4247,1029.0,国家励志奖学金2017-2018学年国家励志奖学金。国家级
4248,1029.0,优秀学生乙等奖学金2017-2018学年优秀学生乙等奖学金校级
4249,1029.0,优秀学生干部2016-2017学年优秀学生干部校级
4250,1029.0,优秀共青团员2017-2018年度优秀共青团员其他
4251,1031.0,物流仿真设计大赛一等与队友共同完成十二万余字的参赛方案，获第四届“百蝶杯”全国大学生物流仿真设计大赛特等奖国家级
4252,1031.0,物流设计大赛一等奖与队友共同完成五万余字的参赛方案，从供应链管理角度构建平台，解决马钢物流现存问题，获第六届“马钢杯”物流设计大赛国家一等奖国家级
4253,1031.0,数学建模H奖获美国大学生数学建模大赛H奖，与队友共同完成全英文论文国家级
4254,1031.0,英语竞赛二等奖全国大学生英语竞赛二等奖国家级
4255,1031.0,山东省优秀学生nan省市级
4256,1031.0,数学建模省二等奖nan省市级
4257,1031.0,优秀学生标兵nan校级
4258,1031.0,优秀社会实践三等奖nan校级
4259,1031.0,优秀助理员标兵nan院级
4260,1033.0,nannannan
4261,1034.0,优秀学生三等奖学金nan校级
4262,1034.0,优秀学生干部nan校级
4263,1034.0,校优秀学生三等奖学金nan校级
4264,1035.0,进步奖学金nan校级
4265,1035.0,优秀学生三等奖学金2016-2017学年校级
4266,1036.0,nannannan
4267,1037.0,北京体育大学三好学生北京体育大学2016-2017学年度三好学生校级
4268,1037.0,北京体育大学奖学金北京体育大学2016-2017学年度一等奖学金校级
4269,1037.0,北体三好学生北京体育大学2017-2018学年度三好学生校级
